county,precinct,office,district,party,candidate,votes,election_day,absentee
Fremont,Absentee Precinct,State Representative,23,Republican,David Sieck,25,,
Fremont,Absentee Precinct,State Representative,23,Democrat,Steve L. Adams,1,,
Fremont,Absentee Precinct,State Representative,23,,Write-In,0,,
Fremont,COURTHOUSE,State Representative,23,Republican,David Sieck,38,,
Fremont,COURTHOUSE,State Representative,23,Democrat,Steve L. Adams,17,,
Fremont,COURTHOUSE,State Representative,23,,Write-In,0,,
Fremont,FARRAGUT CITY HALL,State Representative,23,Republican,David Sieck,29,,
Fremont,FARRAGUT CITY HALL,State Representative,23,Democrat,Steve L. Adams,18,,
Fremont,FARRAGUT CITY HALL,State Representative,23,,Write-In,1,,
Fremont,HAMBURG CITY HALL,State Representative,23,Republican,David Sieck,30,,
Fremont,HAMBURG CITY HALL,State Representative,23,Democrat,Steve L. Adams,8,,
Fremont,HAMBURG CITY HALL,State Representative,23,,Write-In,0,,
Fremont,RIVERTON COMMUNITY CENTER,State Representative,23,Republican,David Sieck,18,,
Fremont,RIVERTON COMMUNITY CENTER,State Representative,23,Democrat,Steve L. Adams,5,,
Fremont,RIVERTON COMMUNITY CENTER,State Representative,23,,Write-In,0,,
Fremont,TABOR CITY HALL,State Representative,23,Republican,David Sieck,66,,
Fremont,TABOR CITY HALL,State Representative,23,Democrat,Steve L. Adams,15,,
Fremont,TABOR CITY HALL,State Representative,23,,Write-In,0,,
