county,precinct,office,district,party,candidate,absentee_votes,polling_votes,votes
Sac,Wall Lake,U.S. Senate,,DEM,Robert M. Hogg,0,3,3
Sac,Wall Lake,U.S. Senate,,DEM,Patty Judge,0,9,9
Sac,Wall Lake,U.S. Senate,,DEM,Bob Krause,0,1,1
Sac,Wall Lake,U.S. Senate,,DEM,Write-in,0,0,0
Sac,Wall Lake,U.S. Senate,,REP,Charles E. Grassley,2,75,77
Sac,Wall Lake,U.S. Senate,,REP,Write-in,0,0,0
Sac,Wall Lake,U.S. House,4,DEM,Kim Weaver,0,12,12
Sac,Wall Lake,U.S. House,4,DEM,Write-in,0,1,1
Sac,Wall Lake,U.S. House,4,REP,Rick Bertrand,1,19,20
Sac,Wall Lake,U.S. House,4,REP,Steve King,2,68,70
Sac,Wall Lake,U.S. House,4,REP,Write-in,0,0,0
Sac,Wall Lake,State Senate,6,DEM,Write-in,0,0,0
Sac,Wall Lake,State Senate,6,REP,Mark Segebart,2,79,81
Sac,Wall Lake,State Senate,6,REP,Write-in,0,0,0
Sac,Wall Lake,State House,11,DEM,Sara Huddleston,0,12,12
Sac,Wall Lake,State House,11,DEM,Write-in,0,0,0
Sac,Wall Lake,State House,11,REP,Gary Worthan,2,72,74
Sac,Wall Lake,State House,11,REP,Write-in,0,0,0
Scott,Absentee,U.S. Senate,,DEM,Thomas L. Fiegen,31,NA,31
Scott,Absentee,U.S. Senate,,DEM,Robert M. Hogg,113,NA,113
Scott,Absentee,U.S. Senate,,DEM,Patty Judge,226,NA,226
Scott,Absentee,U.S. Senate,,DEM,Bob Krause,23,NA,23
Scott,Absentee,U.S. Senate,,DEM,Write-in,0,NA,0
Scott,Absentee,U.S. Senate,,REP,Charles E. Grassley,343,NA,343
Scott,Absentee,U.S. Senate,,REP,Write-in,7,NA,7
Scott,Absentee,U.S. House,2,DEM,Dave Loebsack,371,NA,371
Scott,Absentee,U.S. House,2,DEM,Write-in,5,NA,5
Scott,Absentee,U.S. House,2,REP,Christopher Peters,329,NA,329
Scott,Absentee,U.S. House,2,REP,Write-in,2,NA,2
Scott,Absentee,State Senate,46,DEM,Chris Brase,28,NA,28
Scott,Absentee,State Senate,46,DEM,Write-in,0,NA,0
Scott,Absentee,State Senate,46,REP,Mark S. Lofgren,48,NA,48
Scott,Absentee,State Senate,46,REP,Write-in,0,NA,0
Scott,Absentee,State House,89,DEM,Jim Lykam,114,NA,114
Scott,Absentee,State House,89,DEM,Write-in,0,NA,0
Scott,Absentee,State House,89,REP,Write-in,4,NA,4
Scott,Absentee,State House,90,DEM,Cindy Winckler,70,NA,70
Scott,Absentee,State House,90,DEM,Write-in,0,NA,0
Scott,Absentee,State House,90,REP,Write-in,1,NA,1
Scott,Absentee,State House,92,DEM,Ken Krumwiede,28,NA,28
Scott,Absentee,State House,92,DEM,Write-in,0,NA,0
Scott,Absentee,State House,92,REP,Ross C. Paustian,54,NA,54
Scott,Absentee,State House,92,REP,Write-in,0,NA,0
Scott,Absentee,State House,93,DEM,Phyllis Thede,81,NA,81
Scott,Absentee,State House,93,DEM,Write-in,0,NA,0
Scott,Absentee,State House,93,REP,Kurt Whalen,65,NA,65
Scott,Absentee,State House,93,REP,Write-in,1,NA,1
Scott,Absentee,State House,94,DEM,Write-in,3,NA,3
Scott,Absentee,State House,94,REP,Gary M. Mohr,113,NA,113
Scott,Absentee,State House,94,REP,Write-in,2,NA,2
Scott,Absentee,State House,97,DEM,Write-in,3,NA,3
Scott,Absentee,State House,97,REP,Norlin Mommsen,20,NA,20
Scott,Absentee,State House,97,REP,Write-in,0,NA,0
Scott,AG,U.S. Senate,,DEM,Thomas L. Fiegen,NA,2,2
Scott,AG,U.S. Senate,,DEM,Robert M. Hogg,NA,3,3
Scott,AG,U.S. Senate,,DEM,Patty Judge,NA,10,10
Scott,AG,U.S. Senate,,DEM,Bob Krause,NA,1,1
Scott,AG,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,AG,U.S. Senate,,REP,Charles E. Grassley,NA,24,24
Scott,AG,U.S. Senate,,REP,Write-in,NA,0,0
Scott,AG,U.S. House,2,DEM,Dave Loebsack,NA,16,16
Scott,AG,U.S. House,2,DEM,Write-in,NA,0,0
Scott,AG,U.S. House,2,REP,Christopher Peters,NA,20,20
Scott,AG,U.S. House,2,REP,Write-in,NA,0,0
Scott,AG,State House,97,DEM,Write-in,NA,0,0
Scott,AG,State House,97,REP,Norlin Mommsen,NA,23,23
Scott,AG,State House,97,REP,Write-in,NA,0,0
Scott,B11,U.S. Senate,,DEM,Thomas L. Fiegen,NA,7,7
Scott,B11,U.S. Senate,,DEM,Robert M. Hogg,NA,34,34
Scott,B11,U.S. Senate,,DEM,Patty Judge,NA,64,64
Scott,B11,U.S. Senate,,DEM,Bob Krause,NA,5,5
Scott,B11,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B11,U.S. Senate,,REP,Charles E. Grassley,NA,102,102
Scott,B11,U.S. Senate,,REP,Write-in,NA,3,3
Scott,B11,U.S. House,2,DEM,Dave Loebsack,NA,106,106
Scott,B11,U.S. House,2,DEM,Write-in,NA,0,0
Scott,B11,U.S. House,2,REP,Christopher Peters,NA,103,103
Scott,B11,U.S. House,2,REP,Write-in,NA,0,0
Scott,B11,State House,93,DEM,Phyllis Thede,NA,103,103
Scott,B11,State House,93,DEM,Write-in,NA,1,1
Scott,B11,State House,93,REP,Kurt Whalen,NA,103,103
Scott,B11,State House,93,REP,Write-in,NA,1,1
Scott,B12,U.S. Senate,,DEM,Thomas L. Fiegen,NA,3,3
Scott,B12,U.S. Senate,,DEM,Robert M. Hogg,NA,29,29
Scott,B12,U.S. Senate,,DEM,Patty Judge,NA,43,43
Scott,B12,U.S. Senate,,DEM,Bob Krause,NA,4,4
Scott,B12,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B12,U.S. Senate,,REP,Charles E. Grassley,NA,54,54
Scott,B12,U.S. Senate,,REP,Write-in,NA,0,0
Scott,B12,U.S. House,2,DEM,Dave Loebsack,NA,73,73
Scott,B12,U.S. House,2,DEM,Write-in,NA,1,1
Scott,B12,U.S. House,2,REP,Christopher Peters,NA,52,52
Scott,B12,U.S. House,2,REP,Write-in,NA,0,0
Scott,B12,State House,94,DEM,Write-in,NA,2,2
Scott,B12,State House,94,REP,Gary M. Mohr,NA,50,50
Scott,B12,State House,94,REP,Write-in,NA,1,1
Scott,B21,U.S. Senate,,DEM,Thomas L. Fiegen,NA,5,5
Scott,B21,U.S. Senate,,DEM,Robert M. Hogg,NA,9,9
Scott,B21,U.S. Senate,,DEM,Patty Judge,NA,23,23
Scott,B21,U.S. Senate,,DEM,Bob Krause,NA,3,3
Scott,B21,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B21,U.S. Senate,,REP,Charles E. Grassley,NA,28,28
Scott,B21,U.S. Senate,,REP,Write-in,NA,1,1
Scott,B21,U.S. House,2,DEM,Dave Loebsack,NA,39,39
Scott,B21,U.S. House,2,DEM,Write-in,NA,0,0
Scott,B21,U.S. House,2,REP,Christopher Peters,NA,32,32
Scott,B21,U.S. House,2,REP,Write-in,NA,0,0
Scott,B21,State House,93,DEM,Phyllis Thede,NA,36,36
Scott,B21,State House,93,DEM,Write-in,NA,0,0
Scott,B21,State House,93,REP,Kurt Whalen,NA,30,30
Scott,B21,State House,93,REP,Write-in,NA,0,0
Scott,B22,U.S. Senate,,DEM,Thomas L. Fiegen,NA,7,7
Scott,B22,U.S. Senate,,DEM,Robert M. Hogg,NA,17,17
Scott,B22,U.S. Senate,,DEM,Patty Judge,NA,45,45
Scott,B22,U.S. Senate,,DEM,Bob Krause,NA,4,4
Scott,B22,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B22,U.S. Senate,,REP,Charles E. Grassley,NA,81,81
Scott,B22,U.S. Senate,,REP,Write-in,NA,4,4
Scott,B22,U.S. House,2,DEM,Dave Loebsack,NA,71,71
Scott,B22,U.S. House,2,DEM,Write-in,NA,1,1
Scott,B22,U.S. House,2,REP,Christopher Peters,NA,78,78
Scott,B22,U.S. House,2,REP,Write-in,NA,1,1
Scott,B22,State House,93,DEM,Phyllis Thede,NA,67,67
Scott,B22,State House,93,DEM,Write-in,NA,0,0
Scott,B22,State House,93,REP,Kurt Whalen,NA,77,77
Scott,B22,State House,93,REP,Write-in,NA,1,1
Scott,B23,U.S. Senate,,DEM,Thomas L. Fiegen,NA,0,0
Scott,B23,U.S. Senate,,DEM,Robert M. Hogg,NA,3,3
Scott,B23,U.S. Senate,,DEM,Patty Judge,NA,12,12
Scott,B23,U.S. Senate,,DEM,Bob Krause,NA,0,0
Scott,B23,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B23,U.S. Senate,,REP,Charles E. Grassley,NA,25,25
Scott,B23,U.S. Senate,,REP,Write-in,NA,1,1
Scott,B23,U.S. House,2,DEM,Dave Loebsack,NA,14,14
Scott,B23,U.S. House,2,DEM,Write-in,NA,1,1
Scott,B23,U.S. House,2,REP,Christopher Peters,NA,24,24
Scott,B23,U.S. House,2,REP,Write-in,NA,0,0
Scott,B23,State House,94,DEM,Write-in,NA,5,5
Scott,B23,State House,94,REP,Gary M. Mohr,NA,25,25
Scott,B23,State House,94,REP,Write-in,NA,0,0
Scott,B31,U.S. Senate,,DEM,Thomas L. Fiegen,NA,4,4
Scott,B31,U.S. Senate,,DEM,Robert M. Hogg,NA,16,16
Scott,B31,U.S. Senate,,DEM,Patty Judge,NA,32,32
Scott,B31,U.S. Senate,,DEM,Bob Krause,NA,2,2
Scott,B31,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B31,U.S. Senate,,REP,Charles E. Grassley,NA,49,49
Scott,B31,U.S. Senate,,REP,Write-in,NA,3,3
Scott,B31,U.S. House,2,DEM,Dave Loebsack,NA,51,51
Scott,B31,U.S. House,2,DEM,Write-in,NA,0,0
Scott,B31,U.S. House,2,REP,Christopher Peters,NA,53,53
Scott,B31,U.S. House,2,REP,Write-in,NA,0,0
Scott,B31,State House,94,DEM,Write-in,NA,4,4
Scott,B31,State House,94,REP,Gary M. Mohr,NA,52,52
Scott,B31,State House,94,REP,Write-in,NA,1,1
Scott,B32,U.S. Senate,,DEM,Thomas L. Fiegen,NA,4,4
Scott,B32,U.S. Senate,,DEM,Robert M. Hogg,NA,26,26
Scott,B32,U.S. Senate,,DEM,Patty Judge,NA,60,60
Scott,B32,U.S. Senate,,DEM,Bob Krause,NA,5,5
Scott,B32,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B32,U.S. Senate,,REP,Charles E. Grassley,NA,102,102
Scott,B32,U.S. Senate,,REP,Write-in,NA,1,1
Scott,B32,U.S. House,2,DEM,Dave Loebsack,NA,90,90
Scott,B32,U.S. House,2,DEM,Write-in,NA,1,1
Scott,B32,U.S. House,2,REP,Christopher Peters,NA,94,94
Scott,B32,U.S. House,2,REP,Write-in,NA,0,0
Scott,B32,State House,94,DEM,Write-in,NA,4,4
Scott,B32,State House,94,REP,Gary M. Mohr,NA,98,98
Scott,B32,State House,94,REP,Write-in,NA,0,0
Scott,B41,U.S. Senate,,DEM,Thomas L. Fiegen,NA,0,0
Scott,B41,U.S. Senate,,DEM,Robert M. Hogg,NA,25,25
Scott,B41,U.S. Senate,,DEM,Patty Judge,NA,39,39
Scott,B41,U.S. Senate,,DEM,Bob Krause,NA,5,5
Scott,B41,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B41,U.S. Senate,,REP,Charles E. Grassley,NA,93,93
Scott,B41,U.S. Senate,,REP,Write-in,NA,4,4
Scott,B41,U.S. House,2,DEM,Dave Loebsack,NA,68,68
Scott,B41,U.S. House,2,DEM,Write-in,NA,0,0
Scott,B41,U.S. House,2,REP,Christopher Peters,NA,84,84
Scott,B41,U.S. House,2,REP,Write-in,NA,0,0
Scott,B41,State House,94,DEM,Write-in,NA,3,3
Scott,B41,State House,94,REP,Gary M. Mohr,NA,89,89
Scott,B41,State House,94,REP,Write-in,NA,1,1
Scott,B42,U.S. Senate,,DEM,Thomas L. Fiegen,NA,8,8
Scott,B42,U.S. Senate,,DEM,Robert M. Hogg,NA,28,28
Scott,B42,U.S. Senate,,DEM,Patty Judge,NA,59,59
Scott,B42,U.S. Senate,,DEM,Bob Krause,NA,3,3
Scott,B42,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B42,U.S. Senate,,REP,Charles E. Grassley,NA,94,94
Scott,B42,U.S. Senate,,REP,Write-in,NA,2,2
Scott,B42,U.S. House,2,DEM,Dave Loebsack,NA,93,93
Scott,B42,U.S. House,2,DEM,Write-in,NA,1,1
Scott,B42,U.S. House,2,REP,Christopher Peters,NA,95,95
Scott,B42,U.S. House,2,REP,Write-in,NA,0,0
Scott,B42,State House,94,DEM,Write-in,NA,5,5
Scott,B42,State House,94,REP,Gary M. Mohr,NA,103,103
Scott,B42,State House,94,REP,Write-in,NA,0,0
Scott,B51,U.S. Senate,,DEM,Thomas L. Fiegen,NA,5,5
Scott,B51,U.S. Senate,,DEM,Robert M. Hogg,NA,11,11
Scott,B51,U.S. Senate,,DEM,Patty Judge,NA,42,42
Scott,B51,U.S. Senate,,DEM,Bob Krause,NA,5,5
Scott,B51,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B51,U.S. Senate,,REP,Charles E. Grassley,NA,104,104
Scott,B51,U.S. Senate,,REP,Write-in,NA,2,2
Scott,B51,U.S. House,2,DEM,Dave Loebsack,NA,62,62
Scott,B51,U.S. House,2,DEM,Write-in,NA,0,0
Scott,B51,U.S. House,2,REP,Christopher Peters,NA,101,101
Scott,B51,U.S. House,2,REP,Write-in,NA,1,1
Scott,B51,State House,94,DEM,Write-in,NA,5,5
Scott,B51,State House,94,REP,Gary M. Mohr,NA,103,103
Scott,B51,State House,94,REP,Write-in,NA,1,1
Scott,B52,U.S. Senate,,DEM,Thomas L. Fiegen,NA,1,1
Scott,B52,U.S. Senate,,DEM,Robert M. Hogg,NA,17,17
Scott,B52,U.S. Senate,,DEM,Patty Judge,NA,31,31
Scott,B52,U.S. Senate,,DEM,Bob Krause,NA,4,4
Scott,B52,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,B52,U.S. Senate,,REP,Charles E. Grassley,NA,139,139
Scott,B52,U.S. Senate,,REP,Write-in,NA,2,2
Scott,B52,U.S. House,2,DEM,Dave Loebsack,NA,50,50
Scott,B52,U.S. House,2,DEM,Write-in,NA,0,0
Scott,B52,U.S. House,2,REP,Christopher Peters,NA,133,133
Scott,B52,U.S. House,2,REP,Write-in,NA,1,1
Scott,B52,State House,94,DEM,Write-in,NA,3,3
Scott,B52,State House,94,REP,Gary M. Mohr,NA,136,136
Scott,B52,State House,94,REP,Write-in,NA,1,1
Scott,BF,U.S. Senate,,DEM,Thomas L. Fiegen,NA,1,1
Scott,BF,U.S. Senate,,DEM,Robert M. Hogg,NA,9,9
Scott,BF,U.S. Senate,,DEM,Patty Judge,NA,15,15
Scott,BF,U.S. Senate,,DEM,Bob Krause,NA,0,0
Scott,BF,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,BF,U.S. Senate,,REP,Charles E. Grassley,NA,5,5
Scott,BF,U.S. Senate,,REP,Write-in,NA,1,1
Scott,BF,U.S. House,2,DEM,Dave Loebsack,NA,23,23
Scott,BF,U.S. House,2,DEM,Write-in,NA,1,1
Scott,BF,U.S. House,2,REP,Christopher Peters,NA,9,9
Scott,BF,U.S. House,2,REP,Write-in,NA,0,0
Scott,BF,State House,90,DEM,Cindy Winckler,NA,24,24
Scott,BF,State House,90,DEM,Write-in,NA,0,0
Scott,BF,State House,90,REP,Write-in,NA,0,0
Scott,BG,U.S. Senate,,DEM,Thomas L. Fiegen,NA,2,2
Scott,BG,U.S. Senate,,DEM,Robert M. Hogg,NA,14,14
Scott,BG,U.S. Senate,,DEM,Patty Judge,NA,36,36
Scott,BG,U.S. Senate,,DEM,Bob Krause,NA,3,3
Scott,BG,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,BG,U.S. Senate,,REP,Charles E. Grassley,NA,110,110
Scott,BG,U.S. Senate,,REP,Write-in,NA,0,0
Scott,BG,U.S. House,2,DEM,Dave Loebsack,NA,58,58
Scott,BG,U.S. House,2,DEM,Write-in,NA,0,0
Scott,BG,U.S. House,2,REP,Christopher Peters,NA,102,102
Scott,BG,U.S. House,2,REP,Write-in,NA,0,0
Scott,BG,State Senate,46,DEM,Chris Brase,NA,53,53
Scott,BG,State Senate,46,DEM,Write-in,NA,0,0
Scott,BG,State Senate,46,REP,Mark S. Lofgren,NA,108,108
Scott,BG,State Senate,46,REP,Write-in,NA,0,0
Scott,BG,State House,92,DEM,Ken Krumwiede,NA,50,50
Scott,BG,State House,92,DEM,Write-in,NA,0,0
Scott,BG,State House,92,REP,Ross C. Paustian,NA,109,109
Scott,BG,State House,92,REP,Write-in,NA,1,1
Scott,BU,U.S. Senate,,DEM,Thomas L. Fiegen,NA,1,1
Scott,BU,U.S. Senate,,DEM,Robert M. Hogg,NA,6,6
Scott,BU,U.S. Senate,,DEM,Patty Judge,NA,25,25
Scott,BU,U.S. Senate,,DEM,Bob Krause,NA,3,3
Scott,BU,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,BU,U.S. Senate,,REP,Charles E. Grassley,NA,82,82
Scott,BU,U.S. Senate,,REP,Write-in,NA,1,1
Scott,BU,U.S. House,2,DEM,Dave Loebsack,NA,38,38
Scott,BU,U.S. House,2,DEM,Write-in,NA,0,0
Scott,BU,U.S. House,2,REP,Christopher Peters,NA,75,75
Scott,BU,U.S. House,2,REP,Write-in,NA,1,1
Scott,BU,State Senate,46,DEM,Chris Brase,NA,35,35
Scott,BU,State Senate,46,DEM,Write-in,NA,0,0
Scott,BU,State Senate,46,REP,Mark S. Lofgren,NA,79,79
Scott,BU,State Senate,46,REP,Write-in,NA,0,0
Scott,BU,State House,92,DEM,Ken Krumwiede,NA,36,36
Scott,BU,State House,92,DEM,Write-in,NA,0,0
Scott,BU,State House,92,REP,Ross C. Paustian,NA,82,82
Scott,BU,State House,92,REP,Write-in,NA,0,0
Scott,D11,U.S. Senate,,DEM,Thomas L. Fiegen,NA,0,0
Scott,D11,U.S. Senate,,DEM,Robert M. Hogg,NA,31,31
Scott,D11,U.S. Senate,,DEM,Patty Judge,NA,45,45
Scott,D11,U.S. Senate,,DEM,Bob Krause,NA,4,4
Scott,D11,U.S. Senate,,DEM,Write-in,NA,1,1
Scott,D11,U.S. Senate,,REP,Charles E. Grassley,NA,71,71
Scott,D11,U.S. Senate,,REP,Write-in,NA,2,2
Scott,D11,U.S. House,2,DEM,Dave Loebsack,NA,80,80
Scott,D11,U.S. House,2,DEM,Write-in,NA,0,0
Scott,D11,U.S. House,2,REP,Christopher Peters,NA,63,63
Scott,D11,U.S. House,2,REP,Write-in,NA,1,1
Scott,D11,State House,89,DEM,Jim Lykam,NA,78,78
Scott,D11,State House,89,DEM,Write-in,NA,1,1
Scott,D11,State House,89,REP,Write-in,NA,6,6
Scott,D12,U.S. Senate,,DEM,Thomas L. Fiegen,NA,6,6
Scott,D12,U.S. Senate,,DEM,Robert M. Hogg,NA,4,4
Scott,D12,U.S. Senate,,DEM,Patty Judge,NA,39,39
Scott,D12,U.S. Senate,,DEM,Bob Krause,NA,8,8
Scott,D12,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D12,U.S. Senate,,REP,Charles E. Grassley,NA,35,35
Scott,D12,U.S. Senate,,REP,Write-in,NA,2,2
Scott,D12,U.S. House,2,DEM,Dave Loebsack,NA,60,60
Scott,D12,U.S. House,2,DEM,Write-in,NA,2,2
Scott,D12,U.S. House,2,REP,Christopher Peters,NA,34,34
Scott,D12,U.S. House,2,REP,Write-in,NA,0,0
Scott,D12,State House,89,DEM,Jim Lykam,NA,61,61
Scott,D12,State House,89,DEM,Write-in,NA,0,0
Scott,D12,State House,89,REP,Write-in,NA,3,3
Scott,D13,U.S. Senate,,DEM,Thomas L. Fiegen,NA,7,7
Scott,D13,U.S. Senate,,DEM,Robert M. Hogg,NA,16,16
Scott,D13,U.S. Senate,,DEM,Patty Judge,NA,40,40
Scott,D13,U.S. Senate,,DEM,Bob Krause,NA,6,6
Scott,D13,U.S. Senate,,DEM,Write-in,NA,1,1
Scott,D13,U.S. Senate,,REP,Charles E. Grassley,NA,38,38
Scott,D13,U.S. Senate,,REP,Write-in,NA,0,0
Scott,D13,U.S. House,2,DEM,Dave Loebsack,NA,70,70
Scott,D13,U.S. House,2,DEM,Write-in,NA,1,1
Scott,D13,U.S. House,2,REP,Christopher Peters,NA,34,34
Scott,D13,U.S. House,2,REP,Write-in,NA,0,0
Scott,D13,State House,90,DEM,Cindy Winckler,NA,69,69
Scott,D13,State House,90,DEM,Write-in,NA,1,1
Scott,D13,State House,90,REP,Write-in,NA,3,3
Scott,D14,U.S. Senate,,DEM,Thomas L. Fiegen,NA,4,4
Scott,D14,U.S. Senate,,DEM,Robert M. Hogg,NA,8,8
Scott,D14,U.S. Senate,,DEM,Patty Judge,NA,26,26
Scott,D14,U.S. Senate,,DEM,Bob Krause,NA,4,4
Scott,D14,U.S. Senate,,DEM,Write-in,NA,1,1
Scott,D14,U.S. Senate,,REP,Charles E. Grassley,NA,27,27
Scott,D14,U.S. Senate,,REP,Write-in,NA,0,0
Scott,D14,U.S. House,2,DEM,Dave Loebsack,NA,42,42
Scott,D14,U.S. House,2,DEM,Write-in,NA,2,2
Scott,D14,U.S. House,2,REP,Christopher Peters,NA,23,23
Scott,D14,U.S. House,2,REP,Write-in,NA,1,1
Scott,D14,State House,90,DEM,Cindy Winckler,NA,44,44
Scott,D14,State House,90,DEM,Write-in,NA,0,0
Scott,D14,State House,90,REP,Write-in,NA,2,2
Scott,D21,U.S. Senate,,DEM,Thomas L. Fiegen,NA,7,7
Scott,D21,U.S. Senate,,DEM,Robert M. Hogg,NA,6,6
Scott,D21,U.S. Senate,,DEM,Patty Judge,NA,34,34
Scott,D21,U.S. Senate,,DEM,Bob Krause,NA,8,8
Scott,D21,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D21,U.S. Senate,,REP,Charles E. Grassley,NA,48,48
Scott,D21,U.S. Senate,,REP,Write-in,NA,0,0
Scott,D21,U.S. House,2,DEM,Dave Loebsack,NA,52,52
Scott,D21,U.S. House,2,DEM,Write-in,NA,0,0
Scott,D21,U.S. House,2,REP,Christopher Peters,NA,45,45
Scott,D21,U.S. House,2,REP,Write-in,NA,0,0
Scott,D21,State Senate,46,DEM,Chris Brase,NA,51,51
Scott,D21,State Senate,46,DEM,Write-in,NA,0,0
Scott,D21,State Senate,46,REP,Mark S. Lofgren,NA,46,46
Scott,D21,State Senate,46,REP,Write-in,NA,0,0
Scott,D21,State House,92,DEM,Ken Krumwiede,NA,50,50
Scott,D21,State House,92,DEM,Write-in,NA,0,0
Scott,D21,State House,92,REP,Ross C. Paustian,NA,46,46
Scott,D21,State House,92,REP,Write-in,NA,0,0
Scott,D22,U.S. Senate,,DEM,Thomas L. Fiegen,NA,0,0
Scott,D22,U.S. Senate,,DEM,Robert M. Hogg,NA,15,15
Scott,D22,U.S. Senate,,DEM,Patty Judge,NA,21,21
Scott,D22,U.S. Senate,,DEM,Bob Krause,NA,5,5
Scott,D22,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D22,U.S. Senate,,REP,Charles E. Grassley,NA,25,25
Scott,D22,U.S. Senate,,REP,Write-in,NA,0,0
Scott,D22,U.S. House,2,DEM,Dave Loebsack,NA,40,40
Scott,D22,U.S. House,2,DEM,Write-in,NA,0,0
Scott,D22,U.S. House,2,REP,Christopher Peters,NA,21,21
Scott,D22,U.S. House,2,REP,Write-in,NA,0,0
Scott,D22,State House,89,DEM,Jim Lykam,NA,41,41
Scott,D22,State House,89,DEM,Write-in,NA,0,0
Scott,D22,State House,89,REP,Write-in,NA,0,0
Scott,D23,U.S. Senate,,DEM,Thomas L. Fiegen,NA,5,5
Scott,D23,U.S. Senate,,DEM,Robert M. Hogg,NA,8,8
Scott,D23,U.S. Senate,,DEM,Patty Judge,NA,23,23
Scott,D23,U.S. Senate,,DEM,Bob Krause,NA,5,5
Scott,D23,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D23,U.S. Senate,,REP,Charles E. Grassley,NA,50,50
Scott,D23,U.S. Senate,,REP,Write-in,NA,1,1
Scott,D23,U.S. House,2,DEM,Dave Loebsack,NA,39,39
Scott,D23,U.S. House,2,DEM,Write-in,NA,0,0
Scott,D23,U.S. House,2,REP,Christopher Peters,NA,47,47
Scott,D23,U.S. House,2,REP,Write-in,NA,0,0
Scott,D23,State House,89,DEM,Jim Lykam,NA,37,37
Scott,D23,State House,89,DEM,Write-in,NA,0,0
Scott,D23,State House,89,REP,Write-in,NA,3,3
Scott,D24,U.S. Senate,,DEM,Thomas L. Fiegen,NA,2,2
Scott,D24,U.S. Senate,,DEM,Robert M. Hogg,NA,14,14
Scott,D24,U.S. Senate,,DEM,Patty Judge,NA,48,48
Scott,D24,U.S. Senate,,DEM,Bob Krause,NA,8,8
Scott,D24,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D24,U.S. Senate,,REP,Charles E. Grassley,NA,51,51
Scott,D24,U.S. Senate,,REP,Write-in,NA,4,4
Scott,D24,U.S. House,2,DEM,Dave Loebsack,NA,68,68
Scott,D24,U.S. House,2,DEM,Write-in,NA,0,0
Scott,D24,U.S. House,2,REP,Christopher Peters,NA,49,49
Scott,D24,U.S. House,2,REP,Write-in,NA,1,1
Scott,D24,State House,89,DEM,Jim Lykam,NA,69,69
Scott,D24,State House,89,DEM,Write-in,NA,0,0
Scott,D24,State House,89,REP,Write-in,NA,7,7
Scott,D31,U.S. Senate,,DEM,Thomas L. Fiegen,NA,1,1
Scott,D31,U.S. Senate,,DEM,Robert M. Hogg,NA,7,7
Scott,D31,U.S. Senate,,DEM,Patty Judge,NA,31,31
Scott,D31,U.S. Senate,,DEM,Bob Krause,NA,9,9
Scott,D31,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D31,U.S. Senate,,REP,Charles E. Grassley,NA,34,34
Scott,D31,U.S. Senate,,REP,Write-in,NA,0,0
Scott,D31,U.S. House,2,DEM,Dave Loebsack,NA,44,44
Scott,D31,U.S. House,2,DEM,Write-in,NA,1,1
Scott,D31,U.S. House,2,REP,Christopher Peters,NA,29,29
Scott,D31,U.S. House,2,REP,Write-in,NA,0,0
Scott,D31,State House,90,DEM,Cindy Winckler,NA,46,46
Scott,D31,State House,90,DEM,Write-in,NA,0,0
Scott,D31,State House,90,REP,Write-in,NA,4,4
Scott,D32,U.S. Senate,,DEM,Thomas L. Fiegen,NA,8,8
Scott,D32,U.S. Senate,,DEM,Robert M. Hogg,NA,8,8
Scott,D32,U.S. Senate,,DEM,Patty Judge,NA,22,22
Scott,D32,U.S. Senate,,DEM,Bob Krause,NA,3,3
Scott,D32,U.S. Senate,,DEM,Write-in,NA,0,0
Scott,D32,U.S. Senate,,REP,Charles E. Grassley,NA,6,6
Scott,D32,U.S. Senate,,REP,Write-in,NA,1,1
Scott,D32,U.S. House,2,DEM,Dave Loebsack,NA,40,40
Scott,D32,U.S. House,2,DEM,Write-in,NA,0,0
Scott,D32,U.S. House,2,REP,Christopher Peters,NA,6,6
Scott,D32,U.S. House,2,REP,Write-in,NA,0,0
Scott,D32,State House,90,DEM,Cindy Winckler,NA,40,40
Scott,D32,State House,90,DEM,Write-in,NA,0,0
Scott,D32,State House,90,REP,Write-in,NA,1,1
Scott,D33,U.S. Senate,,DEM,Thomas L. Fiegen,NA,4,4
Scott,D33,U.S. Senate,,DEM,Robert M. Hogg,NA,6,6
Scott,D33,U.S. Senate,,DEM,Patty Judge,NA,9,9
Scott,D33,U.S. Senate,,DEM,Bob Krause,NA,4,4
