county,precinct,office,district,party,candidate,absentee,election_date,votes
Plymouth,Akron Library,President/Vice President,,Republican,Mitt Romney Paul Ryan,136.0,364.0,500.0
Plymouth,Akron Library,President/Vice President,,Democratic,Barack Obama Joe Biden,130.0,202.0,332.0
Plymouth,Akron Library,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Plymouth,Akron Library,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Plymouth,Akron Library,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,9.0,10.0
Plymouth,Akron Library,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Plymouth,Akron Library,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Plymouth,Akron Library,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Plymouth,Akron Library,President/Vice President,,,Write-In,0.0,1.0,1.0
Plymouth,Akron Library,President/Vice President,,,Under Votes,2.0,2.0,4.0
Plymouth,Akron Library,President/Vice President,,,Over Votes,2.0,0.0,2.0
Plymouth,American Bank,President/Vice President,,Republican,Mitt Romney Paul Ryan,164.0,170.0,334.0
Plymouth,American Bank,President/Vice President,,Democratic,Barack Obama Joe Biden,73.0,47.0,120.0
Plymouth,American Bank,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Plymouth,American Bank,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Plymouth,American Bank,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,1.0,4.0
Plymouth,American Bank,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,1.0,0.0,1.0
Plymouth,American Bank,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,1.0,2.0
Plymouth,American Bank,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Plymouth,American Bank,President/Vice President,,,Write-In,0.0,0.0,0.0
Plymouth,American Bank,President/Vice President,,,Under Votes,2.0,0.0,2.0
Plymouth,American Bank,President/Vice President,,,Over Votes,1.0,0.0,1.0
Plymouth,Brunsville Legion,President/Vice President,,Republican,Mitt Romney Paul Ryan,208.0,335.0,543.0
Plymouth,Brunsville Legion,President/Vice President,,Democratic,Barack Obama Joe Biden,85.0,144.0,229.0
Plymouth,Brunsville Legion,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Plymouth,Brunsville Legion,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,4.0,4.0
Plymouth,Brunsville Legion,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,3.0,5.0
Plymouth,Brunsville Legion,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Plymouth,Brunsville Legion,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Plymouth,Brunsville Legion,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Plymouth,Brunsville Legion,President/Vice President,,,Write-In,1.0,1.0,2.0
Plymouth,Brunsville Legion,President/Vice President,,,Under Votes,1.0,1.0,2.0
Plymouth,Brunsville Legion,President/Vice President,,,Over Votes,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,Republican,Mitt Romney Paul Ryan,152.0,221.0,373.0
Plymouth,Courthouse Annex,President/Vice President,,Democratic,Barack Obama Joe Biden,58.0,50.0,108.0
Plymouth,Courthouse Annex,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Plymouth,Courthouse Annex,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,,Write-In,0.0,0.0,0.0
Plymouth,Courthouse Annex,President/Vice President,,,Under Votes,1.0,0.0,1.0
Plymouth,Courthouse Annex,President/Vice President,,,Over Votes,1.0,0.0,1.0
Plymouth,Hinton Community Center,President/Vice President,,Republican,Mitt Romney Paul Ryan,244.0,555.0,799.0
Plymouth,Hinton Community Center,President/Vice President,,Democratic,Barack Obama Joe Biden,155.0,210.0,365.0
Plymouth,Hinton Community Center,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
Plymouth,Hinton Community Center,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,2.0,3.0
Plymouth,Hinton Community Center,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,4.0,7.0
Plymouth,Hinton Community Center,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Plymouth,Hinton Community Center,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Plymouth,Hinton Community Center,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Plymouth,Hinton Community Center,President/Vice President,,,Write-In,1.0,1.0,2.0
Plymouth,Hinton Community Center,President/Vice President,,,Under Votes,1.0,0.0,1.0
Plymouth,Hinton Community Center,President/Vice President,,,Over Votes,1.0,1.0,2.0
Plymouth,Kingsley Community Center,President/Vice President,,Republican,Mitt Romney Paul Ryan,215.0,465.0,680.0
Plymouth,Kingsley Community Center,President/Vice President,,Democratic,Barack Obama Joe Biden,120.0,183.0,303.0
Plymouth,Kingsley Community Center,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Plymouth,Kingsley Community Center,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,0.0,2.0
Plymouth,Kingsley Community Center,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,5.0,5.0
