county,precinct,office,district,party,candidate,absentee,election_date,votes
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Republican,Mitt Romney Paul Ryan,194.0,357.0,551.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Democratic,Barack Obama Joe Biden,297.0,258.0,555.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,5.0,7.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,,Write-In,0.0,2.0,2.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,,Under Votes,1.0,2.0,3.0
Johnson,BIG GROVE TOWNSHIP,President/Vice President,,,Over Votes,2.0,1.0,3.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Republican,Mitt Romney Paul Ryan,22.0,129.0,151.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Democratic,Barack Obama Joe Biden,86.0,112.0,198.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,1.0,2.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,,Write-In,0.0,0.0,0.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,,Under Votes,0.0,0.0,0.0
Johnson,CEDAR TOWNSHIP,President/Vice President,,,Over Votes,0.0,0.0,0.0
