county,precinct,office,district,party,candidate,absentee,election_date,votes
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Republican,Mitt Romney Paul Ryan,117.0,160.0,277.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Democratic,Barack Obama Joe Biden,206.0,141.0,347.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,1.0,3.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,0.0,1.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,1.0,0.0,1.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,,Write-In,1.0,4.0,5.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,,Under Votes,2.0,3.0,5.0
Winneshiek,PCT 1 - HE/HI/PL,President/Vice President,,,Over Votes,1.0,0.0,1.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Republican,Mitt Romney Paul Ryan,101.0,275.0,376.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Democratic,Barack Obama Joe Biden,172.0,261.0,433.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,3.0,3.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,3.0,3.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,,Write-In,1.0,9.0,10.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,,Under Votes,1.0,3.0,4.0
Winneshiek,PCT 10 - JA/SU/WA,President/Vice President,,,Over Votes,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Republican,Mitt Romney Paul Ryan,24.0,15.0,39.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Democratic,Barack Obama Joe Biden,53.0,17.0,70.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,,Write-In,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,,Under Votes,0.0,0.0,0.0
Winneshiek,PCT 11- Decorah Twp Sup 5,President/Vice President,,,Over Votes,0.0,0.0,0.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Republican,Mitt Romney Paul Ryan,430.0,307.0,737.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Democratic,Barack Obama Joe Biden,621.0,350.0,971.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,3.0,5.0,8.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,6.0,5.0,11.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,,Write-In,2.0,3.0,5.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,,Under Votes,2.0,6.0,8.0
Winneshiek,PCT 2 - FR/GL/DEW3/DETSUP1,President/Vice President,,,Over Votes,5.0,0.0,5.0
Winneshiek,PCT 3 - DEW1/DETSUP2,President/Vice President,,Republican,Mitt Romney Paul Ryan,395.0,240.0,635.0
Winneshiek,PCT 3 - DEW1/DETSUP2,President/Vice President,,Democratic,Barack Obama Joe Biden,573.0,274.0,847.0
Winneshiek,PCT 3 - DEW1/DETSUP2,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,2.0,3.0
Winneshiek,PCT 3 - DEW1/DETSUP2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,3.0,2.0,5.0
Winneshiek,PCT 3 - DEW1/DETSUP2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,11.0,13.0
