county,precinct,office,district,party,candidate,absentee,election_date,votes
Grundy,PRECINCT 1,President/Vice President,,Republican,Mitt Romney Paul Ryan,198.0,375.0,573.0
Grundy,PRECINCT 1,President/Vice President,,Democratic,Barack Obama Joe Biden,173.0,236.0,409.0
Grundy,PRECINCT 1,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Grundy,PRECINCT 1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Grundy,PRECINCT 1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
Grundy,PRECINCT 1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Grundy,PRECINCT 1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Grundy,PRECINCT 1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Grundy,PRECINCT 1,President/Vice President,,,Write-In,1.0,8.0,9.0
Grundy,PRECINCT 1,President/Vice President,,,Under Votes,2.0,0.0,2.0
Grundy,PRECINCT 1,President/Vice President,,,Over Votes,0.0,0.0,0.0
Grundy,PRECINCT 2,President/Vice President,,Republican,Mitt Romney Paul Ryan,125.0,174.0,299.0
Grundy,PRECINCT 2,President/Vice President,,Democratic,Barack Obama Joe Biden,57.0,77.0,134.0
Grundy,PRECINCT 2,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Grundy,PRECINCT 2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Grundy,PRECINCT 2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,2.0,3.0
Grundy,PRECINCT 2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Grundy,PRECINCT 2,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Grundy,PRECINCT 2,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Grundy,PRECINCT 2,President/Vice President,,,Write-In,2.0,2.0,4.0
Grundy,PRECINCT 2,President/Vice President,,,Under Votes,1.0,2.0,3.0
Grundy,PRECINCT 2,President/Vice President,,,Over Votes,0.0,0.0,0.0
Grundy,PRECINCT 3,President/Vice President,,Republican,Mitt Romney Paul Ryan,157.0,462.0,619.0
Grundy,PRECINCT 3,President/Vice President,,Democratic,Barack Obama Joe Biden,88.0,152.0,240.0
Grundy,PRECINCT 3,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,5.0,5.0
Grundy,PRECINCT 3,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Grundy,PRECINCT 3,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,7.0,8.0
Grundy,PRECINCT 3,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Grundy,PRECINCT 3,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Grundy,PRECINCT 3,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Grundy,PRECINCT 3,President/Vice President,,,Write-In,1.0,3.0,4.0
Grundy,PRECINCT 3,President/Vice President,,,Under Votes,0.0,1.0,1.0
Grundy,PRECINCT 3,President/Vice President,,,Over Votes,0.0,1.0,1.0
Grundy,PRECINCT 4,President/Vice President,,Republican,Mitt Romney Paul Ryan,121.0,250.0,371.0
Grundy,PRECINCT 4,President/Vice President,,Democratic,Barack Obama Joe Biden,58.0,81.0,139.0
Grundy,PRECINCT 4,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Grundy,PRECINCT 4,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Grundy,PRECINCT 4,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Grundy,PRECINCT 4,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Grundy,PRECINCT 4,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,4.0,0.0,4.0
Grundy,PRECINCT 4,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Grundy,PRECINCT 4,President/Vice President,,,Write-In,2.0,1.0,3.0
Grundy,PRECINCT 4,President/Vice President,,,Under Votes,0.0,1.0,1.0
Grundy,PRECINCT 4,President/Vice President,,,Over Votes,1.0,1.0,2.0
Grundy,PRECINCT 5,President/Vice President,,Republican,Mitt Romney Paul Ryan,199.0,519.0,718.0
Grundy,PRECINCT 5,President/Vice President,,Democratic,Barack Obama Joe Biden,201.0,388.0,589.0
Grundy,PRECINCT 5,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,2.0,4.0
Grundy,PRECINCT 5,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Grundy,PRECINCT 5,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,2.0,3.0
Grundy,PRECINCT 5,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Grundy,PRECINCT 5,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Grundy,PRECINCT 5,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Grundy,PRECINCT 5,President/Vice President,,,Write-In,3.0,4.0,7.0
Grundy,PRECINCT 5,President/Vice President,,,Under Votes,0.0,1.0,1.0
Grundy,PRECINCT 5,President/Vice President,,,Over Votes,0.0,0.0,0.0
Grundy,PRECINCT 6,President/Vice President,,Republican,Mitt Romney Paul Ryan,199.0,653.0,852.0
Grundy,PRECINCT 6,President/Vice President,,Democratic,Barack Obama Joe Biden,183.0,370.0,553.0
Grundy,PRECINCT 6,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,3.0,5.0
Grundy,PRECINCT 6,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Grundy,PRECINCT 6,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,10.0,11.0
Grundy,PRECINCT 6,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Grundy,PRECINCT 6,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
