county,precinct,office,district,party,candidate,absentee,election_date,votes
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Republican,Mitt Romney Paul Ryan,275.0,276.0,551.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Democratic,Barack Obama Joe Biden,320.0,226.0,546.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,3.0,5.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,4.0,4.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Libertarian,Gary Johnson James P. Gray,7.0,4.0,11.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,,Write-In,7.0,1.0,8.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,,Under Votes,5.0,2.0,7.0
Lee,CENTRAL LEE HIGH SCHOOL-C,President/Vice President,,,Over Votes,0.0,1.0,1.0
Lee,CITY CAR BARN,President/Vice President,,Republican,Mitt Romney Paul Ryan,59.0,125.0,184.0
Lee,CITY CAR BARN,President/Vice President,,Democratic,Barack Obama Joe Biden,266.0,228.0,494.0
Lee,CITY CAR BARN,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Lee,CITY CAR BARN,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Lee,CITY CAR BARN,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,5.0,7.0
Lee,CITY CAR BARN,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,CITY CAR BARN,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,CITY CAR BARN,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,CITY CAR BARN,President/Vice President,,,Write-In,1.0,3.0,4.0
Lee,CITY CAR BARN,President/Vice President,,,Under Votes,1.0,19.0,20.0
Lee,CITY CAR BARN,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Republican,Mitt Romney Paul Ryan,46.0,111.0,157.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Democratic,Barack Obama Joe Biden,249.0,183.0,432.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,0.0,2.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,9.0,11.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,,Write-In,0.0,2.0,2.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,,Under Votes,1.0,0.0,1.0
Lee,EVANGELICAL FREE CHURCH,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lee,FT MADISON CITY HALL,President/Vice President,,Republican,Mitt Romney Paul Ryan,85.0,122.0,207.0
Lee,FT MADISON CITY HALL,President/Vice President,,Democratic,Barack Obama Joe Biden,179.0,146.0,325.0
Lee,FT MADISON CITY HALL,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Lee,FT MADISON CITY HALL,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,3.0,0.0,3.0
Lee,FT MADISON CITY HALL,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,9.0,10.0
Lee,FT MADISON CITY HALL,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,1.0,0.0,1.0
Lee,FT MADISON CITY HALL,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,FT MADISON CITY HALL,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,FT MADISON CITY HALL,President/Vice President,,,Write-In,2.0,3.0,5.0
Lee,FT MADISON CITY HALL,President/Vice President,,,Under Votes,0.0,1.0,1.0
Lee,FT MADISON CITY HALL,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Republican,Mitt Romney Paul Ryan,145.0,166.0,311.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Democratic,Barack Obama Joe Biden,408.0,230.0,638.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,2.0,3.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,6.0,10.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,,Write-In,0.0,4.0,4.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,,Under Votes,9.0,13.0,22.0
Lee,FT MADISON PUBLIC LIBRARY,President/Vice President,,,Over Votes,2.0,0.0,2.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Republican,Mitt Romney Paul Ryan,582.0,295.0,877.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Democratic,Barack Obama Joe Biden,620.0,179.0,799.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,3.0,5.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,,Write-In,15.0,3.0,18.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,,Under Votes,13.0,4.0,17.0
Lee,GRACE BIBLE CHURCH-GB,President/Vice President,,,Over Votes,3.0,0.0,3.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Republican,Mitt Romney Paul Ryan,156.0,225.0,381.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Democratic,Barack Obama Joe Biden,253.0,219.0,472.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Constitution,Virgil Goode James Clymer,3.0,0.0,3.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,6.0,7.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,,Write-In,0.0,6.0,6.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,,Under Votes,2.0,0.0,2.0
Lee,HAWTHORNE SCHOOL,President/Vice President,,,Over Votes,2.0,1.0,3.0
Lee,HERITAGE CENTER A,President/Vice President,,Republican,Mitt Romney Paul Ryan,10.0,44.0,54.0
Lee,HERITAGE CENTER A,President/Vice President,,Democratic,Barack Obama Joe Biden,72.0,81.0,153.0
Lee,HERITAGE CENTER A,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Lee,HERITAGE CENTER A,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Lee,HERITAGE CENTER A,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,2.0,4.0
Lee,HERITAGE CENTER A,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,HERITAGE CENTER A,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lee,HERITAGE CENTER A,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Lee,HERITAGE CENTER A,President/Vice President,,,Write-In,1.0,0.0,1.0
Lee,HERITAGE CENTER A,President/Vice President,,,Under Votes,0.0,0.0,0.0
Lee,HERITAGE CENTER A,President/Vice President,,,Over Votes,0.0,2.0,2.0
Lee,HERITAGE CENTER B,President/Vice President,,Republican,Mitt Romney Paul Ryan,38.0,70.0,108.0
Lee,HERITAGE CENTER B,President/Vice President,,Democratic,Barack Obama Joe Biden,182.0,100.0,282.0
Lee,HERITAGE CENTER B,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Lee,HERITAGE CENTER B,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Lee,HERITAGE CENTER B,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,0.0,0.0
Lee,HERITAGE CENTER B,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lee,HERITAGE CENTER B,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Lee,HERITAGE CENTER B,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lee,HERITAGE CENTER B,President/Vice President,,,Write-In,2.0,8.0,10.0
Lee,HERITAGE CENTER B,President/Vice President,,,Under Votes,3.0,0.0,3.0
Lee,HERITAGE CENTER B,President/Vice President,,,Over Votes,1.0,1.0,2.0
Lee,HILLVIEW VILLAGE,President/Vice President,,Republican,Mitt Romney Paul Ryan,159.0,180.0,339.0
Lee,HILLVIEW VILLAGE,President/Vice President,,Democratic,Barack Obama Joe Biden,470.0,232.0,702.0
