county,precinct,office,district,party,candidate,absentee,election_date,votes
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Republican,Mitt Romney Paul Ryan,146.0,356.0,502.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Democratic,Barack Obama Joe Biden,298.0,359.0,657.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,6.0,10.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,,Write-In,2.0,5.0,7.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,,Under Votes,1.0,2.0,3.0
Jones,ANN-ANAMOSA NORTH/CASS,President/Vice President,,,Over Votes,1.0,1.0,2.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Republican,Mitt Romney Paul Ryan,300.0,373.0,673.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Democratic,Barack Obama Joe Biden,522.0,470.0,992.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Constitution,Virgil Goode James Clymer,5.0,4.0,9.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,4.0,4.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,10.0,12.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,,Write-In,4.0,6.0,10.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,,Under Votes,2.0,2.0,4.0
Jones,ANS-ANAMOSA SOUTH/JACKSON,President/Vice President,,,Over Votes,0.0,0.0,0.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Republican,Mitt Romney Paul Ryan,218.0,414.0,632.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Democratic,Barack Obama Joe Biden,257.0,309.0,566.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,8.0,11.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,,Write-In,0.0,4.0,4.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,,Under Votes,3.0,4.0,7.0
Jones,CGLW-CASTLE GRV/LOV/WAYN,President/Vice President,,,Over Votes,0.0,0.0,0.0
Jones,FV-FAIRVIEW,President/Vice President,,Republican,Mitt Romney Paul Ryan,245.0,325.0,570.0
Jones,FV-FAIRVIEW,President/Vice President,,Democratic,Barack Obama Joe Biden,258.0,279.0,537.0
Jones,FV-FAIRVIEW,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,3.0,4.0
Jones,FV-FAIRVIEW,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,3.0,4.0
Jones,FV-FAIRVIEW,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,1.0,3.0
Jones,FV-FAIRVIEW,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Jones,FV-FAIRVIEW,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Jones,FV-FAIRVIEW,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Jones,FV-FAIRVIEW,President/Vice President,,,Write-In,0.0,1.0,1.0
Jones,FV-FAIRVIEW,President/Vice President,,,Under Votes,4.0,2.0,6.0
Jones,FV-FAIRVIEW,President/Vice President,,,Over Votes,0.0,0.0,0.0
Jones,GF-GREENFIELD,President/Vice President,,Republican,Mitt Romney Paul Ryan,60.0,142.0,202.0
Jones,GF-GREENFIELD,President/Vice President,,Democratic,Barack Obama Joe Biden,58.0,139.0,197.0
Jones,GF-GREENFIELD,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,3.0,3.0
Jones,GF-GREENFIELD,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Jones,GF-GREENFIELD,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,4.0,5.0
Jones,GF-GREENFIELD,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Jones,GF-GREENFIELD,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Jones,GF-GREENFIELD,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Jones,GF-GREENFIELD,President/Vice President,,,Write-In,2.0,1.0,3.0
Jones,GF-GREENFIELD,President/Vice President,,,Under Votes,0.0,0.0,0.0
Jones,GF-GREENFIELD,President/Vice President,,,Over Votes,0.0,1.0,1.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Republican,Mitt Romney Paul Ryan,52.0,134.0,186.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Democratic,Barack Obama Joe Biden,107.0,182.0,289.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Jones,MN1-MONTICELLO 1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Jones,MN1-MONTICELLO 1,President/Vice President,,,Write-In,0.0,3.0,3.0
Jones,MN1-MONTICELLO 1,President/Vice President,,,Under Votes,0.0,1.0,1.0
Jones,MN1-MONTICELLO 1,President/Vice President,,,Over Votes,0.0,1.0,1.0
Jones,MN2-MONTICELLO 2,President/Vice President,,Republican,Mitt Romney Paul Ryan,61.0,157.0,218.0
Jones,MN2-MONTICELLO 2,President/Vice President,,Democratic,Barack Obama Joe Biden,140.0,163.0,303.0
Jones,MN2-MONTICELLO 2,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Jones,MN2-MONTICELLO 2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Jones,MN2-MONTICELLO 2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,7.0,9.0
Jones,MN2-MONTICELLO 2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
