county,precinct,office,district,party,candidate,absentee,election_date,votes
Washington,Ainsworth,President/Vice President,,Republican,Mitt Romney Paul Ryan,206.0,326.0,532.0
Washington,Ainsworth,President/Vice President,,Democratic,Barack Obama Joe Biden,304.0,297.0,601.0
Washington,Ainsworth,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,2.0,3.0
Washington,Ainsworth,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,9.0,1.0,10.0
Washington,Ainsworth,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,6.0,10.0
Washington,Ainsworth,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Washington,Ainsworth,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Washington,Ainsworth,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,1.0,2.0
Washington,Ainsworth,President/Vice President,,,Write-In,4.0,4.0,8.0
Washington,Ainsworth,President/Vice President,,,Under Votes,5.0,1.0,6.0
Washington,Ainsworth,President/Vice President,,,Over Votes,3.0,0.0,3.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Republican,Mitt Romney Paul Ryan,258.0,315.0,573.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Democratic,Barack Obama Joe Biden,239.0,178.0,417.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Constitution,Virgil Goode James Clymer,3.0,2.0,5.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,7.0,0.0,7.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,9.0,11.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,1.0,0.0,1.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Washington,Brighton/Marion/Crawford,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,3.0,0.0,3.0
Washington,Brighton/Marion/Crawford,President/Vice President,,,Write-In,3.0,4.0,7.0
Washington,Brighton/Marion/Crawford,President/Vice President,,,Under Votes,0.0,1.0,1.0
Washington,Brighton/Marion/Crawford,President/Vice President,,,Over Votes,7.0,1.0,8.0
Washington,Kalona,President/Vice President,,Republican,Mitt Romney Paul Ryan,267.0,541.0,808.0
Washington,Kalona,President/Vice President,,Democratic,Barack Obama Joe Biden,266.0,352.0,618.0
Washington,Kalona,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Washington,Kalona,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,4.0,1.0,5.0
Washington,Kalona,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,4.0,4.0
Washington,Kalona,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Washington,Kalona,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Washington,Kalona,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Washington,Kalona,President/Vice President,,,Write-In,1.0,9.0,10.0
Washington,Kalona,President/Vice President,,,Under Votes,1.0,0.0,1.0
Washington,Kalona,President/Vice President,,,Over Votes,7.0,0.0,7.0
Washington,Riverside,President/Vice President,,Republican,Mitt Romney Paul Ryan,55.0,193.0,248.0
Washington,Riverside,President/Vice President,,Democratic,Barack Obama Joe Biden,184.0,336.0,520.0
Washington,Riverside,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Washington,Riverside,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,3.0,0.0,3.0
Washington,Riverside,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,8.0,10.0
Washington,Riverside,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Washington,Riverside,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Washington,Riverside,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Washington,Riverside,President/Vice President,,,Write-In,2.0,3.0,5.0
Washington,Riverside,President/Vice President,,,Under Votes,0.0,4.0,4.0
Washington,Riverside,President/Vice President,,,Over Votes,0.0,0.0,0.0
Washington,Ward Four,President/Vice President,,Republican,Mitt Romney Paul Ryan,228.0,387.0,615.0
Washington,Ward Four,President/Vice President,,Democratic,Barack Obama Joe Biden,360.0,227.0,587.0
Washington,Ward Four,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
Washington,Ward Four,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,14.0,3.0,17.0
Washington,Ward Four,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Washington,Ward Four,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Washington,Ward Four,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Washington,Ward Four,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,2.0,3.0
Washington,Ward Four,President/Vice President,,,Write-In,2.0,6.0,8.0
Washington,Ward Four,President/Vice President,,,Under Votes,1.0,2.0,3.0
Washington,Ward Four,President/Vice President,,,Over Votes,3.0,0.0,3.0
Washington,Ward One,President/Vice President,,Republican,Mitt Romney Paul Ryan,156.0,232.0,388.0
Washington,Ward One,President/Vice President,,Democratic,Barack Obama Joe Biden,251.0,210.0,461.0
Washington,Ward One,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Washington,Ward One,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,12.0,2.0,14.0
Washington,Ward One,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,8.0,12.0
Washington,Ward One,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Washington,Ward One,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Washington,Ward One,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Washington,Ward One,President/Vice President,,,Write-In,5.0,3.0,8.0
Washington,Ward One,President/Vice President,,,Under Votes,2.0,0.0,2.0
Washington,Ward One,President/Vice President,,,Over Votes,4.0,0.0,4.0
Washington,Ward Three City,President/Vice President,,Republican,Mitt Romney Paul Ryan,256.0,297.0,553.0
Washington,Ward Three City,President/Vice President,,Democratic,Barack Obama Joe Biden,297.0,252.0,549.0
Washington,Ward Three City,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,1.0,3.0
Washington,Ward Three City,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,13.0,3.0,16.0
Washington,Ward Three City,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,6.0,10.0
Washington,Ward Three City,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
