county,precinct,office,district,party,candidate,absentee,election_date,votes
Montgomery,Precinct Five - Grant,President/Vice President,,Republican,Mitt Romney Paul Ryan,51.0,136.0,187.0
Montgomery,Precinct Five - Grant,President/Vice President,,Democratic,Barack Obama Joe Biden,24.0,63.0,87.0
Montgomery,Precinct Five - Grant,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Montgomery,Precinct Five - Grant,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Montgomery,Precinct Five - Grant,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,2.0,4.0
Montgomery,Precinct Five - Grant,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Montgomery,Precinct Five - Grant,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Montgomery,Precinct Five - Grant,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Montgomery,Precinct Five - Grant,President/Vice President,,,Write-In,0.0,2.0,2.0
Montgomery,Precinct Five - Grant,President/Vice President,,,Under Votes,0.0,3.0,3.0
Montgomery,Precinct Five - Grant,President/Vice President,,,Over Votes,0.0,0.0,0.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Republican,Mitt Romney Paul Ryan,92.0,212.0,304.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Democratic,Barack Obama Joe Biden,58.0,95.0,153.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Montgomery,Precinct Four - Elliott,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Montgomery,Precinct Four - Elliott,President/Vice President,,,Write-In,0.0,2.0,2.0
Montgomery,Precinct Four - Elliott,President/Vice President,,,Under Votes,1.0,2.0,3.0
Montgomery,Precinct Four - Elliott,President/Vice President,,,Over Votes,0.0,0.0,0.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Republican,Mitt Romney Paul Ryan,168.0,381.0,549.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Democratic,Barack Obama Joe Biden,151.0,212.0,363.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,0.0,2.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,5.0,6.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,2.0,4.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Montgomery,Precinct One - Gold Fair Building,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
