county,precinct,office,district,party,candidate,absentee,election_date,votes
Crawford,Charter Oak,President/Vice President,,Republican,Mitt Romney Paul Ryan,71.0,238.0,309.0
Crawford,Charter Oak,President/Vice President,,Democratic,Barack Obama Joe Biden,54.0,126.0,180.0
Crawford,Charter Oak,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Crawford,Charter Oak,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Crawford,Charter Oak,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,0.0,2.0
Crawford,Charter Oak,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Crawford,Charter Oak,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Crawford,Charter Oak,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Crawford,Charter Oak,President/Vice President,,,Write-In,1.0,2.0,3.0
Crawford,Charter Oak,President/Vice President,,,Under Votes,2.0,5.0,7.0
Crawford,Charter Oak,President/Vice President,,,Over Votes,0.0,1.0,1.0
Crawford,DCAB,President/Vice President,,Republican,Mitt Romney Paul Ryan,88.0,260.0,348.0
Crawford,DCAB,President/Vice President,,Democratic,Barack Obama Joe Biden,77.0,241.0,318.0
Crawford,DCAB,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Crawford,DCAB,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Crawford,DCAB,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,0.0,0.0
Crawford,DCAB,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Crawford,DCAB,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Crawford,DCAB,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Crawford,DCAB,President/Vice President,,,Write-In,0.0,1.0,1.0
Crawford,DCAB,President/Vice President,,,Under Votes,2.0,5.0,7.0
Crawford,DCAB,President/Vice President,,,Over Votes,1.0,0.0,1.0
Crawford,Denison 1st Ward,President/Vice President,,Republican,Mitt Romney Paul Ryan,143.0,237.0,380.0
Crawford,Denison 1st Ward,President/Vice President,,Democratic,Barack Obama Joe Biden,228.0,227.0,455.0
Crawford,Denison 1st Ward,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
