county,precinct,office,district,party,candidate,absentee,election_date,votes
O'brien,Carroll - Floyd,President/Vice President,,Republican,Mitt Romney Paul Ryan,105.0,210.0,315.0
O'brien,Carroll - Floyd,President/Vice President,,Democratic,Barack Obama Joe Biden,26.0,46.0,72.0
O'brien,Carroll - Floyd,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
O'brien,Carroll - Floyd,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
O'brien,Carroll - Floyd,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,0.0,3.0
O'brien,Carroll - Floyd,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
O'brien,Carroll - Floyd,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
O'brien,Carroll - Floyd,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
O'brien,Carroll - Floyd,President/Vice President,,,Write-In,0.0,3.0,3.0
O'brien,Carroll - Floyd,President/Vice President,,,Under Votes,2.0,0.0,2.0
O'brien,Carroll - Floyd,President/Vice President,,,Over Votes,0.0,0.0,0.0
O'brien,Franklin,President/Vice President,,Republican,Mitt Romney Paul Ryan,149.0,524.0,673.0
O'brien,Franklin,President/Vice President,,Democratic,Barack Obama Joe Biden,48.0,122.0,170.0
O'brien,Franklin,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
O'brien,Franklin,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
O'brien,Franklin,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
O'brien,Franklin,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,2.0,2.0
O'brien,Franklin,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
O'brien,Franklin,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
O'brien,Franklin,President/Vice President,,,Write-In,0.0,2.0,2.0
O'brien,Franklin,President/Vice President,,,Under Votes,0.0,2.0,2.0
O'brien,Franklin,President/Vice President,,,Over Votes,0.0,0.0,0.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Republican,Mitt Romney Paul Ryan,213.0,503.0,716.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Democratic,Barack Obama Joe Biden,119.0,269.0,388.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,3.0,3.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,8.0,10.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,2.0,2.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,,Write-In,0.0,5.0,5.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,,Under Votes,1.0,5.0,6.0
O'brien,Hartley - Lincoln - Omega,President/Vice President,,,Over Votes,1.0,0.0,1.0
O'brien,Sheldon 1st Ward,President/Vice President,,Republican,Mitt Romney Paul Ryan,318.0,546.0,864.0
O'brien,Sheldon 1st Ward,President/Vice President,,Democratic,Barack Obama Joe Biden,71.0,106.0,177.0
O'brien,Sheldon 1st Ward,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
O'brien,Sheldon 1st Ward,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
O'brien,Sheldon 1st Ward,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
O'brien,Sheldon 1st Ward,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
O'brien,Sheldon 1st Ward,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
O'brien,Sheldon 1st Ward,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
O'brien,Sheldon 1st Ward,President/Vice President,,,Write-In,0.0,3.0,3.0
O'brien,Sheldon 1st Ward,President/Vice President,,,Under Votes,1.0,2.0,3.0
O'brien,Sheldon 1st Ward,President/Vice President,,,Over Votes,0.0,0.0,0.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Republican,Mitt Romney Paul Ryan,188.0,387.0,575.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Democratic,Barack Obama Joe Biden,72.0,123.0,195.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,3.0,4.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,0.0,1.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
O'brien,Sheldon 2nd Ward,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
O'brien,Sheldon 2nd Ward,President/Vice President,,,Write-In,1.0,2.0,3.0
O'brien,Sheldon 2nd Ward,President/Vice President,,,Under Votes,0.0,0.0,0.0
O'brien,Sheldon 2nd Ward,President/Vice President,,,Over Votes,1.0,0.0,1.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Republican,Mitt Romney Paul Ryan,127.0,368.0,495.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Democratic,Barack Obama Joe Biden,42.0,131.0,173.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,3.0,3.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,2.0,4.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
O'brien,Sheldon 3rd Ward,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
O'brien,Sheldon 3rd Ward,President/Vice President,,,Write-In,1.0,3.0,4.0
O'brien,Sheldon 3rd Ward,President/Vice President,,,Under Votes,0.0,0.0,0.0
O'brien,Sheldon 3rd Ward,President/Vice President,,,Over Votes,0.0,0.0,0.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Republican,Mitt Romney Paul Ryan,184.0,387.0,571.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Democratic,Barack Obama Joe Biden,116.0,200.0,316.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,1.0,3.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,,Write-In,0.0,3.0,3.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,,Under Votes,3.0,5.0,8.0
O'brien,Summit - Center - Dale - Highland,President/Vice President,,,Over Votes,0.0,0.0,0.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Republican,Mitt Romney Paul Ryan,148.0,500.0,648.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Democratic,Barack Obama Joe Biden,61.0,186.0,247.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,4.0,4.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,4.0,5.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
O'brien,Union - Baker- Caledonia,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
O'brien,Union - Baker- Caledonia,President/Vice President,,,Write-In,1.0,6.0,7.0
O'brien,Union - Baker- Caledonia,President/Vice President,,,Under Votes,0.0,0.0,0.0
