county,precinct,office,district,party,candidate,absentee,election_date,votes
Butler,1-GR,President/Vice President,,Republican,Mitt Romney Paul Ryan,166.0,345.0,511.0
Butler,1-GR,President/Vice President,,Democratic,Barack Obama Joe Biden,203.0,332.0,535.0
Butler,1-GR,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,3.0,3.0
Butler,1-GR,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,2.0,4.0
Butler,1-GR,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,5.0,6.0
Butler,1-GR,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Butler,1-GR,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Butler,1-GR,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Butler,1-GR,President/Vice President,,,Write-In,1.0,3.0,4.0
Butler,1-GR,President/Vice President,,,Under Votes,2.0,2.0,4.0
Butler,1-GR,President/Vice President,,,Over Votes,1.0,0.0,1.0
Butler,2-CL,President/Vice President,,Republican,Mitt Romney Paul Ryan,210.0,414.0,624.0
Butler,2-CL,President/Vice President,,Democratic,Barack Obama Joe Biden,224.0,423.0,647.0
Butler,2-CL,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,3.0,5.0
Butler,2-CL,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Butler,2-CL,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
Butler,2-CL,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Butler,2-CL,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Butler,2-CL,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Butler,2-CL,President/Vice President,,,Write-In,0.0,4.0,4.0
Butler,2-CL,President/Vice President,,,Under Votes,2.0,3.0,5.0
Butler,2-CL,President/Vice President,,,Over Votes,1.0,0.0,1.0
Butler,3-DU,President/Vice President,,Republican,Mitt Romney Paul Ryan,145.0,285.0,430.0
Butler,3-DU,President/Vice President,,Democratic,Barack Obama Joe Biden,95.0,153.0,248.0
Butler,3-DU,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Butler,3-DU,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Butler,3-DU,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Butler,3-DU,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Butler,3-DU,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Butler,3-DU,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,2.0,2.0
Butler,3-DU,President/Vice President,,,Write-In,3.0,0.0,3.0
Butler,3-DU,President/Vice President,,,Under Votes,1.0,2.0,3.0
Butler,3-DU,President/Vice President,,,Over Votes,0.0,2.0,2.0
Butler,4-AL,President/Vice President,,Republican,Mitt Romney Paul Ryan,165.0,244.0,409.0
Butler,4-AL,President/Vice President,,Democratic,Barack Obama Joe Biden,103.0,170.0,273.0
Butler,4-AL,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Butler,4-AL,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Butler,4-AL,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,4.0,5.0
Butler,4-AL,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
