county,precinct,office,district,party,candidate,absentee,election_date,votes
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Republican,Mitt Romney Paul Ryan,129.0,227.0,356.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Democratic,Barack Obama Joe Biden,136.0,196.0,332.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,1.0,3.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,,Write-In,1.0,3.0,4.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,,Under Votes,1.0,1.0,2.0
Wapello,Adams/Blakesburg/Polk,President/Vice President,,,Over Votes,0.0,0.0,0.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Republican,Mitt Romney Paul Ryan,109.0,256.0,365.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Democratic,Barack Obama Joe Biden,146.0,217.0,363.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Constitution,Virgil Goode James Clymer,3.0,5.0,8.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,3.0,3.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,,Write-In,0.0,3.0,3.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,,Under Votes,0.0,0.0,0.0
Wapello,Agency/Agency/Pleasant,President/Vice President,,,Over Votes,0.0,0.0,0.0
Wapello,Cass/Chillicothe,President/Vice President,,Republican,Mitt Romney Paul Ryan,10.0,58.0,68.0
Wapello,Cass/Chillicothe,President/Vice President,,Democratic,Barack Obama Joe Biden,10.0,31.0,41.0
Wapello,Cass/Chillicothe,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Wapello,Cass/Chillicothe,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Wapello,Cass/Chillicothe,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Wapello,Cass/Chillicothe,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Wapello,Cass/Chillicothe,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Wapello,Cass/Chillicothe,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,1.0,2.0
Wapello,Cass/Chillicothe,President/Vice President,,,Write-In,0.0,1.0,1.0
Wapello,Cass/Chillicothe,President/Vice President,,,Under Votes,0.0,1.0,1.0
Wapello,Cass/Chillicothe,President/Vice President,,,Over Votes,0.0,1.0,1.0
Wapello,Center Twp,President/Vice President,,Republican,Mitt Romney Paul Ryan,146.0,232.0,378.0
Wapello,Center Twp,President/Vice President,,Democratic,Barack Obama Joe Biden,201.0,159.0,360.0
Wapello,Center Twp,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Wapello,Center Twp,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Wapello,Center Twp,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,5.0,7.0
Wapello,Center Twp,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Wapello,Center Twp,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Wapello,Center Twp,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Wapello,Center Twp,President/Vice President,,,Write-In,0.0,2.0,2.0
