county,precinct,office,district,party,candidate,absentee,election_date,votes
Lucas,Chariton City Hall,President/Vice President,,Republican,Mitt Romney Paul Ryan,200.0,228.0,428.0
Lucas,Chariton City Hall,President/Vice President,,Democratic,Barack Obama Joe Biden,275.0,215.0,490.0
Lucas,Chariton City Hall,President/Vice President,,Constitution,Virgil Goode James Clymer,3.0,1.0,4.0
Lucas,Chariton City Hall,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Lucas,Chariton City Hall,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,4.0,6.0
Lucas,Chariton City Hall,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Lucas,Chariton City Hall,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lucas,Chariton City Hall,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Lucas,Chariton City Hall,President/Vice President,,,Write-In,1.0,8.0,9.0
Lucas,Chariton City Hall,President/Vice President,,,Under Votes,2.0,3.0,5.0
Lucas,Chariton City Hall,President/Vice President,,,Over Votes,5.0,1.0,6.0
Lucas,Chariton Community Center,President/Vice President,,Republican,Mitt Romney Paul Ryan,250.0,249.0,499.0
Lucas,Chariton Community Center,President/Vice President,,Democratic,Barack Obama Joe Biden,278.0,198.0,476.0
Lucas,Chariton Community Center,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Lucas,Chariton Community Center,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Lucas,Chariton Community Center,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Lucas,Chariton Community Center,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lucas,Chariton Community Center,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lucas,Chariton Community Center,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Lucas,Chariton Community Center,President/Vice President,,,Write-In,0.0,1.0,1.0
Lucas,Chariton Community Center,President/Vice President,,,Under Votes,4.0,0.0,4.0
Lucas,Chariton Community Center,President/Vice President,,,Over Votes,1.0,0.0,1.0
Lucas,L.C. Extension Office,President/Vice President,,Republican,Mitt Romney Paul Ryan,107.0,137.0,244.0
Lucas,L.C. Extension Office,President/Vice President,,Democratic,Barack Obama Joe Biden,67.0,87.0,154.0
Lucas,L.C. Extension Office,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Lucas,L.C. Extension Office,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Lucas,L.C. Extension Office,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,2.0,4.0
Lucas,L.C. Extension Office,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lucas,L.C. Extension Office,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lucas,L.C. Extension Office,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Lucas,L.C. Extension Office,President/Vice President,,,Write-In,0.0,0.0,0.0
Lucas,L.C. Extension Office,President/Vice President,,,Under Votes,3.0,1.0,4.0
Lucas,L.C. Extension Office,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lucas,Lucas,President/Vice President,,Republican,Mitt Romney Paul Ryan,106.0,183.0,289.0
Lucas,Lucas,President/Vice President,,Democratic,Barack Obama Joe Biden,94.0,123.0,217.0
Lucas,Lucas,President/Vice President,,Constitution,Virgil Goode James Clymer,3.0,0.0,3.0
Lucas,Lucas,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Lucas,Lucas,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Lucas,Lucas,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lucas,Lucas,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lucas,Lucas,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lucas,Lucas,President/Vice President,,,Write-In,4.0,4.0,8.0
Lucas,Lucas,President/Vice President,,,Under Votes,2.0,2.0,4.0
Lucas,Lucas,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lucas,Pine Oak Marsh,President/Vice President,,Republican,Mitt Romney Paul Ryan,116.0,149.0,265.0
Lucas,Pine Oak Marsh,President/Vice President,,Democratic,Barack Obama Joe Biden,81.0,104.0,185.0
Lucas,Pine Oak Marsh,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Lucas,Pine Oak Marsh,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Lucas,Pine Oak Marsh,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Lucas,Pine Oak Marsh,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lucas,Pine Oak Marsh,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lucas,Pine Oak Marsh,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lucas,Pine Oak Marsh,President/Vice President,,,Write-In,0.0,4.0,4.0
Lucas,Pine Oak Marsh,President/Vice President,,,Under Votes,0.0,4.0,4.0
Lucas,Pine Oak Marsh,President/Vice President,,,Over Votes,2.0,0.0,2.0
Lucas,Russell,President/Vice President,,Republican,Mitt Romney Paul Ryan,72.0,159.0,231.0
Lucas,Russell,President/Vice President,,Democratic,Barack Obama Joe Biden,77.0,150.0,227.0
Lucas,Russell,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,3.0,4.0
Lucas,Russell,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Lucas,Russell,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,0.0,1.0
Lucas,Russell,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lucas,Russell,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Lucas,Russell,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lucas,Russell,President/Vice President,,,Write-In,2.0,3.0,5.0
Lucas,Russell,President/Vice President,,,Under Votes,2.0,1.0,3.0
Lucas,Russell,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lucas,Williamson,President/Vice President,,Republican,Mitt Romney Paul Ryan,124.0,174.0,298.0
Lucas,Williamson,President/Vice President,,Democratic,Barack Obama Joe Biden,126.0,112.0,238.0
Lucas,Williamson,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,3.0,5.0
Lucas,Williamson,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Lucas,Williamson,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,2.0,3.0
Lucas,Williamson,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lucas,Williamson,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lucas,Williamson,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Lucas,Williamson,President/Vice President,,,Write-In,1.0,6.0,7.0
Lucas,Williamson,President/Vice President,,,Under Votes,3.0,4.0,7.0
Lucas,Williamson,President/Vice President,,,Over Votes,1.0,0.0,1.0
Lucas,,President/Vice President,,Republican,Mitt Romney Paul Ryan,975.0,1279.0,2254.0
Lucas,,President/Vice President,,Democratic,Barack Obama Joe Biden,998.0,989.0,1987.0
Lucas,,President/Vice President,,Constitution,Virgil Goode James Clymer,11.0,7.0,18.0
