county,precinct,office,district,party,candidate,absentee,election_date,votes
Mahaska,AD/MN/PG/UN,President/Vice President,,Republican,Mitt Romney Paul Ryan,199.0,199.0,398.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Democratic,Barack Obama Joe Biden,94.0,65.0,159.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,1.0,2.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Mahaska,AD/MN/PG/UN,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,1.0,0.0,1.0
Mahaska,AD/MN/PG/UN,President/Vice President,,,Write-In,4.0,1.0,5.0
Mahaska,AD/MN/PG/UN,President/Vice President,,,Under Votes,0.0,0.0,0.0
Mahaska,AD/MN/PG/UN,President/Vice President,,,Over Votes,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,Republican,Mitt Romney Paul Ryan,265.0,295.0,560.0
Mahaska,BO/ST,President/Vice President,,Democratic,Barack Obama Joe Biden,72.0,57.0,129.0
Mahaska,BO/ST,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,0.0,2.0
Mahaska,BO/ST,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,,Write-In,0.0,0.0,0.0
Mahaska,BO/ST,President/Vice President,,,Under Votes,1.0,1.0,2.0
Mahaska,BO/ST,President/Vice President,,,Over Votes,2.0,0.0,2.0
Mahaska,CE/HA/WO,President/Vice President,,Republican,Mitt Romney Paul Ryan,246.0,336.0,582.0
Mahaska,CE/HA/WO,President/Vice President,,Democratic,Barack Obama Joe Biden,210.0,174.0,384.0
Mahaska,CE/HA/WO,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,4.0,5.0
