county,precinct,office,district,party,candidate,absentee,election_date,votes
Lyon,Doon - P2,President/Vice President,,Republican,Mitt Romney Paul Ryan,294.0,523.0,817.0
Lyon,Doon - P2,President/Vice President,,Democratic,Barack Obama Joe Biden,37.0,45.0,82.0
Lyon,Doon - P2,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Lyon,Doon - P2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Lyon,Doon - P2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,4.0,4.0
Lyon,Doon - P2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lyon,Doon - P2,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lyon,Doon - P2,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lyon,Doon - P2,President/Vice President,,,Write-In,1.0,0.0,1.0
Lyon,Doon - P2,President/Vice President,,,Under Votes,2.0,1.0,3.0
Lyon,Doon - P2,President/Vice President,,,Over Votes,0.0,1.0,1.0
Lyon,George - P1,President/Vice President,,Republican,Mitt Romney Paul Ryan,378.0,678.0,1056.0
Lyon,George - P1,President/Vice President,,Democratic,Barack Obama Joe Biden,78.0,149.0,227.0
Lyon,George - P1,President/Vice President,,Constitution,Virgil Goode James Clymer,3.0,1.0,4.0
Lyon,George - P1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,4.0,4.0
Lyon,George - P1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Lyon,George - P1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lyon,George - P1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Lyon,George - P1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lyon,George - P1,President/Vice President,,,Write-In,0.0,0.0,0.0
Lyon,George - P1,President/Vice President,,,Under Votes,1.0,8.0,9.0
Lyon,George - P1,President/Vice President,,,Over Votes,1.0,2.0,3.0
Lyon,Inwood - P3,President/Vice President,,Republican,Mitt Romney Paul Ryan,153.0,321.0,474.0
Lyon,Inwood - P3,President/Vice President,,Democratic,Barack Obama Joe Biden,57.0,73.0,130.0
Lyon,Inwood - P3,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Lyon,Inwood - P3,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,2.0,4.0
Lyon,Inwood - P3,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,0.0,1.0
Lyon,Inwood - P3,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lyon,Inwood - P3,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lyon,Inwood - P3,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lyon,Inwood - P3,President/Vice President,,,Write-In,1.0,1.0,2.0
Lyon,Inwood - P3,President/Vice President,,,Under Votes,1.0,4.0,5.0
Lyon,Inwood - P3,President/Vice President,,,Over Votes,1.0,0.0,1.0
Lyon,Larchwood - P4,President/Vice President,,Republican,Mitt Romney Paul Ryan,108.0,313.0,421.0
Lyon,Larchwood - P4,President/Vice President,,Democratic,Barack Obama Joe Biden,76.0,205.0,281.0
Lyon,Larchwood - P4,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,7.0,8.0
Lyon,Larchwood - P4,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,3.0,3.0
Lyon,Larchwood - P4,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,8.0,8.0
Lyon,Larchwood - P4,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,1.0,0.0,1.0
Lyon,Larchwood - P4,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lyon,Larchwood - P4,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lyon,Larchwood - P4,President/Vice President,,,Write-In,2.0,4.0,6.0
Lyon,Larchwood - P4,President/Vice President,,,Under Votes,6.0,8.0,14.0
Lyon,Larchwood - P4,President/Vice President,,,Over Votes,0.0,2.0,2.0
Lyon,Lester - P5,President/Vice President,,Republican,Mitt Romney Paul Ryan,114.0,275.0,389.0
Lyon,Lester - P5,President/Vice President,,Democratic,Barack Obama Joe Biden,27.0,49.0,76.0
Lyon,Lester - P5,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Lyon,Lester - P5,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Lyon,Lester - P5,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,1.0,4.0
Lyon,Lester - P5,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lyon,Lester - P5,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lyon,Lester - P5,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Lyon,Lester - P5,President/Vice President,,,Write-In,1.0,1.0,2.0
Lyon,Lester - P5,President/Vice President,,,Under Votes,4.0,1.0,5.0
Lyon,Lester - P5,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lyon,Little Rock - P6,President/Vice President,,Republican,Mitt Romney Paul Ryan,76.0,196.0,272.0
Lyon,Little Rock - P6,President/Vice President,,Democratic,Barack Obama Joe Biden,20.0,66.0,86.0
Lyon,Little Rock - P6,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,0.0,2.0
Lyon,Little Rock - P6,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Lyon,Little Rock - P6,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,3.0,3.0
Lyon,Little Rock - P6,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Lyon,Little Rock - P6,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Lyon,Little Rock - P6,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Lyon,Little Rock - P6,President/Vice President,,,Write-In,0.0,0.0,0.0
Lyon,Little Rock - P6,President/Vice President,,,Under Votes,1.0,4.0,5.0
Lyon,Little Rock - P6,President/Vice President,,,Over Votes,0.0,0.0,0.0
Lyon,Rock Rapids - P7,President/Vice President,,Republican,Mitt Romney Paul Ryan,211.0,399.0,610.0
Lyon,Rock Rapids - P7,President/Vice President,,Democratic,Barack Obama Joe Biden,107.0,143.0,250.0
Lyon,Rock Rapids - P7,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,5.0,5.0
Lyon,Rock Rapids - P7,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
Lyon,Rock Rapids - P7,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,6.0,6.0
Lyon,Rock Rapids - P7,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
