county,precinct,office,district,party,candidate,absentee,election_date,votes
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Republican,Mitt Romney Paul Ryan,181.0,278.0,459.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Democratic,Barack Obama Joe Biden,341.0,325.0,666.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,6.0,2.0,8.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,6.0,8.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,,Write-In,3.0,3.0,6.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,,Under Votes,5.0,3.0,8.0
Clayton,BOARDMAN-HIGHLAND,President/Vice President,,,Over Votes,1.0,0.0,1.0
Clayton,BUENA VISTA,President/Vice President,,Republican,Mitt Romney Paul Ryan,12.0,38.0,50.0
Clayton,BUENA VISTA,President/Vice President,,Democratic,Barack Obama Joe Biden,18.0,95.0,113.0
Clayton,BUENA VISTA,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Clayton,BUENA VISTA,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Clayton,BUENA VISTA,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Clayton,BUENA VISTA,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Clayton,BUENA VISTA,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Clayton,BUENA VISTA,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Clayton,BUENA VISTA,President/Vice President,,,Write-In,1.0,0.0,1.0
Clayton,BUENA VISTA,President/Vice President,,,Under Votes,0.0,0.0,0.0
Clayton,BUENA VISTA,President/Vice President,,,Over Votes,0.0,0.0,0.0
