county,precinct,office,district,party,candidate,absentee,election_date,votes
Shelby,EH-K School,President/Vice President,,Republican,Mitt Romney Paul Ryan,158.0,237.0,395.0
Shelby,EH-K School,President/Vice President,,Democratic,Barack Obama Joe Biden,123.0,112.0,235.0
Shelby,EH-K School,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Shelby,EH-K School,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Shelby,EH-K School,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,7.0,9.0
Shelby,EH-K School,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Shelby,EH-K School,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,EH-K School,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,EH-K School,President/Vice President,,,Write-In,1.0,1.0,2.0
Shelby,EH-K School,President/Vice President,,,Under Votes,4.0,0.0,4.0
Shelby,EH-K School,President/Vice President,,,Over Votes,2.0,0.0,2.0
Shelby,Harlan 1,President/Vice President,,Republican,Mitt Romney Paul Ryan,123.0,165.0,288.0
Shelby,Harlan 1,President/Vice President,,Democratic,Barack Obama Joe Biden,141.0,122.0,263.0
Shelby,Harlan 1,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Shelby,Harlan 1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,2.0,4.0
Shelby,Harlan 1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,7.0,7.0
Shelby,Harlan 1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Shelby,Harlan 1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Harlan 1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,Harlan 1,President/Vice President,,,Write-In,1.0,0.0,1.0
Shelby,Harlan 1,President/Vice President,,,Under Votes,1.0,1.0,2.0
Shelby,Harlan 1,President/Vice President,,,Over Votes,2.0,0.0,2.0
Shelby,Harlan 2,President/Vice President,,Republican,Mitt Romney Paul Ryan,235.0,230.0,465.0
Shelby,Harlan 2,President/Vice President,,Democratic,Barack Obama Joe Biden,136.0,94.0,230.0
Shelby,Harlan 2,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,2.0,3.0
Shelby,Harlan 2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Shelby,Harlan 2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,5.0,6.0
Shelby,Harlan 2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Shelby,Harlan 2,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Harlan 2,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,Harlan 2,President/Vice President,,,Write-In,0.0,3.0,3.0
Shelby,Harlan 2,President/Vice President,,,Under Votes,2.0,2.0,4.0
Shelby,Harlan 2,President/Vice President,,,Over Votes,2.0,0.0,2.0
Shelby,Harlan 3,President/Vice President,,Republican,Mitt Romney Paul Ryan,221.0,207.0,428.0
Shelby,Harlan 3,President/Vice President,,Democratic,Barack Obama Joe Biden,177.0,124.0,301.0
Shelby,Harlan 3,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Shelby,Harlan 3,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Shelby,Harlan 3,President/Vice President,,Libertarian,Gary Johnson James P. Gray,2.0,1.0,3.0
Shelby,Harlan 3,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Shelby,Harlan 3,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Harlan 3,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,Harlan 3,President/Vice President,,,Write-In,0.0,3.0,3.0
Shelby,Harlan 3,President/Vice President,,,Under Votes,6.0,2.0,8.0
Shelby,Harlan 3,President/Vice President,,,Over Votes,2.0,0.0,2.0
Shelby,Harlan 4,President/Vice President,,Republican,Mitt Romney Paul Ryan,143.0,152.0,295.0
Shelby,Harlan 4,President/Vice President,,Democratic,Barack Obama Joe Biden,149.0,112.0,261.0
Shelby,Harlan 4,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Shelby,Harlan 4,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,2.0,3.0
Shelby,Harlan 4,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,9.0,9.0
Shelby,Harlan 4,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Shelby,Harlan 4,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Harlan 4,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Shelby,Harlan 4,President/Vice President,,,Write-In,0.0,1.0,1.0
Shelby,Harlan 4,President/Vice President,,,Under Votes,0.0,2.0,2.0
Shelby,Harlan 4,President/Vice President,,,Over Votes,1.0,0.0,1.0
Shelby,Irwin Community Building,President/Vice President,,Republican,Mitt Romney Paul Ryan,184.0,292.0,476.0
Shelby,Irwin Community Building,President/Vice President,,Democratic,Barack Obama Joe Biden,104.0,104.0,208.0
Shelby,Irwin Community Building,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Shelby,Irwin Community Building,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Shelby,Irwin Community Building,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,2.0,3.0
Shelby,Irwin Community Building,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Shelby,Irwin Community Building,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Irwin Community Building,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,Irwin Community Building,President/Vice President,,,Write-In,0.0,0.0,0.0
Shelby,Irwin Community Building,President/Vice President,,,Under Votes,2.0,5.0,7.0
Shelby,Irwin Community Building,President/Vice President,,,Over Votes,2.0,0.0,2.0
Shelby,Shelby Community Hall,President/Vice President,,Republican,Mitt Romney Paul Ryan,129.0,269.0,398.0
Shelby,Shelby Community Hall,President/Vice President,,Democratic,Barack Obama Joe Biden,77.0,159.0,236.0
Shelby,Shelby Community Hall,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
Shelby,Shelby Community Hall,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Shelby,Shelby Community Hall,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Shelby,Shelby Community Hall,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Shelby,Shelby Community Hall,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Shelby Community Hall,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,Shelby Community Hall,President/Vice President,,,Write-In,0.0,1.0,1.0
Shelby,Shelby Community Hall,President/Vice President,,,Under Votes,1.0,2.0,3.0
Shelby,Shelby Community Hall,President/Vice President,,,Over Votes,0.0,0.0,0.0
Shelby,St. Joseph Hall,President/Vice President,,Republican,Mitt Romney Paul Ryan,301.0,293.0,594.0
Shelby,St. Joseph Hall,President/Vice President,,Democratic,Barack Obama Joe Biden,251.0,182.0,433.0
Shelby,St. Joseph Hall,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,1.0,3.0
Shelby,St. Joseph Hall,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Shelby,St. Joseph Hall,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,7.0,7.0
Shelby,St. Joseph Hall,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Shelby,St. Joseph Hall,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,1.0,2.0
Shelby,St. Joseph Hall,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,St. Joseph Hall,President/Vice President,,,Write-In,1.0,3.0,4.0
Shelby,St. Joseph Hall,President/Vice President,,,Under Votes,9.0,7.0,16.0
Shelby,St. Joseph Hall,President/Vice President,,,Over Votes,1.0,0.0,1.0
Shelby,Therkildsen Center,President/Vice President,,Republican,Mitt Romney Paul Ryan,270.0,302.0,572.0
Shelby,Therkildsen Center,President/Vice President,,Democratic,Barack Obama Joe Biden,166.0,136.0,302.0
Shelby,Therkildsen Center,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Shelby,Therkildsen Center,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Shelby,Therkildsen Center,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,7.0,11.0
Shelby,Therkildsen Center,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Shelby,Therkildsen Center,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Shelby,Therkildsen Center,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Shelby,Therkildsen Center,President/Vice President,,,Write-In,0.0,3.0,3.0
Shelby,Therkildsen Center,President/Vice President,,,Under Votes,4.0,2.0,6.0
Shelby,Therkildsen Center,President/Vice President,,,Over Votes,1.0,0.0,1.0
Shelby,,President/Vice President,,Republican,Mitt Romney Paul Ryan,1764.0,2147.0,3911.0
Shelby,,President/Vice President,,Democratic,Barack Obama Joe Biden,1324.0,1145.0,2469.0
Shelby,,President/Vice President,,Constitution,Virgil Goode James Clymer,4.0,7.0,11.0
Shelby,,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,6.0,6.0,12.0
Shelby,,President/Vice President,,Libertarian,Gary Johnson James P. Gray,10.0,46.0,56.0
Shelby,,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,3.0,3.0
Shelby,,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,1.0,2.0
Shelby,,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Shelby,,President/Vice President,,,Write-In,3.0,15.0,18.0
Shelby,,President/Vice President,,,Under Votes,29.0,23.0,52.0
Shelby,,President/Vice President,,,Over Votes,13.0,0.0,13.0
Shelby,EH-K School,U.S. House of Representatives,4,Republican,Steve King,154.0,224.0,378.0
Shelby,EH-K School,U.S. House of Representatives,4,Democratic,Christie Vilsack,118.0,121.0,239.0
Shelby,EH-K School,U.S. House of Representatives,4,Nominated by Petition,Martin James Monroe,7.0,8.0,15.0
Shelby,EH-K School,U.S. House of Representatives,4,,Write-In,0.0,1.0,1.0
Shelby,EH-K School,U.S. House of Representatives,4,,Under Votes,12.0,4.0,16.0
Shelby,EH-K School,U.S. House of Representatives,4,,Over Votes,0.0,0.0,0.0
Shelby,Harlan 1,U.S. House of Representatives,4,Republican,Steve King,114.0,145.0,259.0
Shelby,Harlan 1,U.S. House of Representatives,4,Democratic,Christie Vilsack,128.0,115.0,243.0
Shelby,Harlan 1,U.S. House of Representatives,4,Nominated by Petition,Martin James Monroe,5.0,20.0,25.0
Shelby,Harlan 1,U.S. House of Representatives,4,,Write-In,0.0,0.0,0.0
Shelby,Harlan 1,U.S. House of Representatives,4,,Under Votes,22.0,17.0,39.0
Shelby,Harlan 1,U.S. House of Representatives,4,,Over Votes,1.0,0.0,1.0
Shelby,Harlan 2,U.S. House of Representatives,4,Republican,Steve King,218.0,213.0,431.0
Shelby,Harlan 2,U.S. House of Representatives,4,Democratic,Christie Vilsack,133.0,113.0,246.0
Shelby,Harlan 2,U.S. House of Representatives,4,Nominated by Petition,Martin James Monroe,6.0,2.0,8.0
Shelby,Harlan 2,U.S. House of Representatives,4,,Write-In,0.0,0.0,0.0
Shelby,Harlan 2,U.S. House of Representatives,4,,Under Votes,20.0,8.0,28.0
Shelby,Harlan 2,U.S. House of Representatives,4,,Over Votes,0.0,0.0,0.0
Shelby,Harlan 3,U.S. House of Representatives,4,Republican,Steve King,196.0,201.0,397.0
Shelby,Harlan 3,U.S. House of Representatives,4,Democratic,Christie Vilsack,193.0,118.0,311.0
Shelby,Harlan 3,U.S. House of Representatives,4,Nominated by Petition,Martin James Monroe,3.0,9.0,12.0
Shelby,Harlan 3,U.S. House of Representatives,4,,Write-In,0.0,0.0,0.0
Shelby,Harlan 3,U.S. House of Representatives,4,,Under Votes,16.0,10.0,26.0
Shelby,Harlan 3,U.S. House of Representatives,4,,Over Votes,0.0,0.0,0.0
Shelby,Harlan 4,U.S. House of Representatives,4,Republican,Steve King,130.0,147.0,277.0
Shelby,Harlan 4,U.S. House of Representatives,4,Democratic,Christie Vilsack,143.0,109.0,252.0
Shelby,Harlan 4,U.S. House of Representatives,4,Nominated by Petition,Martin James Monroe,7.0,9.0,16.0
Shelby,Harlan 4,U.S. House of Representatives,4,,Write-In,0.0,0.0,0.0
Shelby,Harlan 4,U.S. House of Representatives,4,,Under Votes,14.0,15.0,29.0
Shelby,Harlan 4,U.S. House of Representatives,4,,Over Votes,0.0,0.0,0.0
Shelby,Irwin Community Building,U.S. House of Representatives,4,Republican,Steve King,161.0,274.0,435.0
Shelby,Irwin Community Building,U.S. House of Representatives,4,Democratic,Christie Vilsack,110.0,115.0,225.0
