county,precinct,office,district,party,candidate,absentee,election_date,votes
Benton,Belle Plaine 1,President/Vice President,,Republican,Mitt Romney Paul Ryan,61.0,155.0,216.0
Benton,Belle Plaine 1,President/Vice President,,Democratic,Barack Obama Joe Biden,101.0,133.0,234.0
Benton,Belle Plaine 1,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Benton,Belle Plaine 1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Benton,Belle Plaine 1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,2.0,5.0
Benton,Belle Plaine 1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Benton,Belle Plaine 1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Benton,Belle Plaine 1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Benton,Belle Plaine 1,President/Vice President,,,Write-In,1.0,0.0,1.0
Benton,Belle Plaine 1,President/Vice President,,,Under Votes,3.0,1.0,4.0
Benton,Belle Plaine 1,President/Vice President,,,Over Votes,1.0,0.0,1.0
Benton,Belle Plaine 2,President/Vice President,,Republican,Mitt Romney Paul Ryan,34.0,132.0,166.0
Benton,Belle Plaine 2,President/Vice President,,Democratic,Barack Obama Joe Biden,51.0,131.0,182.0
Benton,Belle Plaine 2,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Benton,Belle Plaine 2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Benton,Belle Plaine 2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,0.0,0.0
Benton,Belle Plaine 2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Benton,Belle Plaine 2,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Benton,Belle Plaine 2,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Benton,Belle Plaine 2,President/Vice President,,,Write-In,1.0,4.0,5.0
Benton,Belle Plaine 2,President/Vice President,,,Under Votes,1.0,0.0,1.0
Benton,Belle Plaine 2,President/Vice President,,,Over Votes,0.0,0.0,0.0
Benton,Belle Plaine 3,President/Vice President,,Republican,Mitt Romney Paul Ryan,34.0,118.0,152.0
Benton,Belle Plaine 3,President/Vice President,,Democratic,Barack Obama Joe Biden,82.0,144.0,226.0
Benton,Belle Plaine 3,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
