county,precinct,office,district,party,candidate,absentee,election_date,votes
Hancock,Precinct 1,President/Vice President,,Republican,Mitt Romney Paul Ryan,90.0,274.0,364.0
Hancock,Precinct 1,President/Vice President,,Democratic,Barack Obama Joe Biden,73.0,186.0,259.0
Hancock,Precinct 1,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Hancock,Precinct 1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Hancock,Precinct 1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Hancock,Precinct 1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Hancock,Precinct 1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Hancock,Precinct 1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Hancock,Precinct 1,President/Vice President,,,Write-In,1.0,0.0,1.0
Hancock,Precinct 1,President/Vice President,,,Under Votes,0.0,1.0,1.0
Hancock,Precinct 1,President/Vice President,,,Over Votes,0.0,0.0,0.0
Hancock,Precinct 10,President/Vice President,,Republican,Mitt Romney Paul Ryan,14.0,80.0,94.0
Hancock,Precinct 10,President/Vice President,,Democratic,Barack Obama Joe Biden,15.0,65.0,80.0
Hancock,Precinct 10,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Hancock,Precinct 10,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Hancock,Precinct 10,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,3.0,4.0
Hancock,Precinct 10,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Hancock,Precinct 10,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Hancock,Precinct 10,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Hancock,Precinct 10,President/Vice President,,,Write-In,0.0,1.0,1.0
Hancock,Precinct 10,President/Vice President,,,Under Votes,1.0,1.0,2.0
Hancock,Precinct 10,President/Vice President,,,Over Votes,1.0,0.0,1.0
Hancock,Precinct 2,President/Vice President,,Republican,Mitt Romney Paul Ryan,11.0,75.0,86.0
Hancock,Precinct 2,President/Vice President,,Democratic,Barack Obama Joe Biden,20.0,114.0,134.0
Hancock,Precinct 2,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Hancock,Precinct 2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Hancock,Precinct 2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Hancock,Precinct 2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Hancock,Precinct 2,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Hancock,Precinct 2,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Hancock,Precinct 2,President/Vice President,,,Write-In,0.0,1.0,1.0
Hancock,Precinct 2,President/Vice President,,,Under Votes,0.0,2.0,2.0
Hancock,Precinct 2,President/Vice President,,,Over Votes,0.0,1.0,1.0
Hancock,Precinct 3,President/Vice President,,Republican,Mitt Romney Paul Ryan,17.0,92.0,109.0
Hancock,Precinct 3,President/Vice President,,Democratic,Barack Obama Joe Biden,20.0,72.0,92.0
Hancock,Precinct 3,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Hancock,Precinct 3,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,3.0,3.0
Hancock,Precinct 3,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Hancock,Precinct 3,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Hancock,Precinct 3,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Hancock,Precinct 3,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Hancock,Precinct 3,President/Vice President,,,Write-In,0.0,0.0,0.0
Hancock,Precinct 3,President/Vice President,,,Under Votes,0.0,0.0,0.0
Hancock,Precinct 3,President/Vice President,,,Over Votes,0.0,0.0,0.0
Hancock,Precinct 4,President/Vice President,,Republican,Mitt Romney Paul Ryan,207.0,614.0,821.0
Hancock,Precinct 4,President/Vice President,,Democratic,Barack Obama Joe Biden,189.0,345.0,534.0
Hancock,Precinct 4,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Hancock,Precinct 4,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Hancock,Precinct 4,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,4.0,4.0
Hancock,Precinct 4,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Hancock,Precinct 4,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Hancock,Precinct 4,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Hancock,Precinct 4,President/Vice President,,,Write-In,0.0,2.0,2.0
Hancock,Precinct 4,President/Vice President,,,Under Votes,1.0,5.0,6.0
Hancock,Precinct 4,President/Vice President,,,Over Votes,0.0,0.0,0.0
Hancock,Precinct 5,President/Vice President,,Republican,Mitt Romney Paul Ryan,28.0,95.0,123.0
Hancock,Precinct 5,President/Vice President,,Democratic,Barack Obama Joe Biden,15.0,58.0,73.0
Hancock,Precinct 5,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Hancock,Precinct 5,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Hancock,Precinct 5,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,2.0,3.0
Hancock,Precinct 5,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Hancock,Precinct 5,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Hancock,Precinct 5,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Hancock,Precinct 5,President/Vice President,,,Write-In,0.0,2.0,2.0
Hancock,Precinct 5,President/Vice President,,,Under Votes,0.0,0.0,0.0
Hancock,Precinct 5,President/Vice President,,,Over Votes,0.0,0.0,0.0
Hancock,Precinct 6,President/Vice President,,Republican,Mitt Romney Paul Ryan,295.0,712.0,1007.0
Hancock,Precinct 6,President/Vice President,,Democratic,Barack Obama Joe Biden,286.0,519.0,805.0
Hancock,Precinct 6,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Hancock,Precinct 6,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,3.0,4.0
Hancock,Precinct 6,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,6.0,9.0
Hancock,Precinct 6,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Hancock,Precinct 6,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
