county,precinct,office,district,party,candidate,absentee,election_date,votes
Guthrie,Black Precinct,President/Vice President,,Republican,Mitt Romney Paul Ryan,59.0,151.0,210.0
Guthrie,Black Precinct,President/Vice President,,Democratic,Barack Obama Joe Biden,65.0,142.0,207.0
Guthrie,Black Precinct,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Guthrie,Black Precinct,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
Guthrie,Black Precinct,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,3.0,3.0
Guthrie,Black Precinct,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Guthrie,Black Precinct,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Guthrie,Black Precinct,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Guthrie,Black Precinct,President/Vice President,,,Write-In,2.0,2.0,4.0
Guthrie,Black Precinct,President/Vice President,,,Under Votes,0.0,2.0,2.0
Guthrie,Black Precinct,President/Vice President,,,Over Votes,0.0,0.0,0.0
Guthrie,Blue Precinct,President/Vice President,,Republican,Mitt Romney Paul Ryan,304.0,427.0,731.0
Guthrie,Blue Precinct,President/Vice President,,Democratic,Barack Obama Joe Biden,263.0,273.0,536.0
Guthrie,Blue Precinct,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,2.0,2.0
Guthrie,Blue Precinct,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,2.0,4.0
Guthrie,Blue Precinct,President/Vice President,,Libertarian,Gary Johnson James P. Gray,7.0,5.0,12.0
Guthrie,Blue Precinct,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Guthrie,Blue Precinct,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
Guthrie,Blue Precinct,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,2.0,2.0
Guthrie,Blue Precinct,President/Vice President,,,Write-In,6.0,1.0,7.0
Guthrie,Blue Precinct,President/Vice President,,,Under Votes,5.0,2.0,7.0
Guthrie,Blue Precinct,President/Vice President,,,Over Votes,0.0,1.0,1.0
Guthrie,Brown Precinct,President/Vice President,,Republican,Mitt Romney Paul Ryan,155.0,202.0,357.0
Guthrie,Brown Precinct,President/Vice President,,Democratic,Barack Obama Joe Biden,101.0,66.0,167.0
Guthrie,Brown Precinct,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,0.0,1.0
Guthrie,Brown Precinct,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,0.0,2.0
Guthrie,Brown Precinct,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,6.0,9.0
