county,precinct,office,district,party,candidate,absentee,election_date,votes
Pottawattamie,Avoca,President/Vice President,,Republican,Mitt Romney Paul Ryan,149.0,431.0,580.0
Pottawattamie,Avoca,President/Vice President,,Democratic,Barack Obama Joe Biden,138.0,358.0,496.0
Pottawattamie,Avoca,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,1.0,2.0
Pottawattamie,Avoca,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,0.0,0.0
Pottawattamie,Avoca,President/Vice President,,Libertarian,Gary Johnson James P. Gray,1.0,7.0,8.0
Pottawattamie,Avoca,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Pottawattamie,Avoca,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Pottawattamie,Avoca,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,2.0,0.0,2.0
Pottawattamie,Avoca,President/Vice President,,,Write-In,1.0,2.0,3.0
Pottawattamie,Avoca,President/Vice President,,,Under Votes,3.0,3.0,6.0
Pottawattamie,Avoca,President/Vice President,,,Over Votes,0.0,0.0,0.0
Pottawattamie,Carson,President/Vice President,,Republican,Mitt Romney Paul Ryan,54.0,252.0,306.0
Pottawattamie,Carson,President/Vice President,,Democratic,Barack Obama Joe Biden,62.0,124.0,186.0
Pottawattamie,Carson,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Pottawattamie,Carson,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Pottawattamie,Carson,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Pottawattamie,Carson,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Pottawattamie,Carson,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Pottawattamie,Carson,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
