county,precinct,office,district,party,candidate,absentee,election_date,votes
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Republican,Mitt Romney Paul Ryan,84.0,162.0,246.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Democratic,Barack Obama Joe Biden,96.0,111.0,207.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,1.0,1.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,1.0,1.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,,Write-In,0.0,3.0,3.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,,Under Votes,0.0,2.0,2.0
Monroe,No. 1 - Albia 1st Ward,President/Vice President,,,Over Votes,2.0,0.0,2.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Republican,Mitt Romney Paul Ryan,82.0,124.0,206.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Democratic,Barack Obama Joe Biden,96.0,112.0,208.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,0.0,1.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Monroe,No. 2 - Albia 2nd Ward,President/Vice President,,,Write-In,1.0,1.0,2.0
