county,precinct,office,district,party,candidate,absentee,election_date,votes
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Republican,Mitt Romney Paul Ryan,255.0,497.0,752.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Democratic,Barack Obama Joe Biden,224.0,342.0,566.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Constitution,Virgil Goode James Clymer,2.0,3.0,5.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,2.0,2.0,4.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,7.0,10.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,,Write-In,1.0,1.0,2.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,,Under Votes,1.0,3.0,4.0
Cerro Gordo,CL/Grant/Union Twp Pcts,President/Vice President,,,Over Votes,0.0,1.0,1.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Republican,Mitt Romney Paul Ryan,288.0,571.0,859.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Democratic,Barack Obama Joe Biden,256.0,344.0,600.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Constitution,Virgil Goode James Clymer,1.0,3.0,4.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,2.0,2.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Libertarian,Gary Johnson James P. Gray,3.0,10.0,13.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,2.0,2.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,,Write-In,2.0,4.0,6.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,,Under Votes,2.0,0.0,2.0
Cerro Gordo,Clear Lake Ward 1,President/Vice President,,,Over Votes,2.0,0.0,2.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Republican,Mitt Romney Paul Ryan,277.0,506.0,783.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Democratic,Barack Obama Joe Biden,331.0,438.0,769.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Libertarian,Gary Johnson James P. Gray,4.0,6.0,10.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Cerro Gordo,Clear Lake Ward 2,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,1.0,0.0,1.0
