county,precinct,office,district,party,candidate,absentee,election_date,votes
Buchanan,Aurora,President/Vice President,,Republican,Mitt Romney Paul Ryan,69.0,154.0,223.0
Buchanan,Aurora,President/Vice President,,Democratic,Barack Obama Joe Biden,146.0,195.0,341.0
Buchanan,Aurora,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,0.0,0.0
Buchanan,Aurora,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,0.0,1.0,1.0
Buchanan,Aurora,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,1.0,1.0
Buchanan,Aurora,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,1.0,0.0,1.0
Buchanan,Aurora,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Buchanan,Aurora,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,1.0,1.0
Buchanan,Aurora,President/Vice President,,,Write-In,0.0,0.0,0.0
Buchanan,Aurora,President/Vice President,,,Under Votes,2.0,4.0,6.0
Buchanan,Aurora,President/Vice President,,,Over Votes,0.0,0.0,0.0
Buchanan,Brandon,President/Vice President,,Republican,Mitt Romney Paul Ryan,48.0,135.0,183.0
Buchanan,Brandon,President/Vice President,,Democratic,Barack Obama Joe Biden,51.0,160.0,211.0
Buchanan,Brandon,President/Vice President,,Constitution,Virgil Goode James Clymer,0.0,1.0,1.0
Buchanan,Brandon,President/Vice President,,Iowa Green Party,Jill Stein Cheri Honkala,1.0,1.0,2.0
Buchanan,Brandon,President/Vice President,,Libertarian,Gary Johnson James P. Gray,0.0,2.0,2.0
Buchanan,Brandon,President/Vice President,,Party for Socialism and Liberation,Gloria LaRiva Stefanie Beacham,0.0,0.0,0.0
Buchanan,Brandon,President/Vice President,,Socialist Workers Party,James Harris Alyson Kennedy,0.0,0.0,0.0
Buchanan,Brandon,President/Vice President,,Nominated by Petition,Jerry Litzel Jim Litzel,0.0,0.0,0.0
