county,precinct,office,district,party,candidate,votes,election_day,absentee
Buena Vista,ACFC,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,453,293,160
Buena Vista,ALNE,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,844,518,326
Buena Vista,LKHM,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,482,188,294
Buena Vista,NENP,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,520,300,220
Buena Vista,SMLR,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,948,540,408
Buena Vista,SL01,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,375,135,240
Buena Vista,SL02,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,181,76,105
Buena Vista,SL03,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,541,188,353
Buena Vista,SL04,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,350,145,205
Buena Vista,TRWG,President and Vice President,,REP,Donald J. Trump and Michael R. Pence,362,146,216
Buena Vista,ACFC,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,141,53,88
Buena Vista,ALNE,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,355,127,228
Buena Vista,LKHM,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,215,40,175
Buena Vista,NENP,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,164,60,104
Buena Vista,SMLR,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,299,88,211
Buena Vista,SL01,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,453,131,322
Buena Vista,SL02,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,280,77,203
Buena Vista,SL03,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,439,94,345
Buena Vista,SL04,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,484,132,352
Buena Vista,TRWG,President and Vice President,,DEM,Joseph R. Biden and Kamala D. Harris,131,27,104
Buena Vista,ACFC,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,1,0
Buena Vista,ALNE,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,3,1,2
Buena Vista,LKHM,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,1,0
Buena Vista,NENP,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Buena Vista,SMLR,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,0,1
Buena Vista,SL01,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,4,2,2
Buena Vista,SL02,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,2,1,1
Buena Vista,SL03,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,1,0
Buena Vista,SL04,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,2,0,2
Buena Vista,TRWG,President and Vice President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Buena Vista,ACFC,President and Vice President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Buena Vista,ALNE,President and Vice President,,CON,Don Blankenship and William Alan Mohr,1,1,0
Buena Vista,LKHM,President and Vice President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Buena Vista,NENP,President and Vice President,,CON,Don Blankenship and William Alan Mohr,4,0,4
Buena Vista,SMLR,President and Vice President,,CON,Don Blankenship and William Alan Mohr,2,2,0
Buena Vista,SL01,President and Vice President,,CON,Don Blankenship and William Alan Mohr,3,3,0
Buena Vista,SL02,President and Vice President,,CON,Don Blankenship and William Alan Mohr,1,0,1
Buena Vista,SL03,President and Vice President,,CON,Don Blankenship and William Alan Mohr,2,0,2
Buena Vista,SL04,President and Vice President,,CON,Don Blankenship and William Alan Mohr,2,0,2
Buena Vista,TRWG,President and Vice President,,CON,Don Blankenship and William Alan Mohr,0,0,0
