county,precinct,office,district,party,candidate,votes,election_day,absentee
Audubon,#1- North 1/2,President,,REP,Donald J. Trump and Michael R. Pence,1308,587,721
Audubon,#2- South 1/2,President,,REP,Donald J. Trump and Michael R. Pence,987,513,474
Audubon,#1- North 1/2,President,,DEM,Joseph R. Biden and Kamala D. Harris,541,120,421
Audubon,#2- South 1/2,President,,DEM,Joseph R. Biden and Kamala D. Harris,530,143,387
Audubon,#1- North 1/2,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Audubon,#2- South 1/2,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,0,1
Audubon,#1- North 1/2,President,,CON,Don Blankenship and William Alan Mohr,4,0,4
Audubon,#2- South 1/2,President,,CON,Don Blankenship and William Alan Mohr,1,0,1
Audubon,#1- North 1/2,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Audubon,#2- South 1/2,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Audubon,#1- North 1/2,President,,GRN,Howie Hawkins and Angela Nicole Walker,3,2,1
Audubon,#2- South 1/2,President,,GRN,Howie Hawkins and Angela Nicole Walker,4,3,1
Audubon,#1- North 1/2,President,,LIB,Jo Jorgensen and Jeremy Cohen,21,11,10
Audubon,#2- South 1/2,President,,LIB,Jo Jorgensen and Jeremy Cohen,11,6,5
Audubon,#1- North 1/2,President,,,Brock Pierce and Karla Ballard,2,1,1
Audubon,#2- South 1/2,President,,,Brock Pierce and Karla Ballard,1,1,0
Audubon,#1- North 1/2,President,,,Kanye West and Michelle Tidball,1,1,0
Audubon,#2- South 1/2,President,,,Kanye West and Michelle Tidball,1,1,0
Audubon,#1- North 1/2,President,,,Write-in,2,0,2
Audubon,#2- South 1/2,President,,,Write-in,2,2,0
Audubon,#1- North 1/2,U.S. Senate,,REP,Joni Ernst,1268,562,706
Audubon,#2- South 1/2,U.S. Senate,,REP,Joni Ernst,920,465,455
Audubon,#1- North 1/2,U.S. Senate,,DEM,Theresa Greenfield,548,136,412
Audubon,#2- South 1/2,U.S. Senate,,DEM,Theresa Greenfield,544,159,385
Audubon,#1- North 1/2,U.S. Senate,,LIB,Rick Stewart,35,16,19
Audubon,#2- South 1/2,U.S. Senate,,LIB,Rick Stewart,35,17,18
Audubon,#1- North 1/2,U.S. Senate,,,Suzanne Herzog,9,4,5
Audubon,#2- South 1/2,U.S. Senate,,,Suzanne Herzog,12,7,5
Audubon,#1- North 1/2,U.S. Senate,,,Write-in,1,1,0
Audubon,#2- South 1/2,U.S. Senate,,,Write-in,0,0,0
Audubon,#1- North 1/2,U.S. House,4,REP,Randy Feenstra,1129,490,639
Audubon,#2- South 1/2,U.S. House,4,REP,Randy Feenstra,850,424,426
Audubon,#1- North 1/2,U.S. House,4,DEM,J.D. Scholten,566,153,413
Audubon,#2- South 1/2,U.S. House,4,DEM,J.D. Scholten,568,177,391
Audubon,#1- North 1/2,U.S. House,4,,Write-in,2,0,2
Audubon,#2- South 1/2,U.S. House,4,,Write-in,2,1,1
Audubon,#1- North 1/2,State Senate,6,REP,Craig Steven Williams,1117,480,637
Audubon,#2- South 1/2,State Senate,6,REP,Craig Steven Williams,849,425,424
Audubon,#1- North 1/2,State Senate,6,DEM,C.J. Petersen,470,131,339
Audubon,#2- South 1/2,State Senate,6,DEM,C.J. Petersen,486,140,346
Audubon,#1- North 1/2,State Senate,6,,Write-in,1,1,0
Audubon,#2- South 1/2,State Senate,6,,Write-in,1,1,0
Audubon,#1- North 1/2,State House,12,REP,Brian Best,1293,537,756
Audubon,#2- South 1/2,State House,12,REP,Brian Best,947,456,491
Audubon,#1- North 1/2,State House,12,DEM,Sam Muhr,344,96,248
Audubon,#2- South 1/2,State House,12,DEM,Sam Muhr,378,115,263
Audubon,#1- North 1/2,State House,12,LIB,Blake Johannes,53,21,32
Audubon,#2- South 1/2,State House,12,LIB,Blake Johannes,64,34,30
Audubon,#1- North 1/2,State House,12,,Write-in,0,0,0
Audubon,#2- South 1/2,State House,12,,Write-in,0,0,0
Audubon,#1- North 1/2,County Supervisors,,REP,Todd M. Nelsen,1035,408,627
Audubon,#2- South 1/2,County Supervisors,,REP,Todd M. Nelsen,606,250,356
Audubon,#1- North 1/2,County Supervisors,,REP,Rick Thompson,829,307,522
Audubon,#2- South 1/2,County Supervisors,,REP,Rick Thompson,991,445,546
Audubon,#1- North 1/2,County Supervisors,,,Doug Sorensen,1013,396,617
Audubon,#2- South 1/2,County Supervisors,,,Doug Sorensen,655,252,403
Audubon,#1- North 1/2,County Supervisors,,,Write-in,4,2,2
Audubon,#2- South 1/2,County Supervisors,,,Write-in,6,3,3
Audubon,#1- North 1/2,County Auditor,,REP,Lisa Frederiksen,1621,611,1010
Audubon,#2- South 1/2,County Auditor,,REP,Lisa Frederiksen,1271,538,733
Audubon,#1- North 1/2,County Auditor,,,Write-in,3,1,2
Audubon,#2- South 1/2,County Auditor,,,Write-in,6,3,3
Audubon,#1- North 1/2,County Sheriff,,REP,Todd W. Johnson,1607,615,992
Audubon,#2- South 1/2,County Sheriff,,REP,Todd W. Johnson,1265,541,724
Audubon,#1- North 1/2,County Sheriff,,,Write-in,23,11,12
Audubon,#2- South 1/2,County Sheriff,,,Write-in,35,20,15
