county,precinct,office,district,party,candidate,votes,election_day,absentee
Clayton,BOARDMAN-HIGHLAND,President,,DEM,Joseph R. Biden and Kamala D. Harris,527,105,422
Clayton,BUENA VISTA,President,,DEM,Joseph R. Biden and Kamala D. Harris,76,27,49
Clayton,CASS,President,,DEM,Joseph R. Biden and Kamala D. Harris,291,85,206
Clayton,CLAYTON-GARNAVILLO,President,,DEM,Joseph R. Biden and Kamala D. Harris,211,63,148
Clayton,COX CREEK-SPERRY,President,,DEM,Joseph R. Biden and Kamala D. Harris,151,37,114
Clayton,ELK-MALLORY-VOLGA,President,,DEM,Joseph R. Biden and Kamala D. Harris,151,35,116
Clayton,FARMERSBURG-WAGNER,President,,DEM,Joseph R. Biden and Kamala D. Harris,176,65,111
Clayton,GIARD-LUANA-MONONA,President,,DEM,Joseph R. Biden and Kamala D. Harris,392,140,252
Clayton,GRAND MEADOW,President,,DEM,Joseph R. Biden and Kamala D. Harris,82,24,58
Clayton,JEFFERSON-MILLVILLE,President,,DEM,Joseph R. Biden and Kamala D. Harris,670,184,486
Clayton,LODOMILLO,President,,DEM,Joseph R. Biden and Kamala D. Harris,86,21,65
Clayton,MARION,President,,DEM,Joseph R. Biden and Kamala D. Harris,43,10,33
Clayton,MENDON,President,,DEM,Joseph R. Biden and Kamala D. Harris,433,141,292
Clayton,READ,President,,DEM,Joseph R. Biden and Kamala D. Harris,51,8,43
Clayton,BOARDMAN-HIGHLAND,President,,REP,Donald J. Trump and Michael R. Pence,582,317,265
Clayton,BUENA VISTA,President,,REP,Donald J. Trump and Michael R. Pence,100,67,33
Clayton,CASS,President,,REP,Donald J. Trump and Michael R. Pence,576,422,154
Clayton,CLAYTON-GARNAVILLO,President,,REP,Donald J. Trump and Michael R. Pence,494,313,181
Clayton,COX CREEK-SPERRY,President,,REP,Donald J. Trump and Michael R. Pence,328,222,106
Clayton,ELK-MALLORY-VOLGA,President,,REP,Donald J. Trump and Michael R. Pence,441,300,141
Clayton,FARMERSBURG-WAGNER,President,,REP,Donald J. Trump and Michael R. Pence,352,211,141
Clayton,GIARD-LUANA-MONONA,President,,REP,Donald J. Trump and Michael R. Pence,940,640,300
Clayton,GRAND MEADOW,President,,REP,Donald J. Trump and Michael R. Pence,136,63,73
Clayton,JEFFERSON-MILLVILLE,President,,REP,Donald J. Trump and Michael R. Pence,1084,630,454
Clayton,LODOMILLO,President,,REP,Donald J. Trump and Michael R. Pence,259,168,91
Clayton,MARION,President,,REP,Donald J. Trump and Michael R. Pence,136,72,64
Clayton,MENDON,President,,REP,Donald J. Trump and Michael R. Pence,580,373,207
Clayton,READ,President,,REP,Donald J. Trump and Michael R. Pence,98,47,51
Clayton,BOARDMAN-HIGHLAND,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,BUENA VISTA,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,1,0
Clayton,CASS,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,0,1
Clayton,CLAYTON-GARNAVILLO,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,COX CREEK-SPERRY,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,ELK-MALLORY-VOLGA,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,0,1
Clayton,FARMERSBURG-WAGNER,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,GIARD-LUANA-MONONA,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,GRAND MEADOW,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,0,1
Clayton,JEFFERSON-MILLVILLE,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,1,1,0
Clayton,LODOMILLO,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,MARION,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,MENDON,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,READ,President,,ALL,Roque Rocky De La Fuente and Darcy G. Richardson,0,0,0
Clayton,BOARDMAN-HIGHLAND,President,,CON,Don Blankenship and William Alan Mohr,3,0,3
Clayton,BUENA VISTA,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,CASS,President,,CON,Don Blankenship and William Alan Mohr,2,0,2
Clayton,CLAYTON-GARNAVILLO,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,COX CREEK-SPERRY,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,ELK-MALLORY-VOLGA,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,FARMERSBURG-WAGNER,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,GIARD-LUANA-MONONA,President,,CON,Don Blankenship and William Alan Mohr,1,1,0
Clayton,GRAND MEADOW,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,JEFFERSON-MILLVILLE,President,,CON,Don Blankenship and William Alan Mohr,3,1,2
Clayton,LODOMILLO,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,MARION,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,MENDON,President,,CON,Don Blankenship and William Alan Mohr,0,0,0
Clayton,READ,President,,CON,Don Blankenship and William Alan Mohr,1,0,1
Clayton,BOARDMAN-HIGHLAND,President,,GKH,Ricki Sue King and Dayna R. Chandler,1,1,0
Clayton,BUENA VISTA,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,CASS,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,CLAYTON-GARNAVILLO,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,COX CREEK-SPERRY,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,ELK-MALLORY-VOLGA,President,,GKH,Ricki Sue King and Dayna R. Chandler,1,0,1
Clayton,FARMERSBURG-WAGNER,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,GIARD-LUANA-MONONA,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,GRAND MEADOW,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,JEFFERSON-MILLVILLE,President,,GKH,Ricki Sue King and Dayna R. Chandler,2,1,1
Clayton,LODOMILLO,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,MARION,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,MENDON,President,,GKH,Ricki Sue King and Dayna R. Chandler,1,0,1
Clayton,READ,President,,GKH,Ricki Sue King and Dayna R. Chandler,0,0,0
Clayton,BOARDMAN-HIGHLAND,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,BUENA VISTA,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,CASS,President,,GRN,Howie Hawkins and Angela Nicole Walker,1,0,1
Clayton,CLAYTON-GARNAVILLO,President,,GRN,Howie Hawkins and Angela Nicole Walker,1,1,0
Clayton,COX CREEK-SPERRY,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,ELK-MALLORY-VOLGA,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,FARMERSBURG-WAGNER,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,GIARD-LUANA-MONONA,President,,GRN,Howie Hawkins and Angela Nicole Walker,4,1,3
Clayton,GRAND MEADOW,President,,GRN,Howie Hawkins and Angela Nicole Walker,1,1,0
Clayton,JEFFERSON-MILLVILLE,President,,GRN,Howie Hawkins and Angela Nicole Walker,9,3,6
Clayton,LODOMILLO,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,MARION,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,MENDON,President,,GRN,Howie Hawkins and Angela Nicole Walker,2,0,2
Clayton,READ,President,,GRN,Howie Hawkins and Angela Nicole Walker,0,0,0
Clayton,BOARDMAN-HIGHLAND,President,,LIB,Jo Jorgensen and Jeremy Cohen,11,6,5
Clayton,BUENA VISTA,President,,LIB,Jo Jorgensen and Jeremy Cohen,3,3,0
Clayton,CASS,President,,LIB,Jo Jorgensen and Jeremy Cohen,7,5,2
Clayton,CLAYTON-GARNAVILLO,President,,LIB,Jo Jorgensen and Jeremy Cohen,6,3,3
Clayton,COX CREEK-SPERRY,President,,LIB,Jo Jorgensen and Jeremy Cohen,7,5,2
Clayton,ELK-MALLORY-VOLGA,President,,LIB,Jo Jorgensen and Jeremy Cohen,3,3,0
Clayton,FARMERSBURG-WAGNER,President,,LIB,Jo Jorgensen and Jeremy Cohen,5,4,1
Clayton,GIARD-LUANA-MONONA,President,,LIB,Jo Jorgensen and Jeremy Cohen,10,7,3
Clayton,GRAND MEADOW,President,,LIB,Jo Jorgensen and Jeremy Cohen,1,0,1
Clayton,JEFFERSON-MILLVILLE,President,,LIB,Jo Jorgensen and Jeremy Cohen,15,11,4
Clayton,LODOMILLO,President,,LIB,Jo Jorgensen and Jeremy Cohen,3,3,0
Clayton,MARION,President,,LIB,Jo Jorgensen and Jeremy Cohen,3,2,1
Clayton,MENDON,President,,LIB,Jo Jorgensen and Jeremy Cohen,7,4,3
Clayton,READ,President,,LIB,Jo Jorgensen and Jeremy Cohen,1,1,0
Clayton,BOARDMAN-HIGHLAND,President,,,Brock Pierce and Karla Ballard,1,1,0
Clayton,BUENA VISTA,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,CASS,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,CLAYTON-GARNAVILLO,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,COX CREEK-SPERRY,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,ELK-MALLORY-VOLGA,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,FARMERSBURG-WAGNER,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,GIARD-LUANA-MONONA,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,GRAND MEADOW,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,JEFFERSON-MILLVILLE,President,,,Brock Pierce and Karla Ballard,0,0,0
Clayton,LODOMILLO,President,,,Brock Pierce and Karla Ballard,0,0,0
