county,precinct,office,district,party,candidate,votes,election_day,absentee
Warren,Allen 2,President,,REP,Donald J. Trump and Michael R. Pence,600,425,175
Warren,Allen 3,President,,REP,Donald J. Trump and Michael R. Pence,832,527,305
Warren,Belmont,President,,REP,Donald J. Trump and Michael R. Pence,178,115,63
Warren,Cumming/West Des Moines,President,,REP,Donald J. Trump and Michael R. Pence,298,188,110
Warren,Greenfield 1,President,,REP,Donald J. Trump and Michael R. Pence,567,282,285
Warren,Greenfield 1/ DM85,President,,REP,Donald J. Trump and Michael R. Pence,520,310,210
Warren,Greenfield 1/ DM86,President,,REP,Donald J. Trump and Michael R. Pence,52,29,23
Warren,Greenfield 2/ Lincoln 2,President,,REP,Donald J. Trump and Michael R. Pence,952,450,502
Warren,Indianola 1,President,,REP,Donald J. Trump and Michael R. Pence,500,214,286
Warren,Indianola 2,President,,REP,Donald J. Trump and Michael R. Pence,681,284,397
Warren,Indianola 3,President,,REP,Donald J. Trump and Michael R. Pence,312,168,144
Warren,Indianola 4,President,,REP,Donald J. Trump and Michael R. Pence,879,289,590
Warren,Indianola 5,President,,REP,Donald J. Trump and Michael R. Pence,646,351,295
Warren,Indianola 6,President,,REP,Donald J. Trump and Michael R. Pence,535,240,295
Warren,Indianola 7,President,,REP,Donald J. Trump and Michael R. Pence,906,424,482
Warren,Jackson,President,,REP,Donald J. Trump and Michael R. Pence,408,292,116
Warren,Jefferson,President,,REP,Donald J. Trump and Michael R. Pence,776,490,286
Warren,Liberty,President,,REP,Donald J. Trump and Michael R. Pence,228,147,81
Warren,Lincoln 1,President,,REP,Donald J. Trump and Michael R. Pence,299,146,153
Warren,Norwalk 1,President,,REP,Donald J. Trump and Michael R. Pence,1016,531,485
Warren,Norwalk 2/ Greenfield 1,President,,REP,Donald J. Trump and Michael R. Pence,796,468,328
Warren,Norwalk 3/ Linn,President,,REP,Donald J. Trump and Michael R. Pence,1357,778,579
Warren,Norwalk 4,President,,REP,Donald J. Trump and Michael R. Pence,1174,621,553
Warren,Otter/Milo,President,,REP,Donald J. Trump and Michael R. Pence,719,454,265
Warren,Palmyra,President,,REP,Donald J. Trump and Michael R. Pence,249,171,78
