county,precinct,office,district,party,candidate,absentee,polling,votes
Monroe,No. 1 - Albia First Ward,U.S. Senator,,Rep,Sam Clovis,,,3.0
Monroe,No. 2 - Albia Second Ward,U.S. Senator,,Rep,Sam Clovis,0.0,5.0,5.0
Monroe,No. 3 - Albia Third Ward,U.S. Senator,,Rep,Sam Clovis,1.0,1.0,2.0
Monroe,No. 4 - Albia Fourth Ward,U.S. Senator,,Rep,Sam Clovis,0.0,1.0,1.0
Monroe,No. 5 - Courthouse (PL-GL-TR-MT-UR and MN),U.S. Senator,,Rep,Sam Clovis,1.0,21.0,22.0
Monroe,No. 6- Lovilia Comm Center (LV Cty- BC- CE and UN),U.S. Senator,,Rep,Sam Clovis,2.0,7.0,9.0
Monroe,No. 7 - St. Patrick's Church (ML Cty-FR-JK and WY),U.S. Senator,,Rep,Sam Clovis,1.0,4.0,5.0
Monroe,,U.S. Senator,,Rep,Sam Clovis,,,48.0
Monroe,No. 1 - Albia First Ward,U.S. Senator,,Rep,Joni Ernst,,,24.0
Monroe,No. 2 - Albia Second Ward,U.S. Senator,,Rep,Joni Ernst,1.0,23.0,24.0
Monroe,No. 3 - Albia Third Ward,U.S. Senator,,Rep,Joni Ernst,3.0,21.0,24.0
Monroe,No. 4 - Albia Fourth Ward,U.S. Senator,,Rep,Joni Ernst,2.0,15.0,17.0
Monroe,No. 5 - Courthouse (PL-GL-TR-MT-UR and MN),U.S. Senator,,Rep,Joni Ernst,7.0,83.0,90.0
Monroe,No. 6- Lovilia Comm Center (LV Cty- BC- CE and UN),U.S. Senator,,Rep,Joni Ernst,6.0,30.0,36.0
Monroe,No. 7 - St. Patrick's Church (ML Cty-FR-JK and WY),U.S. Senator,,Rep,Joni Ernst,5.0,17.0,22.0
Monroe,,U.S. Senator,,Rep,Joni Ernst,,,241.0
Monroe,No. 1 - Albia First Ward,U.S. Senator,,Rep,Mark Jacobs,,,5.0
Monroe,No. 2 - Albia Second Ward,U.S. Senator,,Rep,Mark Jacobs,1.0,5.0,6.0
Monroe,No. 3 - Albia Third Ward,U.S. Senator,,Rep,Mark Jacobs,4.0,2.0,6.0
Monroe,No. 4 - Albia Fourth Ward,U.S. Senator,,Rep,Mark Jacobs,1.0,5.0,6.0
Monroe,No. 5 - Courthouse (PL-GL-TR-MT-UR and MN),U.S. Senator,,Rep,Mark Jacobs,4.0,11.0,15.0
Monroe,No. 6- Lovilia Comm Center (LV Cty- BC- CE and UN),U.S. Senator,,Rep,Mark Jacobs,1.0,7.0,8.0
Monroe,No. 7 - St. Patrick's Church (ML Cty-FR-JK and WY),U.S. Senator,,Rep,Mark Jacobs,1.0,3.0,4.0
Monroe,,U.S. Senator,,Rep,Mark Jacobs,,,57.0
Monroe,No. 1 - Albia First Ward,U.S. Senator,,Rep,Scott Schaben,,,0.0
Monroe,No. 2 - Albia Second Ward,U.S. Senator,,Rep,Scott Schaben,0.0,2.0,2.0
Monroe,No. 3 - Albia Third Ward,U.S. Senator,,Rep,Scott Schaben,0.0,1.0,1.0
Monroe,No. 4 - Albia Fourth Ward,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Monroe,No. 5 - Courthouse (PL-GL-TR-MT-UR and MN),U.S. Senator,,Rep,Scott Schaben,0.0,3.0,3.0
Monroe,No. 6- Lovilia Comm Center (LV Cty- BC- CE and UN),U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
