county,precinct,office,district,party,candidate,absentee,polling,votes
Des Moines,DM,U.S. Senator,,Rep,Sam Clovis,,,11.0
Des Moines,FM,U.S. Senator,,Rep,Sam Clovis,,,21.0
Des Moines,HJ,U.S. Senator,,Rep,Sam Clovis,,,9.0
Des Moines,MY,U.S. Senator,,Rep,Sam Clovis,,,5.0
Des Moines,PCT 1T,U.S. Senator,,Rep,Sam Clovis,,,30.0
Des Moines,PCT 2,U.S. Senator,,Rep,Sam Clovis,,,18.0
Des Moines,PCT 3,U.S. Senator,,Rep,Sam Clovis,,,15.0
Des Moines,PCT 4,U.S. Senator,,Rep,Sam Clovis,,,18.0
Des Moines,PCT 5,U.S. Senator,,Rep,Sam Clovis,,,10.0
Des Moines,PCT 6,U.S. Senator,,Rep,Sam Clovis,,,5.0
Des Moines,PCT 7,U.S. Senator,,Rep,Sam Clovis,,,18.0
Des Moines,PCT 8C,U.S. Senator,,Rep,Sam Clovis,,,10.0
Des Moines,PCT 9,U.S. Senator,,Rep,Sam Clovis,,,17.0
Des Moines,PW,U.S. Senator,,Rep,Sam Clovis,,,4.0
Des Moines,UNION,U.S. Senator,,Rep,Sam Clovis,,,6.0
Des Moines,WB,U.S. Senator,,Rep,Sam Clovis,,,19.0
Des Moines,,U.S. Senator,,Rep,Sam Clovis,,,242.0
Des Moines,DM,U.S. Senator,,Rep,Joni Ernst,,,46.0
Des Moines,FM,U.S. Senator,,Rep,Joni Ernst,,,46.0
Des Moines,HJ,U.S. Senator,,Rep,Joni Ernst,,,18.0
Des Moines,MY,U.S. Senator,,Rep,Joni Ernst,,,59.0
Des Moines,PCT 1T,U.S. Senator,,Rep,Joni Ernst,,,64.0
Des Moines,PCT 2,U.S. Senator,,Rep,Joni Ernst,,,32.0
Des Moines,PCT 3,U.S. Senator,,Rep,Joni Ernst,,,37.0
Des Moines,PCT 4,U.S. Senator,,Rep,Joni Ernst,,,26.0
Des Moines,PCT 5,U.S. Senator,,Rep,Joni Ernst,,,37.0
Des Moines,PCT 6,U.S. Senator,,Rep,Joni Ernst,,,6.0
Des Moines,PCT 7,U.S. Senator,,Rep,Joni Ernst,,,31.0
Des Moines,PCT 8C,U.S. Senator,,Rep,Joni Ernst,,,56.0
Des Moines,PCT 9,U.S. Senator,,Rep,Joni Ernst,,,54.0
Des Moines,PW,U.S. Senator,,Rep,Joni Ernst,,,29.0
Des Moines,UNION,U.S. Senator,,Rep,Joni Ernst,,,19.0
Des Moines,WB,U.S. Senator,,Rep,Joni Ernst,,,40.0
Des Moines,,U.S. Senator,,Rep,Joni Ernst,,,637.0
Des Moines,DM,U.S. Senator,,Rep,Mark Jacobs,,,8.0
Des Moines,FM,U.S. Senator,,Rep,Mark Jacobs,,,14.0
Des Moines,HJ,U.S. Senator,,Rep,Mark Jacobs,,,2.0
Des Moines,MY,U.S. Senator,,Rep,Mark Jacobs,,,17.0
Des Moines,PCT 1T,U.S. Senator,,Rep,Mark Jacobs,,,14.0
Des Moines,PCT 2,U.S. Senator,,Rep,Mark Jacobs,,,6.0
Des Moines,PCT 3,U.S. Senator,,Rep,Mark Jacobs,,,14.0
Des Moines,PCT 4,U.S. Senator,,Rep,Mark Jacobs,,,5.0
Des Moines,PCT 5,U.S. Senator,,Rep,Mark Jacobs,,,10.0
Des Moines,PCT 6,U.S. Senator,,Rep,Mark Jacobs,,,5.0
Des Moines,PCT 7,U.S. Senator,,Rep,Mark Jacobs,,,5.0
Des Moines,PCT 8C,U.S. Senator,,Rep,Mark Jacobs,,,13.0
Des Moines,PCT 9,U.S. Senator,,Rep,Mark Jacobs,,,21.0
Des Moines,PW,U.S. Senator,,Rep,Mark Jacobs,,,6.0
Des Moines,UNION,U.S. Senator,,Rep,Mark Jacobs,,,2.0
Des Moines,WB,U.S. Senator,,Rep,Mark Jacobs,,,11.0
Des Moines,,U.S. Senator,,Rep,Mark Jacobs,,,188.0
Des Moines,DM,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,FM,U.S. Senator,,Rep,Scott Schaben,,,3.0
Des Moines,HJ,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,MY,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,PCT 1T,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,PCT 2,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,PCT 3,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,PCT 4,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,PCT 5,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,PCT 6,U.S. Senator,,Rep,Scott Schaben,,,1.0
Des Moines,PCT 7,U.S. Senator,,Rep,Scott Schaben,,,2.0
Des Moines,PCT 8C,U.S. Senator,,Rep,Scott Schaben,,,1.0
Des Moines,PCT 9,U.S. Senator,,Rep,Scott Schaben,,,1.0
Des Moines,PW,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,UNION,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,WB,U.S. Senator,,Rep,Scott Schaben,,,0.0
Des Moines,,U.S. Senator,,Rep,Scott Schaben,,,11.0
Des Moines,DM,U.S. Senator,,Rep,Matt Whitaker,,,6.0
Des Moines,FM,U.S. Senator,,Rep,Matt Whitaker,,,2.0
Des Moines,HJ,U.S. Senator,,Rep,Matt Whitaker,,,7.0
Des Moines,MY,U.S. Senator,,Rep,Matt Whitaker,,,4.0
Des Moines,PCT 1T,U.S. Senator,,Rep,Matt Whitaker,,,7.0
