county,precinct,office,district,party,candidate,absentee,polling,votes
Hancock,Precinct 1,U.S. Senator,,Rep,Sam Clovis,,,17.0
Hancock,Precinct 10,U.S. Senator,,Rep,Sam Clovis,,,6.0
Hancock,Precinct 2,U.S. Senator,,Rep,Sam Clovis,,,3.0
Hancock,Precinct 3,U.S. Senator,,Rep,Sam Clovis,,,7.0
Hancock,Precinct 4,U.S. Senator,,Rep,Sam Clovis,,,56.0
Hancock,Precinct 5,U.S. Senator,,Rep,Sam Clovis,,,6.0
Hancock,Precinct 6,U.S. Senator,,Rep,Sam Clovis,,,43.0
Hancock,Precinct 7,U.S. Senator,,Rep,Sam Clovis,,,38.0
Hancock,Precinct 8,U.S. Senator,,Rep,Sam Clovis,,,7.0
Hancock,Precinct 9,U.S. Senator,,Rep,Sam Clovis,,,21.0
Hancock,,U.S. Senator,,Rep,Sam Clovis,,,226.0
Hancock,Precinct 1,U.S. Senator,,Rep,Joni Ernst,,,27.0
Hancock,Precinct 10,U.S. Senator,,Rep,Joni Ernst,,,13.0
Hancock,Precinct 2,U.S. Senator,,Rep,Joni Ernst,,,13.0
Hancock,Precinct 3,U.S. Senator,,Rep,Joni Ernst,,,14.0
Hancock,Precinct 4,U.S. Senator,,Rep,Joni Ernst,,,63.0
Hancock,Precinct 5,U.S. Senator,,Rep,Joni Ernst,,,8.0
Hancock,Precinct 6,U.S. Senator,,Rep,Joni Ernst,,,96.0
Hancock,Precinct 7,U.S. Senator,,Rep,Joni Ernst,,,31.0
Hancock,Precinct 8,U.S. Senator,,Rep,Joni Ernst,,,17.0
Hancock,Precinct 9,U.S. Senator,,Rep,Joni Ernst,,,38.0
Hancock,,U.S. Senator,,Rep,Joni Ernst,,,355.0
Hancock,Precinct 1,U.S. Senator,,Rep,Mark Jacobs,,,18.0
Hancock,Precinct 10,U.S. Senator,,Rep,Mark Jacobs,,,3.0
Hancock,Precinct 2,U.S. Senator,,Rep,Mark Jacobs,,,5.0
Hancock,Precinct 3,U.S. Senator,,Rep,Mark Jacobs,,,10.0
Hancock,Precinct 4,U.S. Senator,,Rep,Mark Jacobs,,,51.0
