county,precinct,office,district,party,candidate,absentee,polling,votes
Buchanan,Aurora,U.S. Senate,,Rep,Sam Clovis,0.0,3.0,3.0
Buchanan,Brandon,U.S. Senate,,Rep,Sam Clovis,0.0,1.0,1.0
Buchanan,Fairbank,U.S. Senate,,Rep,Sam Clovis,0.0,3.0,3.0
Buchanan,Hazleton,U.S. Senate,,Rep,Sam Clovis,0.0,1.0,1.0
Buchanan,Independence 1st Ward,U.S. Senate,,Rep,Sam Clovis,3.0,4.0,7.0
Buchanan,Independence 2nd Ward,U.S. Senate,,Rep,Sam Clovis,1.0,5.0,6.0
Buchanan,Independence 3rd Ward,U.S. Senate,,Rep,Sam Clovis,1.0,7.0,8.0
Buchanan,Independence 4th Ward,U.S. Senate,,Rep,Sam Clovis,0.0,3.0,3.0
Buchanan,Independence 5th Ward,U.S. Senate,,Rep,Sam Clovis,2.0,5.0,7.0
Buchanan,Jesup,U.S. Senate,,Rep,Sam Clovis,0.0,4.0,4.0
Buchanan,Middlefield-Newton,U.S. Senate,,Rep,Sam Clovis,0.0,4.0,4.0
Buchanan,Perry-Westburg,U.S. Senate,,Rep,Sam Clovis,1.0,0.0,1.0
Buchanan,Quasqueton,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Buchanan,Rowley,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Buchanan,Winthrop,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Buchanan,,U.S. Senate,,Rep,Sam Clovis,,,63.0
Buchanan,Aurora,U.S. Senate,,Rep,Joni Ernst,1.0,28.0,29.0
Buchanan,Brandon,U.S. Senate,,Rep,Joni Ernst,0.0,28.0,28.0
Buchanan,Fairbank,U.S. Senate,,Rep,Joni Ernst,2.0,20.0,22.0
Buchanan,Hazleton,U.S. Senate,,Rep,Joni Ernst,0.0,20.0,20.0
Buchanan,Independence 1st Ward,U.S. Senate,,Rep,Joni Ernst,10.0,65.0,75.0
Buchanan,Independence 2nd Ward,U.S. Senate,,Rep,Joni Ernst,12.0,19.0,31.0
Buchanan,Independence 3rd Ward,U.S. Senate,,Rep,Joni Ernst,9.0,58.0,67.0
Buchanan,Independence 4th Ward,U.S. Senate,,Rep,Joni Ernst,2.0,23.0,25.0
Buchanan,Independence 5th Ward,U.S. Senate,,Rep,Joni Ernst,2.0,20.0,22.0
Buchanan,Jesup,U.S. Senate,,Rep,Joni Ernst,3.0,46.0,49.0
Buchanan,Middlefield-Newton,U.S. Senate,,Rep,Joni Ernst,1.0,17.0,18.0
Buchanan,Perry-Westburg,U.S. Senate,,Rep,Joni Ernst,2.0,34.0,36.0
Buchanan,Quasqueton,U.S. Senate,,Rep,Joni Ernst,4.0,44.0,48.0
Buchanan,Rowley,U.S. Senate,,Rep,Joni Ernst,3.0,40.0,43.0
Buchanan,Winthrop,U.S. Senate,,Rep,Joni Ernst,4.0,32.0,36.0
Buchanan,,U.S. Senate,,Rep,Joni Ernst,,,549.0
Buchanan,Aurora,U.S. Senate,,Rep,Mark Jacobs,1.0,6.0,7.0
Buchanan,Brandon,U.S. Senate,,Rep,Mark Jacobs,0.0,4.0,4.0
Buchanan,Fairbank,U.S. Senate,,Rep,Mark Jacobs,0.0,3.0,3.0
Buchanan,Hazleton,U.S. Senate,,Rep,Mark Jacobs,0.0,8.0,8.0
Buchanan,Independence 1st Ward,U.S. Senate,,Rep,Mark Jacobs,10.0,32.0,42.0
Buchanan,Independence 2nd Ward,U.S. Senate,,Rep,Mark Jacobs,4.0,14.0,18.0
Buchanan,Independence 3rd Ward,U.S. Senate,,Rep,Mark Jacobs,8.0,25.0,33.0
Buchanan,Independence 4th Ward,U.S. Senate,,Rep,Mark Jacobs,1.0,12.0,13.0
Buchanan,Independence 5th Ward,U.S. Senate,,Rep,Mark Jacobs,0.0,9.0,9.0
Buchanan,Jesup,U.S. Senate,,Rep,Mark Jacobs,1.0,19.0,20.0
Buchanan,Middlefield-Newton,U.S. Senate,,Rep,Mark Jacobs,2.0,4.0,6.0
Buchanan,Perry-Westburg,U.S. Senate,,Rep,Mark Jacobs,0.0,6.0,6.0
Buchanan,Quasqueton,U.S. Senate,,Rep,Mark Jacobs,1.0,14.0,15.0
Buchanan,Rowley,U.S. Senate,,Rep,Mark Jacobs,2.0,10.0,12.0
Buchanan,Winthrop,U.S. Senate,,Rep,Mark Jacobs,1.0,11.0,12.0
Buchanan,,U.S. Senate,,Rep,Mark Jacobs,,,208.0
Buchanan,Aurora,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Brandon,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Fairbank,U.S. Senate,,Rep,Scott Schaben,2.0,0.0,2.0
Buchanan,Hazleton,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Buchanan,Independence 1st Ward,U.S. Senate,,Rep,Scott Schaben,2.0,0.0,2.0
Buchanan,Independence 2nd Ward,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Independence 3rd Ward,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Independence 4th Ward,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Buchanan,Independence 5th Ward,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Jesup,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Middlefield-Newton,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Perry-Westburg,U.S. Senate,,Rep,Scott Schaben,1.0,0.0,1.0
Buchanan,Quasqueton,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Rowley,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Buchanan,Winthrop,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Buchanan,,U.S. Senate,,Rep,Scott Schaben,,,8.0
Buchanan,Aurora,U.S. Senate,,Rep,Matt Whitaker,2.0,1.0,3.0
Buchanan,Brandon,U.S. Senate,,Rep,Matt Whitaker,0.0,0.0,0.0
