county,precinct,office,district,party,candidate,absentee,polling,votes
Cass,Atlantic 1,U.S. Senate,,Rep,Sam Clovis,,,5.0
Cass,Atlantic 2,U.S. Senate,,Rep,Sam Clovis,0.0,4.0,4.0
Cass,Atlantic 3,U.S. Senate,,Rep,Sam Clovis,2.0,14.0,16.0
Cass,Atlantic 4,U.S. Senate,,Rep,Sam Clovis,1.0,14.0,15.0
Cass,Atlantic 5,U.S. Senate,,Rep,Sam Clovis,7.0,8.0,15.0
Cass,Bear Grove- Cass Twp/Lewis,U.S. Senate,,Rep,Sam Clovis,1.0,10.0,11.0
Cass,Benton- Franklin Twp/Wiota,U.S. Senate,,Rep,Sam Clovis,0.0,6.0,6.0
Cass,Brighton- Grove- Pymosa- Washington TWP/Marne,U.S. Senate,,Rep,Sam Clovis,5.0,9.0,14.0
Cass,Edna- Victoria TWP,U.S. Senate,,Rep,Sam Clovis,0.0,2.0,2.0
Cass,Grant- Lincoln TWP/Anita,U.S. Senate,,Rep,Sam Clovis,0.0,8.0,8.0
Cass,Massena TWP/ Massena City,U.S. Senate,,Rep,Sam Clovis,0.0,7.0,7.0
Cass,Noble- Pleasant TWP/ Griswold,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Cass,Union TWP/Cumberland,U.S. Senate,,Rep,Sam Clovis,0.0,7.0,7.0
Cass,,U.S. Senate,,Rep,Sam Clovis,,,116.0
Cass,Atlantic 1,U.S. Senate,,Rep,Joni Ernst,,,46.0
Cass,Atlantic 2,U.S. Senate,,Rep,Joni Ernst,7.0,53.0,60.0
Cass,Atlantic 3,U.S. Senate,,Rep,Joni Ernst,12.0,128.0,140.0
Cass,Atlantic 4,U.S. Senate,,Rep,Joni Ernst,20.0,108.0,128.0
Cass,Atlantic 5,U.S. Senate,,Rep,Joni Ernst,13.0,129.0,142.0
Cass,Bear Grove- Cass Twp/Lewis,U.S. Senate,,Rep,Joni Ernst,3.0,70.0,73.0
Cass,Benton- Franklin Twp/Wiota,U.S. Senate,,Rep,Joni Ernst,10.0,31.0,41.0
Cass,Brighton- Grove- Pymosa- Washington TWP/Marne,U.S. Senate,,Rep,Joni Ernst,16.0,109.0,125.0
Cass,Edna- Victoria TWP,U.S. Senate,,Rep,Joni Ernst,0.0,11.0,11.0
Cass,Grant- Lincoln TWP/Anita,U.S. Senate,,Rep,Joni Ernst,7.0,94.0,101.0
Cass,Massena TWP/ Massena City,U.S. Senate,,Rep,Joni Ernst,2.0,52.0,54.0
Cass,Noble- Pleasant TWP/ Griswold,U.S. Senate,,Rep,Joni Ernst,6.0,135.0,141.0
Cass,Union TWP/Cumberland,U.S. Senate,,Rep,Joni Ernst,1.0,37.0,38.0
Cass,,U.S. Senate,,Rep,Joni Ernst,,,1107.0
Cass,Atlantic 1,U.S. Senate,,Rep,Mark Jacobs,,,7.0
Cass,Atlantic 2,U.S. Senate,,Rep,Mark Jacobs,5.0,17.0,22.0
Cass,Atlantic 3,U.S. Senate,,Rep,Mark Jacobs,11.0,35.0,46.0
Cass,Atlantic 4,U.S. Senate,,Rep,Mark Jacobs,7.0,30.0,37.0
Cass,Atlantic 5,U.S. Senate,,Rep,Mark Jacobs,8.0,33.0,41.0
Cass,Bear Grove- Cass Twp/Lewis,U.S. Senate,,Rep,Mark Jacobs,2.0,12.0,14.0
Cass,Benton- Franklin Twp/Wiota,U.S. Senate,,Rep,Mark Jacobs,0.0,8.0,8.0
Cass,Brighton- Grove- Pymosa- Washington TWP/Marne,U.S. Senate,,Rep,Mark Jacobs,15.0,15.0,30.0
Cass,Edna- Victoria TWP,U.S. Senate,,Rep,Mark Jacobs,0.0,1.0,1.0
Cass,Grant- Lincoln TWP/Anita,U.S. Senate,,Rep,Mark Jacobs,4.0,15.0,19.0
Cass,Massena TWP/ Massena City,U.S. Senate,,Rep,Mark Jacobs,0.0,4.0,4.0
Cass,Noble- Pleasant TWP/ Griswold,U.S. Senate,,Rep,Mark Jacobs,0.0,10.0,10.0
Cass,Union TWP/Cumberland,U.S. Senate,,Rep,Mark Jacobs,0.0,2.0,2.0
Cass,,U.S. Senate,,Rep,Mark Jacobs,,,248.0
Cass,Atlantic 1,U.S. Senate,,Rep,Scott Schaben,,,1.0
Cass,Atlantic 2,U.S. Senate,,Rep,Scott Schaben,1.0,3.0,4.0
Cass,Atlantic 3,U.S. Senate,,Rep,Scott Schaben,1.0,6.0,7.0
Cass,Atlantic 4,U.S. Senate,,Rep,Scott Schaben,1.0,11.0,12.0
Cass,Atlantic 5,U.S. Senate,,Rep,Scott Schaben,6.0,7.0,13.0
Cass,Bear Grove- Cass Twp/Lewis,U.S. Senate,,Rep,Scott Schaben,0.0,3.0,3.0
Cass,Benton- Franklin Twp/Wiota,U.S. Senate,,Rep,Scott Schaben,0.0,3.0,3.0
Cass,Brighton- Grove- Pymosa- Washington TWP/Marne,U.S. Senate,,Rep,Scott Schaben,4.0,11.0,15.0
Cass,Edna- Victoria TWP,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Cass,Grant- Lincoln TWP/Anita,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Cass,Massena TWP/ Massena City,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Cass,Noble- Pleasant TWP/ Griswold,U.S. Senate,,Rep,Scott Schaben,0.0,3.0,3.0
Cass,Union TWP/Cumberland,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Cass,,U.S. Senate,,Rep,Scott Schaben,,,65.0
Cass,Atlantic 1,U.S. Senate,,Rep,Matt Whitaker,,,12.0
Cass,Atlantic 2,U.S. Senate,,Rep,Matt Whitaker,0.0,11.0,11.0
Cass,Atlantic 3,U.S. Senate,,Rep,Matt Whitaker,5.0,13.0,18.0
Cass,Atlantic 4,U.S. Senate,,Rep,Matt Whitaker,5.0,15.0,20.0
Cass,Atlantic 5,U.S. Senate,,Rep,Matt Whitaker,5.0,7.0,12.0
Cass,Bear Grove- Cass Twp/Lewis,U.S. Senate,,Rep,Matt Whitaker,0.0,5.0,5.0
Cass,Benton- Franklin Twp/Wiota,U.S. Senate,,Rep,Matt Whitaker,1.0,3.0,4.0
Cass,Brighton- Grove- Pymosa- Washington TWP/Marne,U.S. Senate,,Rep,Matt Whitaker,2.0,10.0,12.0
Cass,Edna- Victoria TWP,U.S. Senate,,Rep,Matt Whitaker,0.0,0.0,0.0
Cass,Grant- Lincoln TWP/Anita,U.S. Senate,,Rep,Matt Whitaker,0.0,13.0,13.0
Cass,Massena TWP/ Massena City,U.S. Senate,,Rep,Matt Whitaker,1.0,4.0,5.0
Cass,Noble- Pleasant TWP/ Griswold,U.S. Senate,,Rep,Matt Whitaker,2.0,7.0,9.0
Cass,Union TWP/Cumberland,U.S. Senate,,Rep,Matt Whitaker,1.0,8.0,9.0
Cass,,U.S. Senate,,Rep,Matt Whitaker,,,133.0
Cass,Atlantic 1,U.S. Senate,,Rep,Write-in,,,0.0
Cass,Atlantic 2,U.S. Senate,,Rep,Write-in,0.0,0.0,0.0
Cass,Atlantic 3,U.S. Senate,,Rep,Write-in,0.0,0.0,0.0
Cass,Atlantic 4,U.S. Senate,,Rep,Write-in,0.0,0.0,0.0
Cass,Atlantic 5,U.S. Senate,,Rep,Write-in,0.0,1.0,1.0
