county,precinct,office,district,party,candidate,absentee,polling,votes
Muscatine,Bloomington,U.S. Senator,,Rep,Sam Clovis,,,11.0
Muscatine,Fruitland One,U.S. Senator,,Rep,Sam Clovis,,,3.0
Muscatine,Fruitland Two/Lake,U.S. Senator,,Rep,Sam Clovis,,,8.0
Muscatine,Fulton/Montpelier,U.S. Senator,,Rep,Sam Clovis,,,5.0
Muscatine,Goshen,U.S. Senator,,Rep,Sam Clovis,,,4.0
Muscatine,Muscatine Eighth,U.S. Senator,,Rep,Sam Clovis,,,1.0
Muscatine,Muscatine Fifth,U.S. Senator,,Rep,Sam Clovis,,,5.0
Muscatine,Muscatine First,U.S. Senator,,Rep,Sam Clovis,,,10.0
Muscatine,Muscatine Fourth,U.S. Senator,,Rep,Sam Clovis,,,3.0
Muscatine,Muscatine Ninth,U.S. Senator,,Rep,Sam Clovis,,,7.0
Muscatine,Muscatine Second,U.S. Senator,,Rep,Sam Clovis,,,1.0
Muscatine,Muscatine Seventh,U.S. Senator,,Rep,Sam Clovis,,,7.0
Muscatine,Muscatine Sixth,U.S. Senator,,Rep,Sam Clovis,,,4.0
Muscatine,Muscatine Tenth,U.S. Senator,,Rep,Sam Clovis,,,3.0
Muscatine,Muscatine Third,U.S. Senator,,Rep,Sam Clovis,,,10.0
Muscatine,Orono,U.S. Senator,,Rep,Sam Clovis,,,2.0
Muscatine,Pike,U.S. Senator,,Rep,Sam Clovis,,,2.0
Muscatine,Seventy-Six/Cedar,U.S. Senator,,Rep,Sam Clovis,,,4.0
Muscatine,Sweetland,U.S. Senator,,Rep,Sam Clovis,,,10.0
Muscatine,West Liberty 1/Wapsie,U.S. Senator,,Rep,Sam Clovis,,,3.0
Muscatine,West Liberty 2,U.S. Senator,,Rep,Sam Clovis,,,2.0
Muscatine,Wilton City,U.S. Senator,,Rep,Sam Clovis,,,15.0
Muscatine,Wilton/Moscow,U.S. Senator,,Rep,Sam Clovis,,,9.0
Muscatine,,U.S. Senator,,Rep,Sam Clovis,,,153.0
Muscatine,Bloomington,U.S. Senator,,Rep,Joni Ernst,,,116.0
Muscatine,Fruitland One,U.S. Senator,,Rep,Joni Ernst,,,39.0
Muscatine,Fruitland Two/Lake,U.S. Senator,,Rep,Joni Ernst,,,25.0
Muscatine,Fulton/Montpelier,U.S. Senator,,Rep,Joni Ernst,,,39.0
Muscatine,Goshen,U.S. Senator,,Rep,Joni Ernst,,,12.0
Muscatine,Muscatine Eighth,U.S. Senator,,Rep,Joni Ernst,,,19.0
Muscatine,Muscatine Fifth,U.S. Senator,,Rep,Joni Ernst,,,26.0
Muscatine,Muscatine First,U.S. Senator,,Rep,Joni Ernst,,,109.0
Muscatine,Muscatine Fourth,U.S. Senator,,Rep,Joni Ernst,,,38.0
Muscatine,Muscatine Ninth,U.S. Senator,,Rep,Joni Ernst,,,48.0
Muscatine,Muscatine Second,U.S. Senator,,Rep,Joni Ernst,,,70.0
Muscatine,Muscatine Seventh,U.S. Senator,,Rep,Joni Ernst,,,33.0
Muscatine,Muscatine Sixth,U.S. Senator,,Rep,Joni Ernst,,,127.0
