county,precinct,office,district,party,candidate,absentee,polling,votes
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Rep,Sam Clovis,,,18.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Rep,Sam Clovis,,,33.0
Hardin,Eldora City Precinct,U.S. Senator,,Rep,Sam Clovis,,,21.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Rep,Sam Clovis,,,28.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Rep,Sam Clovis,,,16.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Rep,Sam Clovis,,,16.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Rep,Sam Clovis,,,14.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Rep,Sam Clovis,,,23.0
Hardin,,U.S. Senator,,Rep,Sam Clovis,,,185.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Rep,Joni Ernst,,,52.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Rep,Joni Ernst,,,130.0
Hardin,Eldora City Precinct,U.S. Senator,,Rep,Joni Ernst,,,139.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Rep,Joni Ernst,,,98.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Rep,Joni Ernst,,,95.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Rep,Joni Ernst,,,74.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Rep,Joni Ernst,,,67.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Rep,Joni Ernst,,,141.0
Hardin,,U.S. Senator,,Rep,Joni Ernst,,,939.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Rep,Mark Jacobs,,,13.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Rep,Mark Jacobs,,,27.0
Hardin,Eldora City Precinct,U.S. Senator,,Rep,Mark Jacobs,,,44.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Rep,Mark Jacobs,,,27.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Rep,Mark Jacobs,,,29.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Rep,Mark Jacobs,,,11.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Rep,Mark Jacobs,,,17.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Rep,Mark Jacobs,,,58.0
Hardin,,U.S. Senator,,Rep,Mark Jacobs,,,311.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Rep,Scott Schaben,,,0.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Rep,Scott Schaben,,,2.0
Hardin,Eldora City Precinct,U.S. Senator,,Rep,Scott Schaben,,,4.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Rep,Scott Schaben,,,1.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Rep,Scott Schaben,,,1.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Rep,Scott Schaben,,,0.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Rep,Scott Schaben,,,2.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Rep,Scott Schaben,,,1.0
Hardin,,U.S. Senator,,Rep,Scott Schaben,,,20.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Rep,Matt Whitaker,,,11.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Rep,Matt Whitaker,,,16.0
Hardin,Eldora City Precinct,U.S. Senator,,Rep,Matt Whitaker,,,24.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Rep,Matt Whitaker,,,18.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Rep,Matt Whitaker,,,12.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Rep,Matt Whitaker,,,14.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Rep,Matt Whitaker,,,10.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Rep,Matt Whitaker,,,27.0
Hardin,,U.S. Senator,,Rep,Matt Whitaker,,,156.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,Eldora City Precinct,U.S. Senator,,Rep,Write-in,,,1.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Rep,Write-in,,,0.0
Hardin,,U.S. Senator,,Rep,Write-in,,,2.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Dem,Bruce Braley,,,8.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Dem,Bruce Braley,,,14.0
Hardin,Eldora City Precinct,U.S. Senator,,Dem,Bruce Braley,,,23.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Dem,Bruce Braley,,,11.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Dem,Bruce Braley,,,12.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Dem,Bruce Braley,,,10.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Dem,Bruce Braley,,,28.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Dem,Bruce Braley,,,31.0
Hardin,,U.S. Senator,,Dem,Bruce Braley,,,178.0
Hardin,Alden/Buckeye Precinct,U.S. Senator,,Dem,Write-in,,,0.0
Hardin,Concord/Sherman/Grant/Tip,U.S. Senator,,Dem,Write-in,,,0.0
Hardin,Eldora City Precinct,U.S. Senator,,Dem,Write-in,,,1.0
Hardin,Eldora/Pleas/Prov/Union,U.S. Senator,,Dem,Write-in,,,1.0
Hardin,Etna/Clay Precinct,U.S. Senator,,Dem,Write-in,,,0.0
Hardin,Hardin/Ellis/Jackson Pct,U.S. Senator,,Dem,Write-in,,,0.0
Hardin,Iowa Falls Precinct #1,U.S. Senator,,Dem,Write-in,,,1.0
Hardin,Iowa Falls Precinct #2,U.S. Senator,,Dem,Write-in,,,0.0
Hardin,,U.S. Senator,,Dem,Write-in,,,6.0
