county,precinct,office,district,party,candidate,absentee,polling,votes
Franklin,Geneva/Ingham/East Mott,U.S. Senate,,Rep,Sam Clovis,,,5.0
Franklin,Grant/Osceola,U.S. Senate,,Rep,Sam Clovis,1.0,10.0,11.0
Franklin,Hamilton/Lee/Reeve,U.S. Senate,,Rep,Sam Clovis,3.0,23.0,26.0
Franklin,Hampton 1,U.S. Senate,,Rep,Sam Clovis,1.0,9.0,10.0
Franklin,Hampton 2,U.S. Senate,,Rep,Sam Clovis,2.0,13.0,15.0
Franklin,Hampton 3,U.S. Senate,,Rep,Sam Clovis,3.0,19.0,22.0
Franklin,Hampton 4,U.S. Senate,,Rep,Sam Clovis,0.0,9.0,9.0
Franklin,Marion,U.S. Senate,,Rep,Sam Clovis,0.0,15.0,15.0
Franklin,Oakland/Morgan,U.S. Senate,,Rep,Sam Clovis,1.0,20.0,21.0
Franklin,Richland/Ross/West Fork,U.S. Senate,,Rep,Sam Clovis,1.0,12.0,13.0
Franklin,West Mott,U.S. Senate,,Rep,Sam Clovis,0.0,10.0,10.0
Franklin,Wisner/Scott,U.S. Senate,,Rep,Sam Clovis,0.0,9.0,9.0
Franklin,,U.S. Senate,,Rep,Sam Clovis,,,166.0
Franklin,Geneva/Ingham/East Mott,U.S. Senate,,Rep,Joni Ernst,,,30.0
Franklin,Grant/Osceola,U.S. Senate,,Rep,Joni Ernst,2.0,20.0,22.0
Franklin,Hamilton/Lee/Reeve,U.S. Senate,,Rep,Joni Ernst,6.0,29.0,35.0
Franklin,Hampton 1,U.S. Senate,,Rep,Joni Ernst,4.0,34.0,38.0
Franklin,Hampton 2,U.S. Senate,,Rep,Joni Ernst,5.0,54.0,59.0
Franklin,Hampton 3,U.S. Senate,,Rep,Joni Ernst,9.0,63.0,72.0
Franklin,Hampton 4,U.S. Senate,,Rep,Joni Ernst,0.0,51.0,51.0
Franklin,Marion,U.S. Senate,,Rep,Joni Ernst,4.0,71.0,75.0
Franklin,Oakland/Morgan,U.S. Senate,,Rep,Joni Ernst,3.0,27.0,30.0
Franklin,Richland/Ross/West Fork,U.S. Senate,,Rep,Joni Ernst,3.0,66.0,69.0
Franklin,West Mott,U.S. Senate,,Rep,Joni Ernst,4.0,29.0,33.0
Franklin,Wisner/Scott,U.S. Senate,,Rep,Joni Ernst,2.0,22.0,24.0
Franklin,,U.S. Senate,,Rep,Joni Ernst,,,540.0
Franklin,Geneva/Ingham/East Mott,U.S. Senate,,Rep,Mark Jacobs,,,17.0
Franklin,Grant/Osceola,U.S. Senate,,Rep,Mark Jacobs,3.0,2.0,5.0
Franklin,Hamilton/Lee/Reeve,U.S. Senate,,Rep,Mark Jacobs,1.0,17.0,18.0
Franklin,Hampton 1,U.S. Senate,,Rep,Mark Jacobs,5.0,21.0,26.0
Franklin,Hampton 2,U.S. Senate,,Rep,Mark Jacobs,13.0,29.0,42.0
Franklin,Hampton 3,U.S. Senate,,Rep,Mark Jacobs,12.0,28.0,40.0
Franklin,Hampton 4,U.S. Senate,,Rep,Mark Jacobs,3.0,20.0,23.0
Franklin,Marion,U.S. Senate,,Rep,Mark Jacobs,2.0,29.0,31.0
Franklin,Oakland/Morgan,U.S. Senate,,Rep,Mark Jacobs,0.0,12.0,12.0
Franklin,Richland/Ross/West Fork,U.S. Senate,,Rep,Mark Jacobs,8.0,25.0,33.0
Franklin,West Mott,U.S. Senate,,Rep,Mark Jacobs,3.0,25.0,28.0
Franklin,Wisner/Scott,U.S. Senate,,Rep,Mark Jacobs,2.0,7.0,9.0
