county,precinct,office,district,party,candidate,absentee,polling,votes
Plymouth,Akron Library,U.S. Senator,,Rep,Sam Clovis,,,62.0
Plymouth,Brunsville Legion,U.S. Senator,,Rep,Sam Clovis,,,103.0
Plymouth,Courthouse Annex,U.S. Senator,,Rep,Sam Clovis,,,44.0
Plymouth,East,U.S. Senator,,Rep,Sam Clovis,,,39.0
Plymouth,Hinton Community Center,U.S. Senator,,Rep,Sam Clovis,,,155.0
Plymouth,Kingsley Community Center,U.S. Senator,,Rep,Sam Clovis,,,100.0
Plymouth,Le Mars Convention Center-Ward 1,U.S. Senator,,Rep,Sam Clovis,,,148.0
Plymouth,Le Mars Convention Center-Ward 2,U.S. Senator,,Rep,Sam Clovis,,,154.0
Plymouth,Le Mars Convention Center-Ward 3,U.S. Senator,,Rep,Sam Clovis,,,78.0
Plymouth,Merrill-Kissinger Community Center,U.S. Senator,,Rep,Sam Clovis,,,102.0
Plymouth,Perry Township Hall,U.S. Senator,,Rep,Sam Clovis,,,128.0
Plymouth,Remsen Library,U.S. Senator,,Rep,Sam Clovis,,,117.0
Plymouth,Westfield Community Center,U.S. Senator,,Rep,Sam Clovis,,,39.0
Plymouth,,U.S. Senator,,Rep,Sam Clovis,,,1418.0
Plymouth,Akron Library,U.S. Senator,,Rep,Joni Ernst,,,44.0
Plymouth,Brunsville Legion,U.S. Senator,,Rep,Joni Ernst,,,28.0
Plymouth,Courthouse Annex,U.S. Senator,,Rep,Joni Ernst,,,16.0
Plymouth,East,U.S. Senator,,Rep,Joni Ernst,,,7.0
Plymouth,Hinton Community Center,U.S. Senator,,Rep,Joni Ernst,,,23.0
Plymouth,Kingsley Community Center,U.S. Senator,,Rep,Joni Ernst,,,20.0
Plymouth,Le Mars Convention Center-Ward 1,U.S. Senator,,Rep,Joni Ernst,,,48.0
Plymouth,Le Mars Convention Center-Ward 2,U.S. Senator,,Rep,Joni Ernst,,,65.0
Plymouth,Le Mars Convention Center-Ward 3,U.S. Senator,,Rep,Joni Ernst,,,25.0
Plymouth,Merrill-Kissinger Community Center,U.S. Senator,,Rep,Joni Ernst,,,15.0
Plymouth,Perry Township Hall,U.S. Senator,,Rep,Joni Ernst,,,24.0
Plymouth,Remsen Library,U.S. Senator,,Rep,Joni Ernst,,,21.0
Plymouth,Westfield Community Center,U.S. Senator,,Rep,Joni Ernst,,,5.0
Plymouth,,U.S. Senator,,Rep,Joni Ernst,,,376.0
Plymouth,Akron Library,U.S. Senator,,Rep,Mark Jacobs,,,12.0
Plymouth,Brunsville Legion,U.S. Senator,,Rep,Mark Jacobs,,,6.0
Plymouth,Courthouse Annex,U.S. Senator,,Rep,Mark Jacobs,,,2.0
Plymouth,East,U.S. Senator,,Rep,Mark Jacobs,,,4.0
Plymouth,Hinton Community Center,U.S. Senator,,Rep,Mark Jacobs,,,3.0
Plymouth,Kingsley Community Center,U.S. Senator,,Rep,Mark Jacobs,,,3.0
Plymouth,Le Mars Convention Center-Ward 1,U.S. Senator,,Rep,Mark Jacobs,,,28.0
Plymouth,Le Mars Convention Center-Ward 2,U.S. Senator,,Rep,Mark Jacobs,,,20.0
Plymouth,Le Mars Convention Center-Ward 3,U.S. Senator,,Rep,Mark Jacobs,,,8.0
Plymouth,Merrill-Kissinger Community Center,U.S. Senator,,Rep,Mark Jacobs,,,3.0
Plymouth,Perry Township Hall,U.S. Senator,,Rep,Mark Jacobs,,,1.0
Plymouth,Remsen Library,U.S. Senator,,Rep,Mark Jacobs,,,9.0
Plymouth,Westfield Community Center,U.S. Senator,,Rep,Mark Jacobs,,,6.0
Plymouth,,U.S. Senator,,Rep,Mark Jacobs,,,134.0
Plymouth,Akron Library,U.S. Senator,,Rep,Scott Schaben,,,0.0
Plymouth,Brunsville Legion,U.S. Senator,,Rep,Scott Schaben,,,1.0
Plymouth,Courthouse Annex,U.S. Senator,,Rep,Scott Schaben,,,2.0
