county,precinct,office,district,party,candidate,absentee,polling,votes
Poweshiek,1ST WARD - GR,U.S. Senate,,Rep,Sam Clovis,,,4.0
Poweshiek,2ND WARD - GR,U.S. Senate,,Rep,Sam Clovis,1.0,17.0,18.0
Poweshiek,3RD WARD - GR,U.S. Senate,,Rep,Sam Clovis,0.0,8.0,8.0
Poweshiek,4TH WARD - GR,U.S. Senate,,Rep,Sam Clovis,2.0,17.0,19.0
Poweshiek,BMWJ,U.S. Senate,,Rep,Sam Clovis,0.0,37.0,37.0
Poweshiek,CGWS,U.S. Senate,,Rep,Sam Clovis,0.0,24.0,24.0
Poweshiek,DRL,U.S. Senate,,Rep,Sam Clovis,0.0,12.0,12.0
Poweshiek,JUPS,U.S. Senate,,Rep,Sam Clovis,3.0,22.0,25.0
Poweshiek,Montezuma,U.S. Senate,,Rep,Sam Clovis,2.0,4.0,6.0
Poweshiek,MS,U.S. Senate,,Rep,Sam Clovis,0.0,4.0,4.0
Poweshiek,,U.S. Senate,,Rep,Sam Clovis,,,157.0
Poweshiek,1ST WARD - GR,U.S. Senate,,Rep,Joni Ernst,,,36.0
Poweshiek,2ND WARD - GR,U.S. Senate,,Rep,Joni Ernst,8.0,87.0,95.0
Poweshiek,3RD WARD - GR,U.S. Senate,,Rep,Joni Ernst,1.0,27.0,28.0
Poweshiek,4TH WARD - GR,U.S. Senate,,Rep,Joni Ernst,7.0,48.0,55.0
Poweshiek,BMWJ,U.S. Senate,,Rep,Joni Ernst,12.0,125.0,137.0
Poweshiek,CGWS,U.S. Senate,,Rep,Joni Ernst,2.0,78.0,80.0
Poweshiek,DRL,U.S. Senate,,Rep,Joni Ernst,8.0,43.0,51.0
Poweshiek,JUPS,U.S. Senate,,Rep,Joni Ernst,16.0,127.0,143.0
Poweshiek,Montezuma,U.S. Senate,,Rep,Joni Ernst,15.0,73.0,88.0
Poweshiek,MS,U.S. Senate,,Rep,Joni Ernst,0.0,34.0,34.0
Poweshiek,,U.S. Senate,,Rep,Joni Ernst,,,748.0
Poweshiek,1ST WARD - GR,U.S. Senate,,Rep,Mark Jacobs,,,13.0
Poweshiek,2ND WARD - GR,U.S. Senate,,Rep,Mark Jacobs,1.0,19.0,20.0
Poweshiek,3RD WARD - GR,U.S. Senate,,Rep,Mark Jacobs,3.0,8.0,11.0
Poweshiek,4TH WARD - GR,U.S. Senate,,Rep,Mark Jacobs,5.0,18.0,23.0
Poweshiek,BMWJ,U.S. Senate,,Rep,Mark Jacobs,3.0,15.0,18.0
Poweshiek,CGWS,U.S. Senate,,Rep,Mark Jacobs,5.0,8.0,13.0
Poweshiek,DRL,U.S. Senate,,Rep,Mark Jacobs,1.0,7.0,8.0
Poweshiek,JUPS,U.S. Senate,,Rep,Mark Jacobs,5.0,21.0,26.0
Poweshiek,Montezuma,U.S. Senate,,Rep,Mark Jacobs,3.0,19.0,22.0
Poweshiek,MS,U.S. Senate,,Rep,Mark Jacobs,1.0,4.0,5.0
Poweshiek,,U.S. Senate,,Rep,Mark Jacobs,,,163.0
Poweshiek,1ST WARD - GR,U.S. Senate,,Rep,Scott Schaben,,,0.0
Poweshiek,2ND WARD - GR,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Poweshiek,3RD WARD - GR,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Poweshiek,4TH WARD - GR,U.S. Senate,,Rep,Scott Schaben,1.0,1.0,2.0
Poweshiek,BMWJ,U.S. Senate,,Rep,Scott Schaben,0.0,2.0,2.0
Poweshiek,CGWS,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Poweshiek,DRL,U.S. Senate,,Rep,Scott Schaben,0.0,1.0,1.0
Poweshiek,JUPS,U.S. Senate,,Rep,Scott Schaben,0.0,4.0,4.0
Poweshiek,Montezuma,U.S. Senate,,Rep,Scott Schaben,1.0,1.0,2.0
Poweshiek,MS,U.S. Senate,,Rep,Scott Schaben,0.0,0.0,0.0
Poweshiek,,U.S. Senate,,Rep,Scott Schaben,,,12.0
Poweshiek,1ST WARD - GR,U.S. Senate,,Rep,Matt Whitaker,,,11.0
