county,precinct,office,district,party,candidate,absentee,polling,votes
Jasper,CLEAR CREEK/POWESHIEK TWP,U.S. Senator,,Rep,Sam Clovis,,,31.0
Jasper,COLFAX WARD 1,U.S. Senator,,Rep,Sam Clovis,0.0,5.0,5.0
Jasper,COLFAX WARD 2,U.S. Senator,,Rep,Sam Clovis,0.0,6.0,6.0
Jasper,COLFAX WARD 3,U.S. Senator,,Rep,Sam Clovis,0.0,4.0,4.0
Jasper,DES MOINES TWP,U.S. Senator,,Rep,Sam Clovis,0.0,28.0,28.0
Jasper,ELK CREEK/LYNNGROVE TWP,U.S. Senator,,Rep,Sam Clovis,1.0,72.0,73.0
Jasper,FAIRVIEW TWP,U.S. Senator,,Rep,Sam Clovis,2.0,16.0,18.0
Jasper,HG/K/BV/RL/RC TWP,U.S. Senator,,Rep,Sam Clovis,3.0,45.0,48.0
Jasper,IMM TWP,U.S. Senator,,Rep,Sam Clovis,1.0,22.0,23.0
Jasper,MOUND PRAIRIE/WASHINGTON,U.S. Senator,,Rep,Sam Clovis,2.0,11.0,13.0
Jasper,NEWTON 1-1,U.S. Senator,,Rep,Sam Clovis,0.0,12.0,12.0
Jasper,NEWTON 1-2,U.S. Senator,,Rep,Sam Clovis,1.0,11.0,12.0
Jasper,NEWTON 2-1,U.S. Senator,,Rep,Sam Clovis,3.0,12.0,15.0
Jasper,NEWTON 2-2,U.S. Senator,,Rep,Sam Clovis,3.0,16.0,19.0
Jasper,NEWTON 3-1,U.S. Senator,,Rep,Sam Clovis,0.0,24.0,24.0
Jasper,NEWTON 3-2,U.S. Senator,,Rep,Sam Clovis,0.0,9.0,9.0
Jasper,NEWTON 4-1,U.S. Senator,,Rep,Sam Clovis,2.0,30.0,32.0
Jasper,NEWTON 4-2,U.S. Senator,,Rep,Sam Clovis,0.0,7.0,7.0
Jasper,NEWTON/SHERMAN TWP,U.S. Senator,,Rep,Sam Clovis,2.0,26.0,28.0
Jasper,PALO ALTO TWP,U.S. Senator,,Rep,Sam Clovis,0.0,19.0,19.0
Jasper,,U.S. Senator,,Rep,Sam Clovis,,,428.0
Jasper,CLEAR CREEK/POWESHIEK TWP,U.S. Senator,,Rep,Joni Ernst,,,48.0
Jasper,COLFAX WARD 1,U.S. Senator,,Rep,Joni Ernst,0.0,9.0,9.0
Jasper,COLFAX WARD 2,U.S. Senator,,Rep,Joni Ernst,0.0,24.0,24.0
Jasper,COLFAX WARD 3,U.S. Senator,,Rep,Joni Ernst,0.0,11.0,11.0
Jasper,DES MOINES TWP,U.S. Senator,,Rep,Joni Ernst,2.0,66.0,68.0
Jasper,ELK CREEK/LYNNGROVE TWP,U.S. Senator,,Rep,Joni Ernst,0.0,97.0,97.0
Jasper,FAIRVIEW TWP,U.S. Senator,,Rep,Joni Ernst,0.0,71.0,71.0
Jasper,HG/K/BV/RL/RC TWP,U.S. Senator,,Rep,Joni Ernst,8.0,97.0,105.0
Jasper,IMM TWP,U.S. Senator,,Rep,Joni Ernst,2.0,82.0,84.0
Jasper,MOUND PRAIRIE/WASHINGTON,U.S. Senator,,Rep,Joni Ernst,6.0,34.0,40.0
Jasper,NEWTON 1-1,U.S. Senator,,Rep,Joni Ernst,0.0,33.0,33.0
Jasper,NEWTON 1-2,U.S. Senator,,Rep,Joni Ernst,3.0,34.0,37.0
Jasper,NEWTON 2-1,U.S. Senator,,Rep,Joni Ernst,3.0,45.0,48.0
Jasper,NEWTON 2-2,U.S. Senator,,Rep,Joni Ernst,2.0,54.0,56.0
Jasper,NEWTON 3-1,U.S. Senator,,Rep,Joni Ernst,4.0,60.0,64.0
Jasper,NEWTON 3-2,U.S. Senator,,Rep,Joni Ernst,4.0,39.0,43.0
Jasper,NEWTON 4-1,U.S. Senator,,Rep,Joni Ernst,5.0,119.0,124.0
Jasper,NEWTON 4-2,U.S. Senator,,Rep,Joni Ernst,1.0,25.0,26.0
Jasper,NEWTON/SHERMAN TWP,U.S. Senator,,Rep,Joni Ernst,2.0,55.0,57.0
Jasper,PALO ALTO TWP,U.S. Senator,,Rep,Joni Ernst,1.0,33.0,34.0
Jasper,,U.S. Senator,,Rep,Joni Ernst,,,1084.0
Jasper,CLEAR CREEK/POWESHIEK TWP,U.S. Senator,,Rep,Mark Jacobs,,,7.0
Jasper,COLFAX WARD 1,U.S. Senator,,Rep,Mark Jacobs,0.0,3.0,3.0
Jasper,COLFAX WARD 2,U.S. Senator,,Rep,Mark Jacobs,0.0,2.0,2.0
Jasper,COLFAX WARD 3,U.S. Senator,,Rep,Mark Jacobs,0.0,1.0,1.0
Jasper,DES MOINES TWP,U.S. Senator,,Rep,Mark Jacobs,0.0,10.0,10.0
Jasper,ELK CREEK/LYNNGROVE TWP,U.S. Senator,,Rep,Mark Jacobs,0.0,16.0,16.0
Jasper,FAIRVIEW TWP,U.S. Senator,,Rep,Mark Jacobs,0.0,6.0,6.0
Jasper,HG/K/BV/RL/RC TWP,U.S. Senator,,Rep,Mark Jacobs,1.0,17.0,18.0
Jasper,IMM TWP,U.S. Senator,,Rep,Mark Jacobs,3.0,15.0,18.0
Jasper,MOUND PRAIRIE/WASHINGTON,U.S. Senator,,Rep,Mark Jacobs,0.0,8.0,8.0
Jasper,NEWTON 1-1,U.S. Senator,,Rep,Mark Jacobs,0.0,5.0,5.0
Jasper,NEWTON 1-2,U.S. Senator,,Rep,Mark Jacobs,0.0,6.0,6.0
Jasper,NEWTON 2-1,U.S. Senator,,Rep,Mark Jacobs,2.0,6.0,8.0
Jasper,NEWTON 2-2,U.S. Senator,,Rep,Mark Jacobs,0.0,13.0,13.0
Jasper,NEWTON 3-1,U.S. Senator,,Rep,Mark Jacobs,2.0,11.0,13.0
Jasper,NEWTON 3-2,U.S. Senator,,Rep,Mark Jacobs,0.0,5.0,5.0
Jasper,NEWTON 4-1,U.S. Senator,,Rep,Mark Jacobs,6.0,28.0,34.0
Jasper,NEWTON 4-2,U.S. Senator,,Rep,Mark Jacobs,0.0,10.0,10.0
Jasper,NEWTON/SHERMAN TWP,U.S. Senator,,Rep,Mark Jacobs,0.0,13.0,13.0
Jasper,PALO ALTO TWP,U.S. Senator,,Rep,Mark Jacobs,0.0,8.0,8.0
Jasper,,U.S. Senator,,Rep,Mark Jacobs,,,206.0
Jasper,CLEAR CREEK/POWESHIEK TWP,U.S. Senator,,Rep,Scott Schaben,,,0.0
Jasper,COLFAX WARD 1,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,COLFAX WARD 2,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,COLFAX WARD 3,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,DES MOINES TWP,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,ELK CREEK/LYNNGROVE TWP,U.S. Senator,,Rep,Scott Schaben,0.0,1.0,1.0
Jasper,FAIRVIEW TWP,U.S. Senator,,Rep,Scott Schaben,0.0,2.0,2.0
Jasper,HG/K/BV/RL/RC TWP,U.S. Senator,,Rep,Scott Schaben,0.0,2.0,2.0
Jasper,IMM TWP,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,MOUND PRAIRIE/WASHINGTON,U.S. Senator,,Rep,Scott Schaben,0.0,1.0,1.0
Jasper,NEWTON 1-1,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,NEWTON 1-2,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,NEWTON 2-1,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Jasper,NEWTON 2-2,U.S. Senator,,Rep,Scott Schaben,1.0,0.0,1.0
