county,precinct,office,district,party,candidate,absentee,polling,votes
Tama,Carlton,U.S. Senate,,Rep,Sam Clovis,,,8.0
Tama,Carroll/Oneida/N Ot Crk,U.S. Senate,,Rep,Sam Clovis,1.0,7.0,8.0
Tama,Clark/Geneseo,U.S. Senate,,Rep,Sam Clovis,0.0,10.0,10.0
Tama,Columbia/Tama,U.S. Senate,,Rep,Sam Clovis,2.0,27.0,29.0
Tama,Grant,U.S. Senate,,Rep,Sam Clovis,0.0,0.0,0.0
Tama,Highland/Ind Vill/Pt Tama,U.S. Senate,,Rep,Sam Clovis,0.0,24.0,24.0
Tama,Howard/Toledo/Toledo 1,U.S. Senate,,Rep,Sam Clovis,1.0,22.0,23.0
Tama,Indian Settlement,U.S. Senate,,Rep,Sam Clovis,0.0,0.0,0.0
Tama,Lincoln,U.S. Senate,,Rep,Sam Clovis,1.0,7.0,8.0
Tama,Perry/Buckingham/E Cryst,U.S. Senate,,Rep,Sam Clovis,3.0,10.0,13.0
Tama,Richland/Salt Creek,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Tama,S. Otter Creek,U.S. Senate,,Rep,Sam Clovis,0.0,3.0,3.0
Tama,Spring Creek/W. Crystal,U.S. Senate,,Rep,Sam Clovis,2.0,17.0,19.0
Tama,Toledo 2,U.S. Senate,,Rep,Sam Clovis,0.0,4.0,4.0
Tama,Toledo 3,U.S. Senate,,Rep,Sam Clovis,0.0,1.0,1.0
Tama,York,U.S. Senate,,Rep,Sam Clovis,0.0,11.0,11.0
Tama,,U.S. Senate,,Rep,Sam Clovis,,,166.0
Tama,Carlton,U.S. Senate,,Rep,Joni Ernst,,,13.0
Tama,Carroll/Oneida/N Ot Crk,U.S. Senate,,Rep,Joni Ernst,0.0,25.0,25.0
Tama,Clark/Geneseo,U.S. Senate,,Rep,Joni Ernst,6.0,92.0,98.0
Tama,Columbia/Tama,U.S. Senate,,Rep,Joni Ernst,2.0,45.0,47.0
Tama,Grant,U.S. Senate,,Rep,Joni Ernst,0.0,15.0,15.0
Tama,Highland/Ind Vill/Pt Tama,U.S. Senate,,Rep,Joni Ernst,1.0,24.0,25.0
Tama,Howard/Toledo/Toledo 1,U.S. Senate,,Rep,Joni Ernst,6.0,40.0,46.0
Tama,Indian Settlement,U.S. Senate,,Rep,Joni Ernst,0.0,1.0,1.0
Tama,Lincoln,U.S. Senate,,Rep,Joni Ernst,0.0,15.0,15.0
Tama,Perry/Buckingham/E Cryst,U.S. Senate,,Rep,Joni Ernst,10.0,81.0,91.0
Tama,Richland/Salt Creek,U.S. Senate,,Rep,Joni Ernst,1.0,24.0,25.0
Tama,S. Otter Creek,U.S. Senate,,Rep,Joni Ernst,0.0,10.0,10.0
Tama,Spring Creek/W. Crystal,U.S. Senate,,Rep,Joni Ernst,10.0,60.0,70.0
Tama,Toledo 2,U.S. Senate,,Rep,Joni Ernst,1.0,15.0,16.0
Tama,Toledo 3,U.S. Senate,,Rep,Joni Ernst,3.0,18.0,21.0
Tama,York,U.S. Senate,,Rep,Joni Ernst,1.0,12.0,13.0
Tama,,U.S. Senate,,Rep,Joni Ernst,,,533.0
Tama,Carlton,U.S. Senate,,Rep,Mark Jacobs,,,4.0
Tama,Carroll/Oneida/N Ot Crk,U.S. Senate,,Rep,Mark Jacobs,0.0,4.0,4.0
Tama,Clark/Geneseo,U.S. Senate,,Rep,Mark Jacobs,0.0,24.0,24.0
Tama,Columbia/Tama,U.S. Senate,,Rep,Mark Jacobs,0.0,3.0,3.0
Tama,Grant,U.S. Senate,,Rep,Mark Jacobs,0.0,3.0,3.0
Tama,Highland/Ind Vill/Pt Tama,U.S. Senate,,Rep,Mark Jacobs,1.0,2.0,3.0
Tama,Howard/Toledo/Toledo 1,U.S. Senate,,Rep,Mark Jacobs,1.0,9.0,10.0
Tama,Indian Settlement,U.S. Senate,,Rep,Mark Jacobs,0.0,0.0,0.0
Tama,Lincoln,U.S. Senate,,Rep,Mark Jacobs,0.0,7.0,7.0
Tama,Perry/Buckingham/E Cryst,U.S. Senate,,Rep,Mark Jacobs,8.0,24.0,32.0
Tama,Richland/Salt Creek,U.S. Senate,,Rep,Mark Jacobs,0.0,5.0,5.0
Tama,S. Otter Creek,U.S. Senate,,Rep,Mark Jacobs,0.0,4.0,4.0
Tama,Spring Creek/W. Crystal,U.S. Senate,,Rep,Mark Jacobs,0.0,13.0,13.0
Tama,Toledo 2,U.S. Senate,,Rep,Mark Jacobs,1.0,2.0,3.0
