county,precinct,office,district,party,candidate,absentee,polling,votes
Fremont,Farragut,U.S. Senator,,Rep,Sam Clovis,,,3.0
Fremont,Green Riverside Scott,U.S. Senator,,Rep,Sam Clovis,0.0,10.0,10.0
Fremont,Hamburg/Washington Twp,U.S. Senator,,Rep,Sam Clovis,0.0,2.0,2.0
Fremont,Riverton,U.S. Senator,,Rep,Sam Clovis,0.0,2.0,2.0
Fremont,Sidney,U.S. Senator,,Rep,Sam Clovis,1.0,10.0,11.0
Fremont,,U.S. Senator,,Rep,Sam Clovis,,,29.0
Fremont,Farragut,U.S. Senator,,Rep,Joni Ernst,,,92.0
Fremont,Green Riverside Scott,U.S. Senator,,Rep,Joni Ernst,11.0,103.0,114.0
Fremont,Hamburg/Washington Twp,U.S. Senator,,Rep,Joni Ernst,4.0,80.0,84.0
Fremont,Riverton,U.S. Senator,,Rep,Joni Ernst,0.0,28.0,28.0
Fremont,Sidney,U.S. Senator,,Rep,Joni Ernst,14.0,123.0,137.0
Fremont,,U.S. Senator,,Rep,Joni Ernst,,,460.0
Fremont,Farragut,U.S. Senator,,Rep,Mark Jacobs,,,5.0
Fremont,Green Riverside Scott,U.S. Senator,,Rep,Mark Jacobs,0.0,3.0,3.0
Fremont,Hamburg/Washington Twp,U.S. Senator,,Rep,Mark Jacobs,1.0,11.0,12.0
Fremont,Riverton,U.S. Senator,,Rep,Mark Jacobs,0.0,2.0,2.0
Fremont,Sidney,U.S. Senator,,Rep,Mark Jacobs,3.0,5.0,8.0
Fremont,,U.S. Senator,,Rep,Mark Jacobs,,,30.0
Fremont,Farragut,U.S. Senator,,Rep,Scott Schaben,,,2.0
Fremont,Green Riverside Scott,U.S. Senator,,Rep,Scott Schaben,1.0,1.0,2.0
Fremont,Hamburg/Washington Twp,U.S. Senator,,Rep,Scott Schaben,0.0,2.0,2.0
Fremont,Riverton,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Fremont,Sidney,U.S. Senator,,Rep,Scott Schaben,2.0,4.0,6.0
Fremont,,U.S. Senator,,Rep,Scott Schaben,,,12.0
Fremont,Farragut,U.S. Senator,,Rep,Matt Whitaker,,,4.0
Fremont,Green Riverside Scott,U.S. Senator,,Rep,Matt Whitaker,0.0,9.0,9.0
Fremont,Hamburg/Washington Twp,U.S. Senator,,Rep,Matt Whitaker,0.0,4.0,4.0
Fremont,Riverton,U.S. Senator,,Rep,Matt Whitaker,0.0,3.0,3.0
Fremont,Sidney,U.S. Senator,,Rep,Matt Whitaker,0.0,3.0,3.0
Fremont,,U.S. Senator,,Rep,Matt Whitaker,,,23.0
Fremont,Farragut,U.S. Senator,,Rep,Write-in,,,0.0
Fremont,Green Riverside Scott,U.S. Senator,,Rep,Write-in,0.0,0.0,0.0
Fremont,Hamburg/Washington Twp,U.S. Senator,,Rep,Write-in,0.0,0.0,0.0
