office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. Senate,,Scott Schaben,Rep,county,Black Hawk,29
U.S. Senate,,Matt Whitaker,Rep,county,Black Hawk,271
U.S. Senate,,Write-In,Rep,county,Black Hawk,4
U.S. Senate,,Under Votes,Rep,county,Black Hawk,27
U.S. Senate,,Over Votes,Rep,county,Black Hawk,1
U.S. Senate,,Total,Rep,county,Black Hawk,4388
U.S. Senate,,Sam Clovis,Rep,county,Boone,266
U.S. Senate,,Joni Ernst,Rep,county,Boone,696
U.S. Senate,,Mark Jacobs,Rep,county,Boone,130
U.S. Senate,,Scott Schaben,Rep,county,Boone,6
U.S. Senate,,Matt Whitaker,Rep,county,Boone,77
U.S. Senate,,Write-In,Rep,county,Boone,0
U.S. Senate,,Under Votes,Rep,county,Boone,5
U.S. Senate,,Over Votes,Rep,county,Boone,0
U.S. Senate,,Total,Rep,county,Boone,1180
U.S. Senate,,Sam Clovis,Rep,county,Bremer,81
U.S. Senate,,Joni Ernst,Rep,county,Bremer,755
U.S. Senate,,Mark Jacobs,Rep,county,Bremer,264
U.S. Senate,,Scott Schaben,Rep,county,Bremer,10
U.S. Senate,,Matt Whitaker,Rep,county,Bremer,73
U.S. Senate,,Write-In,Rep,county,Bremer,2
U.S. Senate,,Under Votes,Rep,county,Bremer,15
U.S. Senate,,Over Votes,Rep,county,Bremer,1
U.S. Senate,,Total,Rep,county,Bremer,1201
U.S. Senate,,Sam Clovis,Rep,county,Buchanan,63
U.S. Senate,,Joni Ernst,Rep,county,Buchanan,549
U.S. Senate,,Mark Jacobs,Rep,county,Buchanan,208
U.S. Senate,,Scott Schaben,Rep,county,Buchanan,8
U.S. Senate,,Matt Whitaker,Rep,county,Buchanan,70
U.S. Senate,,Write-In,Rep,county,Buchanan,0
U.S. Senate,,Under Votes,Rep,county,Buchanan,31
U.S. Senate,,Over Votes,Rep,county,Buchanan,1
U.S. Senate,,Total,Rep,county,Buchanan,930
U.S. Senate,,Sam Clovis,Rep,county,Buena Vista,240
U.S. Senate,,Joni Ernst,Rep,county,Buena Vista,503
U.S. Senate,,Mark Jacobs,Rep,county,Buena Vista,305
U.S. Senate,,Scott Schaben,Rep,county,Buena Vista,19
U.S. Senate,,Matt Whitaker,Rep,county,Buena Vista,75
U.S. Senate,,Write-In,Rep,county,Buena Vista,0
U.S. Senate,,Under Votes,Rep,county,Buena Vista,85
U.S. Senate,,Over Votes,Rep,county,Buena Vista,1
U.S. Senate,,Total,Rep,county,Buena Vista,1228
U.S. Senate,,Sam Clovis,Rep,county,Butler,148
U.S. Senate,,Joni Ernst,Rep,county,Butler,750
U.S. Senate,,Mark Jacobs,Rep,county,Butler,291
U.S. Senate,,Scott Schaben,Rep,county,Butler,13
U.S. Senate,,Matt Whitaker,Rep,county,Butler,89
U.S. Senate,,Write-In,Rep,county,Butler,1
U.S. Senate,,Under Votes,Rep,county,Butler,58
U.S. Senate,,Over Votes,Rep,county,Butler,1
U.S. Senate,,Total,Rep,county,Butler,1351
U.S. Senate,,Sam Clovis,Rep,county,Calhoun,148
U.S. Senate,,Joni Ernst,Rep,county,Calhoun,366
U.S. Senate,,Mark Jacobs,Rep,county,Calhoun,91
U.S. Senate,,Scott Schaben,Rep,county,Calhoun,7
U.S. Senate,,Matt Whitaker,Rep,county,Calhoun,42
U.S. Senate,,Write-In,Rep,county,Calhoun,1
U.S. Senate,,Under Votes,Rep,county,Calhoun,13
U.S. Senate,,Over Votes,Rep,county,Calhoun,0
U.S. Senate,,Total,Rep,county,Calhoun,668
U.S. Senate,,Sam Clovis,Rep,county,Carroll,127
U.S. Senate,,Joni Ernst,Rep,county,Carroll,558
U.S. Senate,,Mark Jacobs,Rep,county,Carroll,123
U.S. Senate,,Scott Schaben,Rep,county,Carroll,43
U.S. Senate,,Matt Whitaker,Rep,county,Carroll,76
U.S. Senate,,Write-In,Rep,county,Carroll,0
U.S. Senate,,Under Votes,Rep,county,Carroll,8
U.S. Senate,,Over Votes,Rep,county,Carroll,1
U.S. Senate,,Total,Rep,county,Carroll,936
U.S. Senate,,Sam Clovis,Rep,county,Cass,116
U.S. Senate,,Joni Ernst,Rep,county,Cass,1107
U.S. Senate,,Mark Jacobs,Rep,county,Cass,248
U.S. Senate,,Scott Schaben,Rep,county,Cass,65
U.S. Senate,,Matt Whitaker,Rep,county,Cass,133
U.S. Senate,,Write-In,Rep,county,Cass,1
U.S. Senate,,Under Votes,Rep,county,Cass,150
U.S. Senate,,Over Votes,Rep,county,Cass,1
U.S. Senate,,Total,Rep,county,Cass,1821
U.S. Senate,,Sam Clovis,Rep,county,Cedar,52
U.S. Senate,,Joni Ernst,Rep,county,Cedar,623
U.S. Senate,,Mark Jacobs,Rep,county,Cedar,194
U.S. Senate,,Scott Schaben,Rep,county,Cedar,12
U.S. Senate,,Matt Whitaker,Rep,county,Cedar,93
U.S. Senate,,Write-In,Rep,county,Cedar,0
U.S. Senate,,Under Votes,Rep,county,Cedar,37
U.S. Senate,,Over Votes,Rep,county,Cedar,1
U.S. Senate,,Total,Rep,county,Cedar,1012
U.S. Senate,,Sam Clovis,Rep,county,Cerro Gordo,367
U.S. Senate,,Joni Ernst,Rep,county,Cerro Gordo,809
U.S. Senate,,Mark Jacobs,Rep,county,Cerro Gordo,613
U.S. Senate,,Scott Schaben,Rep,county,Cerro Gordo,38
U.S. Senate,,Matt Whitaker,Rep,county,Cerro Gordo,87
U.S. Senate,,Write-In,Rep,county,Cerro Gordo,3
U.S. Senate,,Under Votes,Rep,county,Cerro Gordo,178
U.S. Senate,,Over Votes,Rep,county,Cerro Gordo,1
U.S. Senate,,Total,Rep,county,Cerro Gordo,2096
U.S. Senate,,Sam Clovis,Rep,county,Cherokee,521
U.S. Senate,,Joni Ernst,Rep,county,Cherokee,430
U.S. Senate,,Mark Jacobs,Rep,county,Cherokee,199
U.S. Senate,,Scott Schaben,Rep,county,Cherokee,10
U.S. Senate,,Matt Whitaker,Rep,county,Cherokee,28
U.S. Senate,,Write-In,Rep,county,Cherokee,1
U.S. Senate,,Under Votes,Rep,county,Cherokee,61
U.S. Senate,,Over Votes,Rep,county,Cherokee,0
U.S. Senate,,Total,Rep,county,Cherokee,1250
U.S. Senate,,Sam Clovis,Rep,county,Chickasaw,36
U.S. Senate,,Joni Ernst,Rep,county,Chickasaw,424
U.S. Senate,,Mark Jacobs,Rep,county,Chickasaw,99
U.S. Senate,,Scott Schaben,Rep,county,Chickasaw,10
U.S. Senate,,Matt Whitaker,Rep,county,Chickasaw,41
U.S. Senate,,Write-In,Rep,county,Chickasaw,0
U.S. Senate,,Under Votes,Rep,county,Chickasaw,23
U.S. Senate,,Over Votes,Rep,county,Chickasaw,0
U.S. Senate,,Total,Rep,county,Chickasaw,633
U.S. Senate,,Sam Clovis,Rep,county,Clarke,63
U.S. Senate,,Joni Ernst,Rep,county,Clarke,406
U.S. Senate,,Mark Jacobs,Rep,county,Clarke,53
U.S. Senate,,Scott Schaben,Rep,county,Clarke,7
U.S. Senate,,Matt Whitaker,Rep,county,Clarke,29
U.S. Senate,,Write-In,Rep,county,Clarke,1
U.S. Senate,,Under Votes,Rep,county,Clarke,12
U.S. Senate,,Over Votes,Rep,county,Clarke,0
U.S. Senate,,Total,Rep,county,Clarke,571
U.S. Senate,,Sam Clovis,Rep,county,Clay,157
U.S. Senate,,Joni Ernst,Rep,county,Clay,641
U.S. Senate,,Mark Jacobs,Rep,county,Clay,328
U.S. Senate,,Scott Schaben,Rep,county,Clay,28
U.S. Senate,,Matt Whitaker,Rep,county,Clay,63
U.S. Senate,,Write-In,Rep,county,Clay,0
U.S. Senate,,Under Votes,Rep,county,Clay,125
U.S. Senate,,Over Votes,Rep,county,Clay,1
U.S. Senate,,Total,Rep,county,Clay,1343
U.S. Senate,,Sam Clovis,Rep,county,Clayton,57
U.S. Senate,,Joni Ernst,Rep,county,Clayton,474
U.S. Senate,,Mark Jacobs,Rep,county,Clayton,119
U.S. Senate,,Scott Schaben,Rep,county,Clayton,7
U.S. Senate,,Matt Whitaker,Rep,county,Clayton,59
U.S. Senate,,Write-In,Rep,county,Clayton,0
U.S. Senate,,Under Votes,Rep,county,Clayton,9
U.S. Senate,,Over Votes,Rep,county,Clayton,0
U.S. Senate,,Total,Rep,county,Clayton,725
U.S. Senate,,Sam Clovis,Rep,county,Clinton,141
U.S. Senate,,Joni Ernst,Rep,county,Clinton,1253
U.S. Senate,,Mark Jacobs,Rep,county,Clinton,483
U.S. Senate,,Scott Schaben,Rep,county,Clinton,13
U.S. Senate,,Matt Whitaker,Rep,county,Clinton,104
U.S. Senate,,Write-In,Rep,county,Clinton,2
U.S. Senate,,Under Votes,Rep,county,Clinton,76
U.S. Senate,,Over Votes,Rep,county,Clinton,3
U.S. Senate,,Total,Rep,county,Clinton,2075
U.S. Senate,,Sam Clovis,Rep,county,Crawford,167
U.S. Senate,,Joni Ernst,Rep,county,Crawford,474
U.S. Senate,,Mark Jacobs,Rep,county,Crawford,150
U.S. Senate,,Scott Schaben,Rep,county,Crawford,68
U.S. Senate,,Matt Whitaker,Rep,county,Crawford,38
U.S. Senate,,Write-In,Rep,county,Crawford,0
U.S. Senate,,Under Votes,Rep,county,Crawford,107
U.S. Senate,,Over Votes,Rep,county,Crawford,1
U.S. Senate,,Total,Rep,county,Crawford,1005
U.S. Senate,,Sam Clovis,Rep,county,Dallas,689
U.S. Senate,,Joni Ernst,Rep,county,Dallas,2549
U.S. Senate,,Mark Jacobs,Rep,county,Dallas,581
U.S. Senate,,Scott Schaben,Rep,county,Dallas,29
U.S. Senate,,Matt Whitaker,Rep,county,Dallas,482
U.S. Senate,,Write-In,Rep,county,Dallas,5
U.S. Senate,,Under Votes,Rep,county,Dallas,42
U.S. Senate,,Over Votes,Rep,county,Dallas,0
U.S. Senate,,Total,Rep,county,Dallas,4377
U.S. Senate,,Sam Clovis,Rep,county,Davis,89
U.S. Senate,,Joni Ernst,Rep,county,Davis,180
U.S. Senate,,Mark Jacobs,Rep,county,Davis,77
U.S. Senate,,Scott Schaben,Rep,county,Davis,7
U.S. Senate,,Matt Whitaker,Rep,county,Davis,25
U.S. Senate,,Write-In,Rep,county,Davis,0
U.S. Senate,,Under Votes,Rep,county,Davis,12
U.S. Senate,,Over Votes,Rep,county,Davis,0
U.S. Senate,,Total,Rep,county,Davis,390
U.S. Senate,,Sam Clovis,Rep,county,Decatur,57
U.S. Senate,,Joni Ernst,Rep,county,Decatur,267
U.S. Senate,,Mark Jacobs,Rep,county,Decatur,32
U.S. Senate,,Scott Schaben,Rep,county,Decatur,2
U.S. Senate,,Matt Whitaker,Rep,county,Decatur,20
U.S. Senate,,Write-In,Rep,county,Decatur,1
U.S. Senate,,Under Votes,Rep,county,Decatur,3
U.S. Senate,,Over Votes,Rep,county,Decatur,0
U.S. Senate,,Total,Rep,county,Decatur,382
U.S. Senate,,Sam Clovis,Rep,county,Delaware,38
U.S. Senate,,Joni Ernst,Rep,county,Delaware,514
U.S. Senate,,Mark Jacobs,Rep,county,Delaware,167
U.S. Senate,,Scott Schaben,Rep,county,Delaware,5
U.S. Senate,,Matt Whitaker,Rep,county,Delaware,41
U.S. Senate,,Write-In,Rep,county,Delaware,0
U.S. Senate,,Under Votes,Rep,county,Delaware,6
U.S. Senate,,Over Votes,Rep,county,Delaware,0
U.S. Senate,,Total,Rep,county,Delaware,771
U.S. Senate,,Sam Clovis,Rep,county,Des Moines,242
U.S. Senate,,Joni Ernst,Rep,county,Des Moines,637
U.S. Senate,,Mark Jacobs,Rep,county,Des Moines,188
U.S. Senate,,Scott Schaben,Rep,county,Des Moines,11
U.S. Senate,,Matt Whitaker,Rep,county,Des Moines,81
U.S. Senate,,Write-In,Rep,county,Des Moines,1
U.S. Senate,,Under Votes,Rep,county,Des Moines,16
U.S. Senate,,Over Votes,Rep,county,Des Moines,1
U.S. Senate,,Total,Rep,county,Des Moines,1177
U.S. Senate,,Sam Clovis,Rep,county,Dickinson,127
U.S. Senate,,Joni Ernst,Rep,county,Dickinson,751
U.S. Senate,,Mark Jacobs,Rep,county,Dickinson,426
U.S. Senate,,Scott Schaben,Rep,county,Dickinson,32
U.S. Senate,,Matt Whitaker,Rep,county,Dickinson,85
U.S. Senate,,Write-In,Rep,county,Dickinson,2
U.S. Senate,,Under Votes,Rep,county,Dickinson,97
U.S. Senate,,Over Votes,Rep,county,Dickinson,0
U.S. Senate,,Total,Rep,county,Dickinson,1520
U.S. Senate,,Sam Clovis,Rep,county,Dubuque,212
U.S. Senate,,Joni Ernst,Rep,county,Dubuque,2169
U.S. Senate,,Mark Jacobs,Rep,county,Dubuque,587
U.S. Senate,,Scott Schaben,Rep,county,Dubuque,30
U.S. Senate,,Matt Whitaker,Rep,county,Dubuque,178
U.S. Senate,,Write-In,Rep,county,Dubuque,0
U.S. Senate,,Under Votes,Rep,county,Dubuque,83
U.S. Senate,,Over Votes,Rep,county,Dubuque,1
U.S. Senate,,Total,Rep,county,Dubuque,3260
U.S. Senate,,Sam Clovis,Rep,county,Emmet,76
U.S. Senate,,Joni Ernst,Rep,county,Emmet,167
U.S. Senate,,Mark Jacobs,Rep,county,Emmet,84
U.S. Senate,,Scott Schaben,Rep,county,Emmet,6
U.S. Senate,,Matt Whitaker,Rep,county,Emmet,12
U.S. Senate,,Write-In,Rep,county,Emmet,0
U.S. Senate,,Under Votes,Rep,county,Emmet,22
U.S. Senate,,Over Votes,Rep,county,Emmet,0
U.S. Senate,,Total,Rep,county,Emmet,367
U.S. Senate,,Sam Clovis,Rep,county,Fayette,94
U.S. Senate,,Joni Ernst,Rep,county,Fayette,549
U.S. Senate,,Mark Jacobs,Rep,county,Fayette,177
U.S. Senate,,Scott Schaben,Rep,county,Fayette,7
U.S. Senate,,Matt Whitaker,Rep,county,Fayette,60
U.S. Senate,,Write-In,Rep,county,Fayette,0
U.S. Senate,,Under Votes,Rep,county,Fayette,6
U.S. Senate,,Over Votes,Rep,county,Fayette,0
U.S. Senate,,Total,Rep,county,Fayette,893
U.S. Senate,,Sam Clovis,Rep,county,Floyd,58
U.S. Senate,,Joni Ernst,Rep,county,Floyd,264
U.S. Senate,,Mark Jacobs,Rep,county,Floyd,113
U.S. Senate,,Scott Schaben,Rep,county,Floyd,10
U.S. Senate,,Matt Whitaker,Rep,county,Floyd,30
U.S. Senate,,Write-In,Rep,county,Floyd,0
U.S. Senate,,Under Votes,Rep,county,Floyd,12
U.S. Senate,,Over Votes,Rep,county,Floyd,0
U.S. Senate,,Total,Rep,county,Floyd,487
U.S. Senate,,Sam Clovis,Rep,county,Franklin,166
U.S. Senate,,Joni Ernst,Rep,county,Franklin,540
U.S. Senate,,Mark Jacobs,Rep,county,Franklin,286
U.S. Senate,,Scott Schaben,Rep,county,Franklin,11
U.S. Senate,,Matt Whitaker,Rep,county,Franklin,60
U.S. Senate,,Write-In,Rep,county,Franklin,1
U.S. Senate,,Under Votes,Rep,county,Franklin,82
U.S. Senate,,Over Votes,Rep,county,Franklin,0
U.S. Senate,,Total,Rep,county,Franklin,1146
U.S. Senate,,Sam Clovis,Rep,county,Fremont,29
U.S. Senate,,Joni Ernst,Rep,county,Fremont,460
U.S. Senate,,Mark Jacobs,Rep,county,Fremont,30
U.S. Senate,,Scott Schaben,Rep,county,Fremont,12
U.S. Senate,,Matt Whitaker,Rep,county,Fremont,23
U.S. Senate,,Write-In,Rep,county,Fremont,0
U.S. Senate,,Under Votes,Rep,county,Fremont,30
U.S. Senate,,Over Votes,Rep,county,Fremont,3
U.S. Senate,,Total,Rep,county,Fremont,587
U.S. Senate,,Sam Clovis,Rep,county,Greene,121
U.S. Senate,,Joni Ernst,Rep,county,Greene,337
U.S. Senate,,Mark Jacobs,Rep,county,Greene,65
U.S. Senate,,Scott Schaben,Rep,county,Greene,17
U.S. Senate,,Matt Whitaker,Rep,county,Greene,50
U.S. Senate,,Write-In,Rep,county,Greene,0
U.S. Senate,,Under Votes,Rep,county,Greene,16
U.S. Senate,,Over Votes,Rep,county,Greene,1
U.S. Senate,,Total,Rep,county,Greene,607
U.S. Senate,,Sam Clovis,Rep,county,Grundy,124
U.S. Senate,,Joni Ernst,Rep,county,Grundy,598
U.S. Senate,,Mark Jacobs,Rep,county,Grundy,117
U.S. Senate,,Scott Schaben,Rep,county,Grundy,4
U.S. Senate,,Matt Whitaker,Rep,county,Grundy,54
U.S. Senate,,Write-In,Rep,county,Grundy,0
U.S. Senate,,Under Votes,Rep,county,Grundy,9
U.S. Senate,,Over Votes,Rep,county,Grundy,2
U.S. Senate,,Total,Rep,county,Grundy,908
U.S. Senate,,Sam Clovis,Rep,county,Guthrie,103
U.S. Senate,,Joni Ernst,Rep,county,Guthrie,559
U.S. Senate,,Mark Jacobs,Rep,county,Guthrie,83
U.S. Senate,,Scott Schaben,Rep,county,Guthrie,7
U.S. Senate,,Matt Whitaker,Rep,county,Guthrie,83
U.S. Senate,,Write-In,Rep,county,Guthrie,0
U.S. Senate,,Under Votes,Rep,county,Guthrie,15
U.S. Senate,,Over Votes,Rep,county,Guthrie,0
U.S. Senate,,Total,Rep,county,Guthrie,850
U.S. Senate,,Sam Clovis,Rep,county,Hamilton,188
U.S. Senate,,Joni Ernst,Rep,county,Hamilton,587
U.S. Senate,,Mark Jacobs,Rep,county,Hamilton,133
U.S. Senate,,Scott Schaben,Rep,county,Hamilton,8
U.S. Senate,,Matt Whitaker,Rep,county,Hamilton,53
U.S. Senate,,Write-In,Rep,county,Hamilton,1
U.S. Senate,,Under Votes,Rep,county,Hamilton,43
U.S. Senate,,Over Votes,Rep,county,Hamilton,0
U.S. Senate,,Total,Rep,county,Hamilton,1013
U.S. Senate,,Sam Clovis,Rep,county,Hancock,226
U.S. Senate,,Joni Ernst,Rep,county,Hancock,355
U.S. Senate,,Mark Jacobs,Rep,county,Hancock,262
U.S. Senate,,Scott Schaben,Rep,county,Hancock,22
U.S. Senate,,Matt Whitaker,Rep,county,Hancock,44
U.S. Senate,,Write-In,Rep,county,Hancock,1
U.S. Senate,,Under Votes,Rep,county,Hancock,65
U.S. Senate,,Over Votes,Rep,county,Hancock,0
U.S. Senate,,Total,Rep,county,Hancock,975
U.S. Senate,,Sam Clovis,Rep,county,Hardin,185
U.S. Senate,,Joni Ernst,Rep,county,Hardin,939
U.S. Senate,,Mark Jacobs,Rep,county,Hardin,311
U.S. Senate,,Scott Schaben,Rep,county,Hardin,20
U.S. Senate,,Matt Whitaker,Rep,county,Hardin,156
U.S. Senate,,Write-In,Rep,county,Hardin,2
U.S. Senate,,Under Votes,Rep,county,Hardin,98
U.S. Senate,,Over Votes,Rep,county,Hardin,4
U.S. Senate,,Total,Rep,county,Hardin,1715
U.S. Senate,,Sam Clovis,Rep,county,Harrison,127
U.S. Senate,,Joni Ernst,Rep,county,Harrison,679
U.S. Senate,,Mark Jacobs,Rep,county,Harrison,157
U.S. Senate,,Scott Schaben,Rep,county,Harrison,171
U.S. Senate,,Matt Whitaker,Rep,county,Harrison,130
U.S. Senate,,Write-In,Rep,county,Harrison,2
U.S. Senate,,Under Votes,Rep,county,Harrison,184
U.S. Senate,,Over Votes,Rep,county,Harrison,3
U.S. Senate,,Total,Rep,county,Harrison,1453
U.S. Senate,,Sam Clovis,Rep,county,Henry,137
U.S. Senate,,Joni Ernst,Rep,county,Henry,680
U.S. Senate,,Mark Jacobs,Rep,county,Henry,288
U.S. Senate,,Scott Schaben,Rep,county,Henry,16
U.S. Senate,,Matt Whitaker,Rep,county,Henry,139
U.S. Senate,,Write-In,Rep,county,Henry,1
U.S. Senate,,Under Votes,Rep,county,Henry,59
U.S. Senate,,Over Votes,Rep,county,Henry,1
U.S. Senate,,Total,Rep,county,Henry,1321
U.S. Senate,,Sam Clovis,Rep,county,Howard,39
U.S. Senate,,Joni Ernst,Rep,county,Howard,147
U.S. Senate,,Mark Jacobs,Rep,county,Howard,53
U.S. Senate,,Scott Schaben,Rep,county,Howard,6
U.S. Senate,,Matt Whitaker,Rep,county,Howard,12
U.S. Senate,,Write-In,Rep,county,Howard,1
U.S. Senate,,Under Votes,Rep,county,Howard,5
U.S. Senate,,Over Votes,Rep,county,Howard,1
U.S. Senate,,Total,Rep,county,Howard,264
U.S. Senate,,Sam Clovis,Rep,county,Humboldt,193
U.S. Senate,,Joni Ernst,Rep,county,Humboldt,605
U.S. Senate,,Mark Jacobs,Rep,county,Humboldt,191
U.S. Senate,,Scott Schaben,Rep,county,Humboldt,14
U.S. Senate,,Matt Whitaker,Rep,county,Humboldt,74
U.S. Senate,,Write-In,Rep,county,Humboldt,5
U.S. Senate,,Under Votes,Rep,county,Humboldt,53
U.S. Senate,,Over Votes,Rep,county,Humboldt,0
U.S. Senate,,Total,Rep,county,Humboldt,1135
U.S. Senate,,Sam Clovis,Rep,county,Ida,263
U.S. Senate,,Joni Ernst,Rep,county,Ida,324
U.S. Senate,,Mark Jacobs,Rep,county,Ida,161
U.S. Senate,,Scott Schaben,Rep,county,Ida,17
U.S. Senate,,Matt Whitaker,Rep,county,Ida,55
U.S. Senate,,Write-In,Rep,county,Ida,1
U.S. Senate,,Under Votes,Rep,county,Ida,59
U.S. Senate,,Over Votes,Rep,county,Ida,0
U.S. Senate,,Total,Rep,county,Ida,880
U.S. Senate,,Sam Clovis,Rep,county,Iowa,121
U.S. Senate,,Joni Ernst,Rep,county,Iowa,598
U.S. Senate,,Mark Jacobs,Rep,county,Iowa,182
U.S. Senate,,Scott Schaben,Rep,county,Iowa,12
U.S. Senate,,Matt Whitaker,Rep,county,Iowa,83
U.S. Senate,,Write-In,Rep,county,Iowa,0
U.S. Senate,,Under Votes,Rep,county,Iowa,48
U.S. Senate,,Over Votes,Rep,county,Iowa,0
U.S. Senate,,Total,Rep,county,Iowa,1044
U.S. Senate,,Sam Clovis,Rep,county,Jackson,116
U.S. Senate,,Joni Ernst,Rep,county,Jackson,552
U.S. Senate,,Mark Jacobs,Rep,county,Jackson,177
U.S. Senate,,Scott Schaben,Rep,county,Jackson,12
U.S. Senate,,Matt Whitaker,Rep,county,Jackson,48
U.S. Senate,,Write-In,Rep,county,Jackson,0
U.S. Senate,,Under Votes,Rep,county,Jackson,62
U.S. Senate,,Over Votes,Rep,county,Jackson,1
U.S. Senate,,Total,Rep,county,Jackson,968
U.S. Senate,,Sam Clovis,Rep,county,Jasper,428
U.S. Senate,,Joni Ernst,Rep,county,Jasper,1084
U.S. Senate,,Mark Jacobs,Rep,county,Jasper,206
U.S. Senate,,Scott Schaben,Rep,county,Jasper,15
U.S. Senate,,Matt Whitaker,Rep,county,Jasper,157
U.S. Senate,,Write-In,Rep,county,Jasper,0
U.S. Senate,,Under Votes,Rep,county,Jasper,13
U.S. Senate,,Over Votes,Rep,county,Jasper,0
U.S. Senate,,Total,Rep,county,Jasper,1903
U.S. Senate,,Sam Clovis,Rep,county,Jefferson,140
U.S. Senate,,Joni Ernst,Rep,county,Jefferson,415
U.S. Senate,,Mark Jacobs,Rep,county,Jefferson,115
U.S. Senate,,Scott Schaben,Rep,county,Jefferson,3
U.S. Senate,,Matt Whitaker,Rep,county,Jefferson,111
U.S. Senate,,Write-In,Rep,county,Jefferson,3
U.S. Senate,,Under Votes,Rep,county,Jefferson,15
U.S. Senate,,Over Votes,Rep,county,Jefferson,0
U.S. Senate,,Total,Rep,county,Jefferson,802
U.S. Senate,,Sam Clovis,Rep,county,Johnson,292
U.S. Senate,,Joni Ernst,Rep,county,Johnson,2019
U.S. Senate,,Mark Jacobs,Rep,county,Johnson,563
U.S. Senate,,Scott Schaben,Rep,county,Johnson,43
U.S. Senate,,Matt Whitaker,Rep,county,Johnson,326
U.S. Senate,,Write-In,Rep,county,Johnson,14
U.S. Senate,,Under Votes,Rep,county,Johnson,45
U.S. Senate,,Over Votes,Rep,county,Johnson,1
U.S. Senate,,Total,Rep,county,Johnson,3303
U.S. Senate,,Sam Clovis,Rep,county,Jones,144
U.S. Senate,,Joni Ernst,Rep,county,Jones,664
U.S. Senate,,Mark Jacobs,Rep,county,Jones,245
U.S. Senate,,Scott Schaben,Rep,county,Jones,5
U.S. Senate,,Matt Whitaker,Rep,county,Jones,67
U.S. Senate,,Write-In,Rep,county,Jones,1
U.S. Senate,,Under Votes,Rep,county,Jones,39
U.S. Senate,,Over Votes,Rep,county,Jones,1
U.S. Senate,,Total,Rep,county,Jones,1166
U.S. Senate,,Sam Clovis,Rep,county,Keokuk,96
