county,precinct,office,district,party,candidate,absentee,polling,votes
Boone,Absentee,U.S. Senator,,Rep,Sam Clovis,,,22.0
Boone,Boone 1st Ward,U.S. Senator,,Rep,Sam Clovis,,,25.0
Boone,Boone 2nd Ward,U.S. Senator,,Rep,Sam Clovis,,,29.0
Boone,Boone 3rd Ward,U.S. Senator,,Rep,Sam Clovis,,,23.0
Boone,Boone 4th Ward & Dsm Twp,U.S. Senator,,Rep,Sam Clovis,,,29.0
Boone,Boone 5th Ward,U.S. Senator,,Rep,Sam Clovis,,,12.0
Boone,Madrid 1st Ward,U.S. Senator,,Rep,Sam Clovis,,,10.0
Boone,Madrid 2nd Ward,U.S. Senator,,Rep,Sam Clovis,,,6.0
Boone,Madrid 3rd Ward,U.S. Senator,,Rep,Sam Clovis,,,4.0
Boone,Ogden,U.S. Senator,,Rep,Sam Clovis,,,8.0
Boone,Rural Precinct 1,U.S. Senator,,Rep,Sam Clovis,,,19.0
Boone,Rural Precinct 2,U.S. Senator,,Rep,Sam Clovis,,,15.0
Boone,Rural Precinct 3,U.S. Senator,,Rep,Sam Clovis,,,9.0
Boone,Rural Precinct 4,U.S. Senator,,Rep,Sam Clovis,,,33.0
Boone,Rural Precinct 5,U.S. Senator,,Rep,Sam Clovis,,,13.0
Boone,Rural Precinct 6,U.S. Senator,,Rep,Sam Clovis,,,9.0
Boone,,U.S. Senator,,Rep,Sam Clovis,,,266.0
Boone,Absentee,U.S. Senator,,Rep,Joni Ernst,,,56.0
Boone,Boone 1st Ward,U.S. Senator,,Rep,Joni Ernst,,,59.0
Boone,Boone 2nd Ward,U.S. Senator,,Rep,Joni Ernst,,,70.0
Boone,Boone 3rd Ward,U.S. Senator,,Rep,Joni Ernst,,,79.0
Boone,Boone 4th Ward & Dsm Twp,U.S. Senator,,Rep,Joni Ernst,,,64.0
Boone,Boone 5th Ward,U.S. Senator,,Rep,Joni Ernst,,,44.0
Boone,Madrid 1st Ward,U.S. Senator,,Rep,Joni Ernst,,,15.0
Boone,Madrid 2nd Ward,U.S. Senator,,Rep,Joni Ernst,,,25.0
Boone,Madrid 3rd Ward,U.S. Senator,,Rep,Joni Ernst,,,16.0
Boone,Ogden,U.S. Senator,,Rep,Joni Ernst,,,50.0
Boone,Rural Precinct 1,U.S. Senator,,Rep,Joni Ernst,,,18.0
Boone,Rural Precinct 2,U.S. Senator,,Rep,Joni Ernst,,,61.0
Boone,Rural Precinct 3,U.S. Senator,,Rep,Joni Ernst,,,22.0
Boone,Rural Precinct 4,U.S. Senator,,Rep,Joni Ernst,,,72.0
Boone,Rural Precinct 5,U.S. Senator,,Rep,Joni Ernst,,,15.0
