county,precinct,office,district,party,candidate,absentee,polling,votes
Washington,Ainsworth,U.S. Senator,,Rep,Sam Clovis,,,18.0
Washington,Brighton/Marion/Crawford,U.S. Senator,,Rep,Sam Clovis,,,41.0
Washington,Kalona,U.S. Senator,,Rep,Sam Clovis,,,14.0
Washington,Riverside,U.S. Senator,,Rep,Sam Clovis,,,3.0
Washington,Ward 1,U.S. Senator,,Rep,Sam Clovis,,,12.0
Washington,Ward 2,U.S. Senator,,Rep,Sam Clovis,,,16.0
Washington,Ward 3,U.S. Senator,,Rep,Sam Clovis,,,8.0
Washington,Ward 4,U.S. Senator,,Rep,Sam Clovis,,,20.0
Washington,Wellman,U.S. Senator,,Rep,Sam Clovis,,,26.0
Washington,West Chester,U.S. Senator,,Rep,Sam Clovis,,,10.0
Washington,,U.S. Senator,,Rep,Sam Clovis,,,193.0
Washington,Ainsworth,U.S. Senator,,Rep,Joni Ernst,,,60.0
Washington,Brighton/Marion/Crawford,U.S. Senator,,Rep,Joni Ernst,,,91.0
Washington,Kalona,U.S. Senator,,Rep,Joni Ernst,,,76.0
Washington,Riverside,U.S. Senator,,Rep,Joni Ernst,,,20.0
Washington,Ward 1,U.S. Senator,,Rep,Joni Ernst,,,44.0
Washington,Ward 2,U.S. Senator,,Rep,Joni Ernst,,,75.0
Washington,Ward 3,U.S. Senator,,Rep,Joni Ernst,,,93.0
Washington,Ward 4,U.S. Senator,,Rep,Joni Ernst,,,111.0
Washington,Wellman,U.S. Senator,,Rep,Joni Ernst,,,67.0
Washington,West Chester,U.S. Senator,,Rep,Joni Ernst,,,49.0
Washington,,U.S. Senator,,Rep,Joni Ernst,,,828.0
Washington,Ainsworth,U.S. Senator,,Rep,Mark Jacobs,,,18.0
Washington,Brighton/Marion/Crawford,U.S. Senator,,Rep,Mark Jacobs,,,38.0
Washington,Kalona,U.S. Senator,,Rep,Mark Jacobs,,,14.0
Washington,Riverside,U.S. Senator,,Rep,Mark Jacobs,,,11.0
Washington,Ward 1,U.S. Senator,,Rep,Mark Jacobs,,,35.0
Washington,Ward 2,U.S. Senator,,Rep,Mark Jacobs,,,15.0
Washington,Ward 3,U.S. Senator,,Rep,Mark Jacobs,,,47.0
Washington,Ward 4,U.S. Senator,,Rep,Mark Jacobs,,,56.0
Washington,Wellman,U.S. Senator,,Rep,Mark Jacobs,,,23.0
Washington,West Chester,U.S. Senator,,Rep,Mark Jacobs,,,20.0
Washington,,U.S. Senator,,Rep,Mark Jacobs,,,383.0
Washington,Ainsworth,U.S. Senator,,Rep,Scott Schaben,,,1.0
Washington,Brighton/Marion/Crawford,U.S. Senator,,Rep,Scott Schaben,,,2.0
