county,precinct,office,district,party,candidate,absentee,polling,votes
Benton,Belle Plaine 1,U.S. Senate,,Rep,Sam Clovis,0.0,8.0,8.0
Benton,Belle Plaine 2,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Benton,Belle Plaine 3,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Benton,Benton-Canton-Shellsburg,U.S. Senate,,Rep,Sam Clovis,0.0,7.0,7.0
Benton,Big Grove-Union-Van Horne,U.S. Senate,,Rep,Sam Clovis,3.0,7.0,10.0
Benton,Bruce-Cedar-Mt Auburn,U.S. Senate,,Rep,Sam Clovis,0.0,6.0,6.0
Benton,Eden-Harrison-Taylor,U.S. Senate,,Rep,Sam Clovis,1.0,9.0,10.0
Benton,Eldorado-Newhall,U.S. Senate,,Rep,Sam Clovis,1.0,9.0,10.0
Benton,Florence-St Clair-Norway,U.S. Senate,,Rep,Sam Clovis,0.0,8.0,8.0
Benton,Fremont-Atkins,U.S. Senate,,Rep,Sam Clovis,1.0,13.0,14.0
Benton,Homer-Monroe-Jackson-Garrison,U.S. Senate,,Rep,Sam Clovis,1.0,3.0,4.0
Benton,Iowa-Leroy-Luzerne-Blairstown,U.S. Senate,,Rep,Sam Clovis,2.0,16.0,18.0
Benton,Kane-Keystone,U.S. Senate,,Rep,Sam Clovis,0.0,6.0,6.0
Benton,Polk-Urbana,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Benton,Vinton 1,U.S. Senate,,Rep,Sam Clovis,0.0,3.0,3.0
Benton,Vinton 2,U.S. Senate,,Rep,Sam Clovis,1.0,6.0,7.0
Benton,Vinton 3,U.S. Senate,,Rep,Sam Clovis,1.0,9.0,10.0
Benton,Vinton 4,U.S. Senate,,Rep,Sam Clovis,0.0,5.0,5.0
Benton,Walford,U.S. Senate,,Rep,Sam Clovis,0.0,1.0,1.0
Benton,,U.S. Senate,,Rep,Sam Clovis,,,142.0
Benton,Belle Plaine 1,U.S. Senate,,Rep,Joni Ernst,0.0,26.0,26.0
