county,precinct,office,district,party,candidate,absentee,polling,votes
Winnebago,Buffalo Grant Lincoln,U.S. Senator,,Rep,Sam Clovis,,,10.0
Winnebago,Center,U.S. Senator,,Rep,Sam Clovis,0.0,4.0,4.0
Winnebago,Eden Logan Norway,U.S. Senator,,Rep,Sam Clovis,0.0,2.0,2.0
Winnebago,FC3 Forest D3,U.S. Senator,,Rep,Sam Clovis,0.0,4.0,4.0
Winnebago,Forest City Ward 1,U.S. Senator,,Rep,Sam Clovis,0.0,6.0,6.0
Winnebago,Forest City Ward 2,U.S. Senator,,Rep,Sam Clovis,1.0,3.0,4.0
Winnebago,Forest City Ward 4,U.S. Senator,,Rep,Sam Clovis,0.0,5.0,5.0
Winnebago,King Linden,U.S. Senator,,Rep,Sam Clovis,0.0,4.0,4.0
Winnebago,Mt. Valley Forest D2,U.S. Senator,,Rep,Sam Clovis,2.0,6.0,8.0
Winnebago,Newton Forest D1,U.S. Senator,,Rep,Sam Clovis,0.0,4.0,4.0
Winnebago,,U.S. Senator,,Rep,Sam Clovis,,,51.0
Winnebago,Buffalo Grant Lincoln,U.S. Senator,,Rep,Joni Ernst,,,34.0
Winnebago,Center,U.S. Senator,,Rep,Joni Ernst,1.0,52.0,53.0
Winnebago,Eden Logan Norway,U.S. Senator,,Rep,Joni Ernst,0.0,15.0,15.0
Winnebago,FC3 Forest D3,U.S. Senator,,Rep,Joni Ernst,9.0,28.0,37.0
Winnebago,Forest City Ward 1,U.S. Senator,,Rep,Joni Ernst,2.0,29.0,31.0
Winnebago,Forest City Ward 2,U.S. Senator,,Rep,Joni Ernst,0.0,17.0,17.0
Winnebago,Forest City Ward 4,U.S. Senator,,Rep,Joni Ernst,3.0,16.0,19.0
Winnebago,King Linden,U.S. Senator,,Rep,Joni Ernst,2.0,10.0,12.0
Winnebago,Mt. Valley Forest D2,U.S. Senator,,Rep,Joni Ernst,0.0,9.0,9.0
Winnebago,Newton Forest D1,U.S. Senator,,Rep,Joni Ernst,3.0,16.0,19.0
Winnebago,,U.S. Senator,,Rep,Joni Ernst,,,250.0
Winnebago,Buffalo Grant Lincoln,U.S. Senator,,Rep,Mark Jacobs,,,30.0
Winnebago,Center,U.S. Senator,,Rep,Mark Jacobs,5.0,71.0,76.0
Winnebago,Eden Logan Norway,U.S. Senator,,Rep,Mark Jacobs,0.0,16.0,16.0
Winnebago,FC3 Forest D3,U.S. Senator,,Rep,Mark Jacobs,6.0,18.0,24.0
Winnebago,Forest City Ward 1,U.S. Senator,,Rep,Mark Jacobs,3.0,23.0,26.0
Winnebago,Forest City Ward 2,U.S. Senator,,Rep,Mark Jacobs,0.0,10.0,10.0
Winnebago,Forest City Ward 4,U.S. Senator,,Rep,Mark Jacobs,2.0,15.0,17.0
Winnebago,King Linden,U.S. Senator,,Rep,Mark Jacobs,3.0,34.0,37.0
Winnebago,Mt. Valley Forest D2,U.S. Senator,,Rep,Mark Jacobs,0.0,13.0,13.0
Winnebago,Newton Forest D1,U.S. Senator,,Rep,Mark Jacobs,1.0,21.0,22.0
Winnebago,,U.S. Senator,,Rep,Mark Jacobs,,,272.0
Winnebago,Buffalo Grant Lincoln,U.S. Senator,,Rep,Scott Schaben,,,1.0
Winnebago,Center,U.S. Senator,,Rep,Scott Schaben,0.0,1.0,1.0
Winnebago,Eden Logan Norway,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Winnebago,FC3 Forest D3,U.S. Senator,,Rep,Scott Schaben,1.0,0.0,1.0
Winnebago,Forest City Ward 1,U.S. Senator,,Rep,Scott Schaben,1.0,0.0,1.0
Winnebago,Forest City Ward 2,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Winnebago,Forest City Ward 4,U.S. Senator,,Rep,Scott Schaben,0.0,1.0,1.0
Winnebago,King Linden,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Winnebago,Mt. Valley Forest D2,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Winnebago,Newton Forest D1,U.S. Senator,,Rep,Scott Schaben,0.0,0.0,0.0
Winnebago,,U.S. Senator,,Rep,Scott Schaben,,,5.0
Winnebago,Buffalo Grant Lincoln,U.S. Senator,,Rep,Matt Whitaker,,,9.0
Winnebago,Center,U.S. Senator,,Rep,Matt Whitaker,0.0,3.0,3.0
Winnebago,Eden Logan Norway,U.S. Senator,,Rep,Matt Whitaker,0.0,0.0,0.0
