office,district,candidate,party,reporting_level,jurisdiction,votes
U.S. Senator,,Roxanne Conlin,Democratic,county,Adair ,132
U.S. Senator,,Roxanne Conlin,Democratic,county,Adams ,104
U.S. Senator,,Roxanne Conlin,Democratic,county,Allamakee ,225
U.S. Senator,,Roxanne Conlin,Democratic,county,Appanoose ,171
U.S. Senator,,Roxanne Conlin,Democratic,county,Audubon ,373
U.S. Senator,,Roxanne Conlin,Democratic,county,Benton ,270
U.S. Senator,,Roxanne Conlin,Democratic,county,Black Hawk ,1934
U.S. Senator,,Roxanne Conlin,Democratic,county,Boone ,387
U.S. Senator,,Roxanne Conlin,Democratic,county,Bremer ,282
U.S. Senator,,Roxanne Conlin,Democratic,county,Buchanan ,412
U.S. Senator,,Roxanne Conlin,Democratic,county,Buena Vista ,163
U.S. Senator,,Roxanne Conlin,Democratic,county,Butler ,168
U.S. Senator,,Roxanne Conlin,Democratic,county,Calhoun ,136
U.S. Senator,,Roxanne Conlin,Democratic,county,Carroll ,442
U.S. Senator,,Roxanne Conlin,Democratic,county,Cass ,175
U.S. Senator,,Roxanne Conlin,Democratic,county,Cedar ,189
U.S. Senator,,Roxanne Conlin,Democratic,county,Cerro Gordo ,771
U.S. Senator,,Roxanne Conlin,Democratic,county,Cherokee ,133
U.S. Senator,,Roxanne Conlin,Democratic,county,Cherokee,133
U.S. Senator,,Roxanne Conlin,Democratic,county,Chickasaw,208
U.S. Senator,,Roxanne Conlin,Democratic,county,Clarke,186
U.S. Senator,,Roxanne Conlin,Democratic,county,Clay,186
U.S. Senator,,Roxanne Conlin,Democratic,county,Clayton,306
U.S. Senator,,Roxanne Conlin,Democratic,county,Clinton,721
U.S. Senator,,Roxanne Conlin,Democratic,county,Crawford,238
U.S. Senator,,Roxanne Conlin,Democratic,county,Dallas,794
U.S. Senator,,Roxanne Conlin,Democratic,county,Davis,393
U.S. Senator,,Roxanne Conlin,Democratic,county,Decatur,315
U.S. Senator,,Roxanne Conlin,Democratic,county,Delaware,173
U.S. Senator,,Roxanne Conlin,Democratic,county,Des Moines,675
U.S. Senator,,Roxanne Conlin,Democratic,county,Dickinson,222
U.S. Senator,,Roxanne Conlin,Democratic,county,Dubuque,2292
U.S. Senator,,Roxanne Conlin,Democratic,county,Emmet,172
U.S. Senator,,Roxanne Conlin,Democratic,county,Fayette,304
U.S. Senator,,Roxanne Conlin,Democratic,county,Floyd,341
U.S. Senator,,Roxanne Conlin,Democratic,county,Franklin,122
U.S. Senator,,Roxanne Conlin,Democratic,county,Franklin,122
U.S. Senator,,Roxanne Conlin,Democratic,county,Fremont,162
U.S. Senator,,Roxanne Conlin,Democratic,county,Greene,168
U.S. Senator,,Roxanne Conlin,Democratic,county,Grundy,100
U.S. Senator,,Roxanne Conlin,Democratic,county,Guthrie,498
U.S. Senator,,Roxanne Conlin,Democratic,county,Hamilton,253
U.S. Senator,,Roxanne Conlin,Democratic,county,Hancock,157
U.S. Senator,,Roxanne Conlin,Democratic,county,Hardin,336
U.S. Senator,,Roxanne Conlin,Democratic,county,Harrison,246
U.S. Senator,,Roxanne Conlin,Democratic,county,Henry,163
U.S. Senator,,Roxanne Conlin,Democratic,county,Howard,139
U.S. Senator,,Roxanne Conlin,Democratic,county,Humboldt,168
U.S. Senator,,Roxanne Conlin,Democratic,county,Ida,82
U.S. Senator,,Roxanne Conlin,Democratic,county,Iowa,296
U.S. Senator,,Roxanne Conlin,Democratic,county,Jackson,930
U.S. Senator,,Roxanne Conlin,Democratic,county,Jasper,1156
U.S. Senator,,Roxanne Conlin,Democratic,county,Jefferson,214
U.S. Senator,,Roxanne Conlin,Democratic,county,Johnson,3166
U.S. Senator,,Roxanne Conlin,Democratic,county,Jones ,271
U.S. Senator,,Roxanne Conlin,Democratic,county,Keokuk ,134
U.S. Senator,,Roxanne Conlin,Democratic,county,Kossuth ,338
U.S. Senator,,Roxanne Conlin,Democratic,county,Lee ,444
U.S. Senator,,Roxanne Conlin,Democratic,county,Linn ,3394
U.S. Senator,,Roxanne Conlin,Democratic,county,Louisa ,116
U.S. Senator,,Roxanne Conlin,Democratic,county,Lucas ,148
U.S. Senator,,Roxanne Conlin,Democratic,county,Lyon ,58
U.S. Senator,,Roxanne Conlin,Democratic,county,Madison ,279
U.S. Senator,,Roxanne Conlin,Democratic,county,Mahaska ,239
U.S. Senator,,Roxanne Conlin,Democratic,county,Marion ,436
U.S. Senator,,Roxanne Conlin,Democratic,county,Marshall ,733
U.S. Senator,,Roxanne Conlin,Democratic,county,Mills ,107
U.S. Senator,,Roxanne Conlin,Democratic,county,Mitchell ,157
U.S. Senator,,Roxanne Conlin,Democratic,county,Monona ,171
U.S. Senator,,Roxanne Conlin,Democratic,county,Monroe ,168
U.S. Senator,,Roxanne Conlin,Democratic,county,Montgomery ,86
U.S. Senator,,Roxanne Conlin,Democratic,county,Muscatine ,313
U.S. Senator,,Roxanne Conlin,Democratic,county,O'Brien ,101
