office,district,candidate,party,reporting_level,jurisdiction,votes
State Representative,62,Bruce L. Hunter,Democratic,county,Polk,1146
State Representative,62,Charles S. Scavo,Republican,county,Polk,758
State Representative,62,Write-In,,county,Polk,8
