office,district,party,reporting_level,jurisdiction,county,county_num,votes
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,16
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,167
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,331
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,356
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,311
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,455
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 2,POTTAWATTAMIE,78,16
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,406
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,319
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,16
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,10
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,306
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,409
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,23
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,160
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,355
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,425
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,325
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,1
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,489
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 3,POTTAWATTAMIE,78,10
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,372
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,308
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,5
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,6
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,276
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,380
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,18
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,169
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,328
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,425
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,262
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,460
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 4,POTTAWATTAMIE,78,4
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,331
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,267
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,24
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,4
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,260
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,328
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,24
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,128
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,282
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,365
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,257
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,1
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,387
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 5,POTTAWATTAMIE,78,3
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,238
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,199
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,3
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,2
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,171
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,246
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,12
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,123
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,215
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,259
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,178
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,295
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 6,POTTAWATTAMIE,78,4
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,429
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,591
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,27
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,7
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,291
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,715
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,26
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,249
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,596
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,540
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,506
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,1
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,823
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 7,POTTAWATTAMIE,78,13
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,325
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,384
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,22
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,4
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,218
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,481
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,18
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,161
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,380
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,385
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,340
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,536
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 8,POTTAWATTAMIE,78,5
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,466
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,607
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,18
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,3
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,306
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,751
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,9
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,232
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,621
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,580
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,508
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,1
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,857
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 9,POTTAWATTAMIE,78,11
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,539
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,770
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,14
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,8
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,354
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,910
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,36
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,304
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,705
IOWA HOUSE,82,DEM,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,591
IOWA HOUSE,82,REP,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,698
IOWA HOUSE,82,SC,precinct,COUNCIL BLUFFS 10,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,345
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,442
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,21
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,8
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,240
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,538
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,19
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,206
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,410
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,472
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,337
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,2
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,220
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,578
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 11,POTTAWATTAMIE,78,1
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,273
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,292
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,27
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,5
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,196
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,369
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,20
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,138
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,319
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,314
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,274
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,0
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,191
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,387
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 12,POTTAWATTAMIE,78,1
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,170
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,207
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,17
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,1
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,142
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,239
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,5
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,96
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,215
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,190
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,201
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,0
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,136
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,249
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 13,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,156
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,161
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,23
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,4
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,119
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,197
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,23
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,106
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,169
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,193
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,148
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,0
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,141
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,195
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 14,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,213
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,208
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,3
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,6
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,156
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,246
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,11
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,98
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,195
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,226
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,201
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,0
IOWA HOUSE,83,REP,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,291
IOWA HOUSE,83,SC,precinct,COUNCIL BLUFFS 15,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,227
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,177
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,9
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,3
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,184
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,224
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,11
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,95
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,207
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,252
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,172
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,2
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,204
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,210
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 16,POTTAWATTAMIE,78,2
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,370
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,313
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,11
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,2
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,267
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,385
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,33
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,161
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,364
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,424
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,274
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,1
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,298
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,381
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 17,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,365
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,281
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,15
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,13
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,254
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,365
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,32
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,155
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,337
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,369
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,294
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,2
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,277
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,374
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 18,POTTAWATTAMIE,78,1
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,208
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,173
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,10
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,2
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,153
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,213
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,15
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,79
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,171
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,205
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,186
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,0
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,176
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,207
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 19,POTTAWATTAMIE,78,0
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,375
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,593
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,20
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,11
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,234
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,720
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,13
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,218
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,539
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,519
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,474
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,0
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,238
IOWA HOUSE,84,REP,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,733
IOWA HOUSE,84,SC,precinct,COUNCIL BLUFFS 20,POTTAWATTAMIE,78,3
PRESIDENT,,DEM,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,354
PRESIDENT,,REP,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,320
PRESIDENT,,GREEN,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,15
PRESIDENT,,SC,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,6
U.S REPRESENTATIVE,4,DEM,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,259
U.S REPRESENTATIVE,4,REP,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,405
U.S REPRESENTATIVE,4,SC,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,17
CONST. QUES,,YES,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,160
CONST. QUES,,NO,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,362
IOWA SENATE,42,DEM,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,395
IOWA SENATE,42,REP,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,297
IOWA SENATE,42,SC,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,0
IOWA HOUSE,84,DEM,precinct,COUNCIL BLUFFS 21,POTTAWATTAMIE,78,277
